Instrument	Occultation Index	Occultation Type	UTC Start Time	UTC End Time	UTC Transition Time	Duration (s)	Tangent Centre Longitude	Tangent Centre Latitude	Tangent Centre Local Time (hrs)	
NOMAD	31	Egress	2018 NOV 04 20:15:46	2018 NOV 04 20:20:17	2018 NOV 04 20:16:52	271.0	-151.2	58.3	9.2	
ACS	32	Ingress	2018 NOV 04 21:29:30	2018 NOV 04 21:34:18	2018 NOV 04 21:33:11	288.0	41.2	-64.7	23.2	
N/A	33	Egress	2018 NOV 04 22:13:35	2018 NOV 04 22:18:05	2018 NOV 04 22:14:41	270.0	-179.8	58.3	9.2	
N/A	34	Ingress	2018 NOV 04 23:27:19	2018 NOV 04 23:32:07	2018 NOV 04 23:30:59	288.0	12.1	-64.7	23.2	
NOMAD	35	Egress	2018 NOV 05 00:11:26	2018 NOV 05 00:15:55	2018 NOV 05 00:12:31	269.0	151.5	58.3	9.2	
N/A	36	Ingress	2018 NOV 05 01:25:14	2018 NOV 05 01:30:00	2018 NOV 05 01:28:53	286.0	-17.2	-64.6	23.2	
N/A	37	Egress	2018 NOV 05 02:09:21	2018 NOV 05 02:13:50	2018 NOV 05 02:10:26	269.0	122.8	58.3	9.2	
N/A	38	Ingress	2018 NOV 05 03:23:08	2018 NOV 05 03:27:53	2018 NOV 05 03:26:46	285.0	-46.0	-64.6	23.2	
ACS	39	Egress	2018 NOV 05 04:07:16	2018 NOV 05 04:11:45	2018 NOV 05 04:08:22	269.0	94.2	58.4	9.2	
NOMAD	40	Ingress	2018 NOV 05 05:20:59	2018 NOV 05 05:25:45	2018 NOV 05 05:24:38	286.0	-75.2	-64.6	23.1	
N/A	41	Egress	2018 NOV 05 06:05:10	2018 NOV 05 06:09:39	2018 NOV 05 06:06:16	269.0	65.7	58.4	9.3	
N/A	42	Ingress	2018 NOV 05 07:18:48	2018 NOV 05 07:23:34	2018 NOV 05 07:22:27	286.0	-104.2	-64.6	23.1	
NOMAD	43	Egress	2018 NOV 05 08:03:02	2018 NOV 05 08:07:31	2018 NOV 05 08:04:08	269.0	37.2	58.5	9.3	
ACS	44	Ingress	2018 NOV 05 09:16:37	2018 NOV 05 09:21:23	2018 NOV 05 09:20:16	286.0	-133.4	-64.5	23.1	
N/A	45	Egress	2018 NOV 05 10:00:52	2018 NOV 05 10:05:21	2018 NOV 05 10:01:58	269.0	8.6	58.5	9.3	
N/A	46	Ingress	2018 NOV 05 11:14:27	2018 NOV 05 11:19:12	2018 NOV 05 11:18:05	285.0	-162.4	-64.5	23.0	
NOMAD	47	Egress	2018 NOV 05 11:58:43	2018 NOV 05 12:03:11	2018 NOV 05 11:59:48	268.0	-20.1	58.5	9.3	
N/A	48	Ingress	2018 NOV 05 13:12:19	2018 NOV 05 13:17:03	2018 NOV 05 13:15:56	284.0	168.7	-64.5	23.0	
N/A	49	Egress	2018 NOV 05 13:56:35	2018 NOV 05 14:01:02	2018 NOV 05 13:57:41	267.0	-48.8	58.5	9.3	
N/A	50	Ingress	2018 NOV 05 15:10:12	2018 NOV 05 15:14:55	2018 NOV 05 15:13:49	283.0	139.4	-64.4	23.0	
ACS	51	Egress	2018 NOV 05 15:54:30	2018 NOV 05 15:58:56	2018 NOV 05 15:55:35	266.0	-77.4	58.6	9.3	
NOMAD	52	Ingress	2018 NOV 05 17:08:06	2018 NOV 05 17:12:49	2018 NOV 05 17:11:42	283.0	110.2	-64.4	23.0	
N/A	53	Egress	2018 NOV 05 17:52:25	2018 NOV 05 17:56:51	2018 NOV 05 17:53:30	266.0	-106.0	58.6	9.3	
N/A	54	Ingress	2018 NOV 05 19:05:58	2018 NOV 05 19:10:41	2018 NOV 05 19:09:34	283.0	81.5	-64.4	23.0	
ACS	55	Egress	2018 NOV 05 19:50:19	2018 NOV 05 19:54:45	2018 NOV 05 19:51:23	266.0	-134.4	58.7	9.3	
NOMAD	56	Ingress	2018 NOV 05 21:03:46	2018 NOV 05 21:08:29	2018 NOV 05 21:07:23	283.0	52.3	-64.3	22.9	
N/A	57	Egress	2018 NOV 05 21:48:09	2018 NOV 05 21:52:35	2018 NOV 05 21:49:14	266.0	-163.0	58.7	9.3	
N/A	58	Ingress	2018 NOV 05 23:01:34	2018 NOV 05 23:06:17	2018 NOV 05 23:05:10	283.0	23.3	-64.3	22.9	
NOMAD	59	Egress	2018 NOV 05 23:45:58	2018 NOV 05 23:50:23	2018 NOV 05 23:47:03	265.0	168.3	58.7	9.3	
N/A	60	Ingress	2018 NOV 06 00:59:27	2018 NOV 06 01:04:09	2018 NOV 06 01:03:03	282.0	-5.6	-64.3	22.9	
N/A	61	Egress	2018 NOV 06 01:43:52	2018 NOV 06 01:48:17	2018 NOV 06 01:44:57	265.0	139.6	58.7	9.3	
N/A	62	Ingress	2018 NOV 06 02:57:22	2018 NOV 06 03:02:03	2018 NOV 06 03:00:57	281.0	-34.8	-64.2	22.8	
ACS	63	Egress	2018 NOV 06 03:41:48	2018 NOV 06 03:46:12	2018 NOV 06 03:42:52	264.0	111.0	58.7	9.3	
NOMAD	64	Ingress	2018 NOV 06 04:55:15	2018 NOV 06 04:59:56	2018 NOV 06 04:58:49	281.0	-63.9	-64.1	22.8	
N/A	65	Egress	2018 NOV 06 05:39:42	2018 NOV 06 05:44:07	2018 NOV 06 05:40:47	265.0	82.4	58.8	9.3	
N/A	66	Ingress	2018 NOV 06 06:53:05	2018 NOV 06 06:57:46	2018 NOV 06 06:56:40	281.0	-93.0	-64.1	22.8	
ACS	67	Egress	2018 NOV 06 07:37:35	2018 NOV 06 07:41:59	2018 NOV 06 07:38:39	264.0	53.9	58.8	9.3	
NOMAD	68	Ingress	2018 NOV 06 08:50:54	2018 NOV 06 08:55:35	2018 NOV 06 08:54:29	281.0	-121.9	-64.1	22.8	
N/A	69	Egress	2018 NOV 06 09:35:26	2018 NOV 06 09:39:50	2018 NOV 06 09:36:30	264.0	25.3	58.9	9.3	
N/A	70	Ingress	2018 NOV 06 10:48:43	2018 NOV 06 10:53:24	2018 NOV 06 10:52:18	281.0	-150.9	-64.0	22.7	
NOMAD	71	Egress	2018 NOV 06 11:33:15	2018 NOV 06 11:37:39	2018 NOV 06 11:34:20	264.0	-3.4	58.9	9.3	
N/A	72	Ingress	2018 NOV 06 12:46:34	2018 NOV 06 12:51:14	2018 NOV 06 12:50:08	280.0	-180.0	-64.0	22.7	
N/A	73	Egress	2018 NOV 06 13:31:07	2018 NOV 06 13:35:30	2018 NOV 06 13:32:11	263.0	-32.1	58.9	9.3	
N/A	74	Ingress	2018 NOV 06 14:44:27	2018 NOV 06 14:49:06	2018 NOV 06 14:48:00	279.0	151.1	-64.0	22.7	
ACS	75	Egress	2018 NOV 06 15:29:01	2018 NOV 06 15:33:23	2018 NOV 06 15:30:05	262.0	-60.7	58.9	9.3	
NOMAD	76	Ingress	2018 NOV 06 16:42:21	2018 NOV 06 16:47:00	2018 NOV 06 16:45:54	279.0	121.9	-63.9	22.7	
N/A	77	Egress	2018 NOV 06 17:26:55	2018 NOV 06 17:31:18	2018 NOV 06 17:28:00	263.0	-89.3	58.9	9.3	
N/A	78	Ingress	2018 NOV 06 18:40:14	2018 NOV 06 18:44:53	2018 NOV 06 18:43:47	279.0	92.8	-63.8	22.6	
N/A	79	Egress	2018 NOV 06 19:24:50	2018 NOV 06 19:29:12	2018 NOV 06 19:25:54	262.0	-117.8	59.0	9.3	
N/A	80	Ingress	2018 NOV 06 20:38:04	2018 NOV 06 20:42:43	2018 NOV 06 20:41:37	279.0	63.9	-63.8	22.6	
N/A	81	Egress	2018 NOV 06 21:22:41	2018 NOV 06 21:27:03	2018 NOV 06 21:23:45	262.0	-146.4	59.1	9.3	
N/A	82	Ingress	2018 NOV 06 22:35:51	2018 NOV 06 22:40:30	2018 NOV 06 22:39:24	279.0	35.0	-63.8	22.6	
ACS	83	Egress	2018 NOV 06 23:20:30	2018 NOV 06 23:24:51	2018 NOV 06 23:21:34	261.0	-175.0	59.1	9.3	
NOMAD	84	Ingress	2018 NOV 07 00:33:42	2018 NOV 07 00:38:20	2018 NOV 07 00:37:15	278.0	5.9	-63.7	22.6	
N/A	85	Egress	2018 NOV 07 01:18:21	2018 NOV 07 01:22:43	2018 NOV 07 01:19:25	262.0	156.2	59.0	9.3	
N/A	86	Ingress	2018 NOV 07 02:31:37	2018 NOV 07 02:36:14	2018 NOV 07 02:35:09	277.0	-23.1	-63.7	22.6	
ACS	87	Egress	2018 NOV 07 03:16:16	2018 NOV 07 03:20:38	2018 NOV 07 03:17:20	262.0	127.6	59.0	9.3	
NOMAD	88	Ingress	2018 NOV 07 04:29:31	2018 NOV 07 04:34:08	2018 NOV 07 04:33:03	277.0	-52.2	-63.6	22.5	
N/A	89	Egress	2018 NOV 07 05:14:12	2018 NOV 07 05:18:33	2018 NOV 07 05:15:16	261.0	99.0	59.1	9.3	
N/A	90	Ingress	2018 NOV 07 06:27:23	2018 NOV 07 06:32:00	2018 NOV 07 06:30:54	277.0	-81.3	-63.5	22.5	
NOMAD	91	Egress	2018 NOV 07 07:12:05	2018 NOV 07 07:16:26	2018 NOV 07 07:13:09	261.0	70.4	59.1	9.4	
N/A	92	Ingress	2018 NOV 07 08:25:12	2018 NOV 07 08:29:50	2018 NOV 07 08:28:44	278.0	-110.2	-63.5	22.5	
N/A	93	Egress	2018 NOV 07 09:09:57	2018 NOV 07 09:14:18	2018 NOV 07 09:11:01	261.0	41.9	59.2	9.4	
N/A	94	Ingress	2018 NOV 07 10:23:02	2018 NOV 07 10:27:39	2018 NOV 07 10:26:33	277.0	-139.2	-63.4	22.5	
ACS	95	Egress	2018 NOV 07 11:07:47	2018 NOV 07 11:12:08	2018 NOV 07 11:08:51	261.0	13.3	59.2	9.4	
NOMAD	96	Ingress	2018 NOV 07 12:20:52	2018 NOV 07 12:25:29	2018 NOV 07 12:24:23	277.0	-168.2	-63.4	22.4	
N/A	97	Egress	2018 NOV 07 13:05:37	2018 NOV 07 13:09:58	2018 NOV 07 13:06:41	261.0	-15.5	59.2	9.4	
N/A	98	Ingress	2018 NOV 07 14:18:45	2018 NOV 07 14:23:21	2018 NOV 07 14:22:15	276.0	162.8	-63.3	22.4	
ACS	99	Egress	2018 NOV 07 15:03:30	2018 NOV 07 15:07:50	2018 NOV 07 15:04:34	260.0	-44.2	59.2	9.4	
NOMAD	100	Ingress	2018 NOV 07 16:16:38	2018 NOV 07 16:21:14	2018 NOV 07 16:20:09	276.0	133.6	-63.3	22.4	
N/A	101	Egress	2018 NOV 07 17:01:25	2018 NOV 07 17:05:45	2018 NOV 07 17:02:29	260.0	-72.8	59.2	9.4	
N/A	102	Ingress	2018 NOV 07 18:14:33	2018 NOV 07 18:19:09	2018 NOV 07 18:18:03	276.0	104.6	-63.2	22.3	
NOMAD	103	Egress	2018 NOV 07 18:59:20	2018 NOV 07 19:03:40	2018 NOV 07 19:00:24	260.0	-101.4	59.3	9.4	
N/A	104	Ingress	2018 NOV 07 20:12:25	2018 NOV 07 20:17:01	2018 NOV 07 20:15:55	276.0	75.6	-63.1	22.3	
N/A	105	Egress	2018 NOV 07 20:57:13	2018 NOV 07 21:01:32	2018 NOV 07 20:58:16	259.0	-129.9	59.3	9.4	
N/A	106	Ingress	2018 NOV 07 22:10:13	2018 NOV 07 22:14:49	2018 NOV 07 22:13:44	276.0	46.7	-63.1	22.3	
ACS	107	Egress	2018 NOV 07 22:55:02	2018 NOV 07 22:59:22	2018 NOV 07 22:56:06	260.0	-158.5	59.3	9.4	
NOMAD	108	Ingress	2018 NOV 08 00:08:02	2018 NOV 08 00:12:37	2018 NOV 08 00:11:32	275.0	17.7	-63.0	22.3	
N/A	109	Egress	2018 NOV 08 00:52:52	2018 NOV 08 00:57:11	2018 NOV 08 00:53:56	259.0	172.8	59.3	9.4	
N/A	110	Ingress	2018 NOV 08 02:05:56	2018 NOV 08 02:10:31	2018 NOV 08 02:09:26	275.0	-11.3	-63.0	22.3	
ACS	111	Egress	2018 NOV 08 02:50:46	2018 NOV 08 02:55:05	2018 NOV 08 02:51:50	259.0	144.1	59.3	9.4	
NOMAD	112	Ingress	2018 NOV 08 04:03:51	2018 NOV 08 04:08:25	2018 NOV 08 04:07:20	274.0	-40.4	-62.9	22.2	
N/A	113	Egress	2018 NOV 08 04:48:42	2018 NOV 08 04:53:00	2018 NOV 08 04:49:45	258.0	115.5	59.3	9.4	
N/A	114	Ingress	2018 NOV 08 06:01:44	2018 NOV 08 06:06:18	2018 NOV 08 06:05:13	274.0	-69.5	-62.8	22.2	
ACS	115	Egress	2018 NOV 08 06:46:36	2018 NOV 08 06:50:55	2018 NOV 08 06:47:40	259.0	86.9	59.4	9.4	
N/A	116	Ingress	2018 NOV 08 07:59:34	2018 NOV 08 08:04:09	2018 NOV 08 08:03:04	275.0	-98.5	-62.8	22.2	
N/A	117	Egress	2018 NOV 08 08:44:28	2018 NOV 08 08:48:46	2018 NOV 08 08:45:32	258.0	58.3	59.4	9.4	
N/A	118	Ingress	2018 NOV 08 09:57:23	2018 NOV 08 10:01:58	2018 NOV 08 10:00:53	275.0	-127.4	-62.7	22.2	
NOMAD	119	Egress	2018 NOV 08 10:42:18	2018 NOV 08 10:46:37	2018 NOV 08 10:43:22	259.0	29.8	59.5	9.4	
NOMAD	120	Ingress	2018 NOV 08 11:55:13	2018 NOV 08 11:59:48	2018 NOV 08 11:58:43	275.0	-156.3	-62.7	22.2	
N/A	121	Egress	2018 NOV 08 12:40:08	2018 NOV 08 12:44:27	2018 NOV 08 12:41:12	259.0	1.1	59.5	9.4	
N/A	122	Ingress	2018 NOV 08 13:53:05	2018 NOV 08 13:57:39	2018 NOV 08 13:56:34	274.0	174.7	-62.6	22.1	
ACS	123	Egress	2018 NOV 08 14:38:00	2018 NOV 08 14:42:18	2018 NOV 08 14:39:03	258.0	-27.7	59.5	9.4	
NOMAD	124	Ingress	2018 NOV 08 15:50:58	2018 NOV 08 15:55:32	2018 NOV 08 15:54:27	274.0	145.6	-62.5	22.1	
N/A	125	Egress	2018 NOV 08 16:35:54	2018 NOV 08 16:40:11	2018 NOV 08 16:36:57	257.0	-56.3	59.5	9.4	
N/A	126	Ingress	2018 NOV 08 17:48:52	2018 NOV 08 17:53:26	2018 NOV 08 17:52:21	274.0	116.5	-62.4	22.1	
ACS	127	Egress	2018 NOV 08 18:33:48	2018 NOV 08 18:38:06	2018 NOV 08 18:34:52	258.0	-84.9	59.5	9.4	
N/A	128	Ingress	2018 NOV 08 19:46:45	2018 NOV 08 19:51:19	2018 NOV 08 19:50:14	274.0	87.6	-62.4	22.1	
N/A	129	Egress	2018 NOV 08 20:31:42	2018 NOV 08 20:35:59	2018 NOV 08 20:32:45	257.0	-113.5	59.5	9.4	
N/A	130	Ingress	2018 NOV 08 21:44:35	2018 NOV 08 21:49:09	2018 NOV 08 21:48:04	274.0	58.7	-62.3	22.0	
NOMAD	131	Egress	2018 NOV 08 22:29:32	2018 NOV 08 22:33:50	2018 NOV 08 22:30:36	258.0	-142.0	59.6	9.4	
NOMAD	132	Ingress	2018 NOV 08 23:42:22	2018 NOV 08 23:46:56	2018 NOV 08 23:45:52	274.0	29.7	-62.3	22.0	
N/A	133	Egress	2018 NOV 09 00:27:21	2018 NOV 09 00:31:38	2018 NOV 09 00:28:24	257.0	-170.7	59.6	9.4	
N/A	134	Ingress	2018 NOV 09 01:40:15	2018 NOV 09 01:44:48	2018 NOV 09 01:43:43	273.0	0.7	-62.2	22.0	
ACS	135	Egress	2018 NOV 09 02:25:13	2018 NOV 09 02:29:31	2018 NOV 09 02:26:17	258.0	160.5	59.6	9.4	
NOMAD	136	Ingress	2018 NOV 09 03:38:11	2018 NOV 09 03:42:43	2018 NOV 09 03:41:38	272.0	-28.4	-62.1	22.0	
N/A	137	Egress	2018 NOV 09 04:23:09	2018 NOV 09 04:27:26	2018 NOV 09 04:24:12	257.0	131.9	59.6	9.4	
N/A	138	Ingress	2018 NOV 09 05:36:05	2018 NOV 09 05:40:37	2018 NOV 09 05:39:32	272.0	-57.4	-62.0	22.0	
ACS	139	Egress	2018 NOV 09 06:21:04	2018 NOV 09 06:25:21	2018 NOV 09 06:22:07	257.0	103.2	59.6	9.4	
N/A	140	Ingress	2018 NOV 09 07:33:56	2018 NOV 09 07:38:29	2018 NOV 09 07:37:24	273.0	-86.3	-62.0	21.9	
N/A	141	Egress	2018 NOV 09 08:18:57	2018 NOV 09 08:23:13	2018 NOV 09 08:20:00	256.0	74.7	59.7	9.4	
N/A	142	Ingress	2018 NOV 09 09:31:46	2018 NOV 09 09:36:19	2018 NOV 09 09:35:14	273.0	-115.3	-61.9	21.9	
NOMAD	143	Egress	2018 NOV 09 10:16:47	2018 NOV 09 10:21:04	2018 NOV 09 10:17:51	257.0	46.1	59.7	9.4	
ACS	144	Ingress	2018 NOV 09 11:29:36	2018 NOV 09 11:34:08	2018 NOV 09 11:33:04	272.0	-144.2	-61.8	21.9	
N/A	145	Egress	2018 NOV 09 12:14:37	2018 NOV 09 12:18:54	2018 NOV 09 12:15:40	257.0	17.5	59.7	9.4	
N/A	146	Ingress	2018 NOV 09 13:27:27	2018 NOV 09 13:31:59	2018 NOV 09 13:30:54	272.0	-173.2	-61.8	21.9	
NOMAD	147	Egress	2018 NOV 09 14:12:28	2018 NOV 09 14:16:45	2018 NOV 09 14:13:31	257.0	-11.3	59.7	9.4	
NOMAD	148	Ingress	2018 NOV 09 15:25:20	2018 NOV 09 15:29:52	2018 NOV 09 15:28:47	272.0	157.7	-61.6	21.8	
N/A	149	Egress	2018 NOV 09 16:10:21	2018 NOV 09 16:14:38	2018 NOV 09 16:11:25	257.0	-40.0	59.7	9.4	
N/A	150	Ingress	2018 NOV 09 17:23:14	2018 NOV 09 17:27:46	2018 NOV 09 17:26:42	272.0	128.7	-61.6	21.8	
ACS	151	Egress	2018 NOV 09 18:08:16	2018 NOV 09 18:12:32	2018 NOV 09 18:09:19	256.0	-68.6	59.7	9.4	
N/A	152	Ingress	2018 NOV 09 19:21:09	2018 NOV 09 19:25:41	2018 NOV 09 19:24:36	272.0	99.7	-61.5	21.8	
N/A	153	Egress	2018 NOV 09 20:06:10	2018 NOV 09 20:10:27	2018 NOV 09 20:07:14	257.0	-97.2	59.7	9.4	
N/A	154	Ingress	2018 NOV 09 21:19:00	2018 NOV 09 21:23:33	2018 NOV 09 21:22:28	273.0	70.8	-61.4	21.8	
NOMAD	155	Egress	2018 NOV 09 22:04:03	2018 NOV 09 22:08:19	2018 NOV 09 22:05:06	256.0	-125.7	59.8	9.4	
ACS	156	Ingress	2018 NOV 09 23:16:48	2018 NOV 09 23:21:21	2018 NOV 09 23:20:16	273.0	41.9	-61.4	21.8	
N/A	157	Egress	2018 NOV 10 00:01:52	2018 NOV 10 00:06:08	2018 NOV 10 00:02:55	256.0	-154.3	59.8	9.4	
N/A	158	Ingress	2018 NOV 10 01:14:38	2018 NOV 10 01:19:10	2018 NOV 10 01:18:05	272.0	12.9	-61.3	21.7	
NOMAD	159	Egress	2018 NOV 10 01:59:42	2018 NOV 10 02:03:57	2018 NOV 10 02:00:45	255.0	176.9	59.8	9.4	
NOMAD	160	Ingress	2018 NOV 10 03:12:33	2018 NOV 10 03:17:04	2018 NOV 10 03:16:00	271.0	-16.2	-61.2	21.7	
N/A	161	Egress	2018 NOV 10 03:57:36	2018 NOV 10 04:01:52	2018 NOV 10 03:58:39	256.0	148.2	59.8	9.4	
N/A	162	Ingress	2018 NOV 10 05:10:28	2018 NOV 10 05:14:59	2018 NOV 10 05:13:55	271.0	-45.2	-61.1	21.7	
ACS	163	Egress	2018 NOV 10 05:55:31	2018 NOV 10 05:59:47	2018 NOV 10 05:56:34	256.0	119.5	59.8	9.4	
N/A	164	Ingress	2018 NOV 10 07:08:21	2018 NOV 10 07:12:52	2018 NOV 10 07:11:48	271.0	-74.2	-61.0	21.7	
N/A	165	Egress	2018 NOV 10 07:53:25	2018 NOV 10 07:57:41	2018 NOV 10 07:54:28	256.0	90.9	59.8	9.4	
N/A	166	Ingress	2018 NOV 10 09:06:11	2018 NOV 10 09:10:43	2018 NOV 10 09:09:39	272.0	-103.1	-60.9	21.7	
NOMAD	167	Egress	2018 NOV 10 09:51:17	2018 NOV 10 09:55:33	2018 NOV 10 09:52:20	256.0	62.4	59.9	9.4	
ACS	168	Ingress	2018 NOV 10 11:04:00	2018 NOV 10 11:08:33	2018 NOV 10 11:07:28	273.0	-132.0	-60.9	21.6	
N/A	169	Egress	2018 NOV 10 11:49:06	2018 NOV 10 11:53:23	2018 NOV 10 11:50:09	257.0	33.8	59.9	9.4	
N/A	170	Ingress	2018 NOV 10 13:01:51	2018 NOV 10 13:06:23	2018 NOV 10 13:05:18	272.0	-160.9	-60.8	21.6	
N/A	171	Egress	2018 NOV 10 13:46:57	2018 NOV 10 13:51:13	2018 NOV 10 13:48:00	256.0	5.1	59.9	9.4	
N/A	172	Ingress	2018 NOV 10 14:59:43	2018 NOV 10 15:04:15	2018 NOV 10 15:03:10	272.0	170.0	-60.7	21.6	
N/A	173	Egress	2018 NOV 10 15:44:49	2018 NOV 10 15:49:04	2018 NOV 10 15:45:52	255.0	-23.7	59.9	9.4	
N/A	174	Ingress	2018 NOV 10 16:57:37	2018 NOV 10 17:02:08	2018 NOV 10 17:01:04	271.0	141.0	-60.6	21.6	
N/A	175	Egress	2018 NOV 10 17:42:42	2018 NOV 10 17:46:58	2018 NOV 10 17:43:45	256.0	-52.3	59.9	9.4	
NOMAD	176	Ingress	2018 NOV 10 18:55:32	2018 NOV 10 19:00:03	2018 NOV 10 18:58:59	271.0	112.0	-60.5	21.6	
N/A	177	Egress	2018 NOV 10 19:40:37	2018 NOV 10 19:44:52	2018 NOV 10 19:41:40	255.0	-81.0	59.9	9.4	
N/A	178	Ingress	2018 NOV 10 20:53:25	2018 NOV 10 20:57:56	2018 NOV 10 20:56:52	271.0	83.1	-60.4	21.5	
ACS	179	Egress	2018 NOV 10 21:38:30	2018 NOV 10 21:42:46	2018 NOV 10 21:39:33	256.0	-109.5	59.9	9.4	
NOMAD	180	Ingress	2018 NOV 10 22:51:14	2018 NOV 10 22:55:46	2018 NOV 10 22:54:41	272.0	54.2	-60.3	21.5	
N/A	181	Egress	2018 NOV 10 23:36:20	2018 NOV 10 23:40:36	2018 NOV 10 23:37:23	256.0	-138.1	60.0	9.5	
N/A	182	Ingress	2018 NOV 11 00:49:02	2018 NOV 11 00:53:34	2018 NOV 11 00:52:30	272.0	25.3	-60.2	21.5	
NOMAD	183	Egress	2018 NOV 11 01:34:09	2018 NOV 11 01:38:24	2018 NOV 11 01:35:12	255.0	-166.8	60.0	9.4	
N/A	184	Ingress	2018 NOV 11 02:46:56	2018 NOV 11 02:51:28	2018 NOV 11 02:50:23	272.0	-3.8	-60.1	21.5	
N/A	185	Egress	2018 NOV 11 03:32:02	2018 NOV 11 03:36:18	2018 NOV 11 03:33:05	256.0	164.4	60.0	9.4	
