Obs Index	Obs Type Index	Orbit No	Obs Type	IR Status	UVIS Status	TC Start Time	UVIS Start Time	UVIS End Time	IR Precooling Time	IR Start Time	 IR Transition Time	IR End Time	New TC Start Time	New UVIS Start Time	New UVIS End Time	New IR Precooling Time	New IR Start Time	New IR End Time	IR Duration	UVIS Duration	New IR duration	New UVIS Duration	TC20 FIXED	TC20 SCI1	TC20 SCI2	SCI1 description	SCI2 description	
21	7	7	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 02:11:49	2018 MAR 25 02:11:59	2018 MAR 25 03:13:53	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
22	7	7	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 02:11:49	2018 MAR 25 02:11:59	2018 MAR 25 03:13:53	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
23	7	7	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 02:11:49	2018 MAR 25 02:11:59	2018 MAR 25 03:13:53	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
24	8	8	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 04:10:31	2018 MAR 25 04:10:41	2018 MAR 25 05:12:35	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
25	8	8	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 04:10:31	2018 MAR 25 04:10:41	2018 MAR 25 05:12:35	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
26	8	8	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 04:10:31	2018 MAR 25 04:10:41	2018 MAR 25 05:12:35	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
27	9	9	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 06:09:15	2018 MAR 25 06:09:25	2018 MAR 25 07:11:19	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
28	9	9	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 06:09:15	2018 MAR 25 06:09:25	2018 MAR 25 07:11:19	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
29	9	9	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 06:09:15	2018 MAR 25 06:09:25	2018 MAR 25 07:11:19	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
30	10	10	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 08:07:57	2018 MAR 25 08:08:07	2018 MAR 25 09:10:01	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
31	10	10	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 08:07:57	2018 MAR 25 08:08:07	2018 MAR 25 09:10:01	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
32	10	10	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 08:07:57	2018 MAR 25 08:08:07	2018 MAR 25 09:10:01	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
33	11	11	Dayside_Nadir	LNO_L	UVIS_L	2018 MAR 25 09:56:39	2018 MAR 25 09:56:49	2018 MAR 25 11:08:41	2018 MAR 25 09:56:49	2018 MAR 25 10:06:49	-	2018 MAR 25 11:08:41	Same	Same	Same	Same	Same	Same	3712.0	4312.0	3712.0	4312.0	1	1033	1033	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
34	12	12	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 12:05:17	2018 MAR 25 12:05:27	2018 MAR 25 13:07:17	-	-	-	-	Same	Same	Same	-	-	-	-	3710.0	-	3710.0	-	-	-	-	-	
35	12	12	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 12:05:17	2018 MAR 25 12:05:27	2018 MAR 25 13:07:17	-	-	-	-	Same	Same	Same	-	-	-	-	3710.0	-	3710.0	-	-	-	-	-	
36	12	12	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 12:05:17	2018 MAR 25 12:05:27	2018 MAR 25 13:07:17	-	-	-	-	Same	Same	Same	-	-	-	-	3710.0	-	3710.0	-	-	-	-	-	
37	13	13	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 14:03:53	2018 MAR 25 14:04:03	2018 MAR 25 15:05:55	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
38	13	13	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 14:03:53	2018 MAR 25 14:04:03	2018 MAR 25 15:05:55	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
39	13	13	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 14:03:53	2018 MAR 25 14:04:03	2018 MAR 25 15:05:55	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
40	14	14	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 16:02:33	2018 MAR 25 16:02:43	2018 MAR 25 17:04:37	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
41	14	14	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 16:02:33	2018 MAR 25 16:02:43	2018 MAR 25 17:04:37	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
42	14	14	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 16:02:33	2018 MAR 25 16:02:43	2018 MAR 25 17:04:37	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
43	15	15	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 18:01:15	2018 MAR 25 18:01:25	2018 MAR 25 19:03:19	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
44	15	15	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 18:01:15	2018 MAR 25 18:01:25	2018 MAR 25 19:03:19	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
45	15	15	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 18:01:15	2018 MAR 25 18:01:25	2018 MAR 25 19:03:19	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
46	16	16	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 19:59:57	2018 MAR 25 20:00:07	2018 MAR 25 21:02:03	-	-	-	-	Same	Same	Same	-	-	-	-	3716.0	-	3716.0	-	-	-	-	-	
47	16	16	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 19:59:57	2018 MAR 25 20:00:07	2018 MAR 25 21:02:03	-	-	-	-	Same	Same	Same	-	-	-	-	3716.0	-	3716.0	-	-	-	-	-	
48	16	16	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 19:59:57	2018 MAR 25 20:00:07	2018 MAR 25 21:02:03	-	-	-	-	Same	Same	Same	-	-	-	-	3716.0	-	3716.0	-	-	-	-	-	
49	17	17	Dayside_Nadir	LNO_L	UVIS_L	2018 MAR 25 21:48:39	2018 MAR 25 21:48:49	2018 MAR 25 23:00:41	2018 MAR 25 21:48:49	2018 MAR 25 21:58:49	-	2018 MAR 25 23:00:41	Same	Same	Same	Same	Same	Same	3712.0	4312.0	3712.0	4312.0	1	1860	1860	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
50	18	18	Dayside_Nadir	OFF	UVIS_1	2018 MAR 25 23:57:17	2018 MAR 25 23:57:27	2018 MAR 26 00:59:19	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
51	18	18	Dayside_Nadir	OFF	UVIS_2	2018 MAR 25 23:57:17	2018 MAR 25 23:57:27	2018 MAR 26 00:59:19	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
52	18	18	Dayside_Nadir	OFF	UVIS_3	2018 MAR 25 23:57:17	2018 MAR 25 23:57:27	2018 MAR 26 00:59:19	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
53	19	19	Dayside_Nadir	OFF	UVIS_1	2018 MAR 26 01:55:53	2018 MAR 26 01:56:03	2018 MAR 26 02:57:55	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
54	19	19	Dayside_Nadir	OFF	UVIS_2	2018 MAR 26 01:55:53	2018 MAR 26 01:56:03	2018 MAR 26 02:57:55	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
55	19	19	Dayside_Nadir	OFF	UVIS_3	2018 MAR 26 01:55:53	2018 MAR 26 01:56:03	2018 MAR 26 02:57:55	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
56	20	20	Dayside_Nadir	OFF	UVIS_1	2018 MAR 26 03:54:33	2018 MAR 26 03:54:43	2018 MAR 26 04:56:35	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
57	20	20	Dayside_Nadir	OFF	UVIS_2	2018 MAR 26 03:54:33	2018 MAR 26 03:54:43	2018 MAR 26 04:56:35	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
58	20	20	Dayside_Nadir	OFF	UVIS_3	2018 MAR 26 03:54:33	2018 MAR 26 03:54:43	2018 MAR 26 04:56:35	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
59	21	21	Dayside_Nadir	OFF	UVIS_1	2018 MAR 26 05:53:15	2018 MAR 26 05:53:25	2018 MAR 26 06:55:19	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
60	21	21	Dayside_Nadir	OFF	UVIS_2	2018 MAR 26 05:53:15	2018 MAR 26 05:53:25	2018 MAR 26 06:55:19	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
61	21	21	Dayside_Nadir	OFF	UVIS_3	2018 MAR 26 05:53:15	2018 MAR 26 05:53:25	2018 MAR 26 06:55:19	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
62	22	22	Dayside_Nadir	OFF	UVIS_1	2018 MAR 26 07:51:59	2018 MAR 26 07:52:09	2018 MAR 26 08:54:01	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
63	22	22	Dayside_Nadir	OFF	UVIS_2	2018 MAR 26 07:51:59	2018 MAR 26 07:52:09	2018 MAR 26 08:54:01	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
64	22	22	Dayside_Nadir	OFF	UVIS_3	2018 MAR 26 07:51:59	2018 MAR 26 07:52:09	2018 MAR 26 08:54:01	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
65	23	23	Dayside_Nadir	LNO_L	UVIS_L	2018 MAR 26 09:40:39	2018 MAR 26 09:40:49	2018 MAR 26 10:52:41	2018 MAR 26 09:40:49	2018 MAR 26 09:50:49	-	2018 MAR 26 10:52:41	Same	Same	Same	Same	Same	Same	3712.0	4312.0	3712.0	4312.0	1	2626	2626	Science: orders #167, #134, #168, #121, #189, #197, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	-	
66	24	24	Dayside_Nadir	OFF	UVIS_1	2018 MAR 26 11:49:17	2018 MAR 26 11:49:27	2018 MAR 26 12:51:17	-	-	-	-	Same	Same	Same	-	-	-	-	3710.0	-	3710.0	-	-	-	-	-	
67	24	24	Dayside_Nadir	OFF	UVIS_2	2018 MAR 26 11:49:17	2018 MAR 26 11:49:27	2018 MAR 26 12:51:17	-	-	-	-	Same	Same	Same	-	-	-	-	3710.0	-	3710.0	-	-	-	-	-	
68	24	24	Dayside_Nadir	OFF	UVIS_3	2018 MAR 26 11:49:17	2018 MAR 26 11:49:27	2018 MAR 26 12:51:17	-	-	-	-	Same	Same	Same	-	-	-	-	3710.0	-	3710.0	-	-	-	-	-	
69	25	25	Dayside_Nadir	LNO_L	UVIS_L	2018 MAR 26 13:37:53	2018 MAR 26 13:38:03	2018 MAR 26 14:49:53	2018 MAR 26 13:38:03	2018 MAR 26 13:48:03	-	2018 MAR 26 14:49:53	Same	Same	Same	Same	Same	Same	3710.0	4310.0	3710.0	4310.0	1	116	116	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (1 order(s) per 15 second(s))	-	
70	26	26	Dayside_Nadir	OFF	UVIS_1	2018 MAR 26 15:46:31	2018 MAR 26 15:46:41	2018 MAR 26 16:48:33	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
71	26	26	Dayside_Nadir	OFF	UVIS_2	2018 MAR 26 15:46:31	2018 MAR 26 15:46:41	2018 MAR 26 16:48:33	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
72	26	26	Dayside_Nadir	OFF	UVIS_3	2018 MAR 26 15:46:31	2018 MAR 26 15:46:41	2018 MAR 26 16:48:33	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
73	27	27	Dayside_Nadir	LNO_L	UVIS_L	2018 MAR 26 17:35:13	2018 MAR 26 17:35:23	2018 MAR 26 18:47:15	2018 MAR 26 17:35:23	2018 MAR 26 17:45:23	-	2018 MAR 26 18:47:15	Same	Same	Same	Same	Same	Same	3712.0	4312.0	3712.0	4312.0	1	1779	1779	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
74	28	28	Dayside_Nadir	OFF	UVIS_1	2018 MAR 26 19:43:55	2018 MAR 26 19:44:05	2018 MAR 26 20:45:59	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
75	28	28	Dayside_Nadir	OFF	UVIS_2	2018 MAR 26 19:43:55	2018 MAR 26 19:44:05	2018 MAR 26 20:45:59	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
76	28	28	Dayside_Nadir	OFF	UVIS_3	2018 MAR 26 19:43:55	2018 MAR 26 19:44:05	2018 MAR 26 20:45:59	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
77	29	29	Dayside_Nadir	LNO_L	UVIS_L	2018 MAR 26 21:32:37	2018 MAR 26 21:32:47	2018 MAR 26 22:44:39	2018 MAR 26 21:32:47	2018 MAR 26 21:42:47	-	2018 MAR 26 22:44:39	Same	Same	Same	Same	Same	Same	3712.0	4312.0	3712.0	4312.0	1	2364	2364	Science: orders #164, #169, #131, #127, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	-	
78	30	30	Dayside_Nadir	OFF	UVIS_1	2018 MAR 26 23:41:15	2018 MAR 26 23:41:25	2018 MAR 27 00:43:17	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
79	30	30	Dayside_Nadir	OFF	UVIS_2	2018 MAR 26 23:41:15	2018 MAR 26 23:41:25	2018 MAR 27 00:43:17	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
80	30	30	Dayside_Nadir	OFF	UVIS_3	2018 MAR 26 23:41:15	2018 MAR 26 23:41:25	2018 MAR 27 00:43:17	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
81	31	31	Dayside_Nadir	LNO_L	UVIS_L	2018 MAR 27 01:29:51	2018 MAR 27 01:30:01	2018 MAR 27 02:41:53	2018 MAR 27 01:30:01	2018 MAR 27 01:40:01	-	2018 MAR 27 02:41:53	Same	Same	Same	Same	Same	Same	3712.0	4312.0	3712.0	4312.0	1	1029	1029	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
82	32	32	Dayside_Nadir	OFF	UVIS_1	2018 MAR 27 03:38:27	2018 MAR 27 03:38:37	2018 MAR 27 04:40:31	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
83	32	32	Dayside_Nadir	OFF	UVIS_2	2018 MAR 27 03:38:27	2018 MAR 27 03:38:37	2018 MAR 27 04:40:31	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
84	32	32	Dayside_Nadir	OFF	UVIS_3	2018 MAR 27 03:38:27	2018 MAR 27 03:38:37	2018 MAR 27 04:40:31	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
85	33	33	Dayside_Nadir	LNO_L	UVIS_L	2018 MAR 27 05:27:07	2018 MAR 27 05:27:17	2018 MAR 27 06:39:13	2018 MAR 27 05:27:17	2018 MAR 27 05:37:17	-	2018 MAR 27 06:39:13	Same	Same	Same	Same	Same	Same	3716.0	4316.0	3716.0	4316.0	1	1837	1837	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
86	34	34	Dayside_Nadir	OFF	UVIS_1	2018 MAR 27 07:35:51	2018 MAR 27 07:36:01	2018 MAR 27 08:37:55	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
87	34	34	Dayside_Nadir	OFF	UVIS_2	2018 MAR 27 07:35:51	2018 MAR 27 07:36:01	2018 MAR 27 08:37:55	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
88	34	34	Dayside_Nadir	OFF	UVIS_3	2018 MAR 27 07:35:51	2018 MAR 27 07:36:01	2018 MAR 27 08:37:55	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
89	35	35	Dayside_Nadir	LNO_L	UVIS_L	2018 MAR 27 09:24:31	2018 MAR 27 09:24:41	2018 MAR 27 10:36:35	2018 MAR 27 09:24:41	2018 MAR 27 09:34:41	-	2018 MAR 27 10:36:35	Same	Same	Same	Same	Same	Same	3714.0	4314.0	3714.0	4314.0	1	124	124	Diffraction order stepping (fullscan): 10 orders from 180 to 190 in steps of 1 (1 order(s) per 15 second(s))	-	
90	36	36	Dayside_Nadir	OFF	UVIS_1	2018 MAR 27 11:33:09	2018 MAR 27 11:33:19	2018 MAR 27 12:35:13	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
91	36	36	Dayside_Nadir	OFF	UVIS_2	2018 MAR 27 11:33:09	2018 MAR 27 11:33:19	2018 MAR 27 12:35:13	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
92	36	36	Dayside_Nadir	OFF	UVIS_3	2018 MAR 27 11:33:09	2018 MAR 27 11:33:19	2018 MAR 27 12:35:13	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
93	37	37	Dayside_Nadir	OFF	UVIS_1	2018 MAR 27 13:31:45	2018 MAR 27 13:31:55	2018 MAR 27 14:33:47	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
94	37	37	Dayside_Nadir	OFF	UVIS_2	2018 MAR 27 13:31:45	2018 MAR 27 13:31:55	2018 MAR 27 14:33:47	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
95	37	37	Dayside_Nadir	OFF	UVIS_3	2018 MAR 27 13:31:45	2018 MAR 27 13:31:55	2018 MAR 27 14:33:47	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
96	38	38	Dayside_Nadir	OFF	UVIS_1	2018 MAR 27 15:30:21	2018 MAR 27 15:30:31	2018 MAR 27 16:32:23	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
97	38	38	Dayside_Nadir	OFF	UVIS_2	2018 MAR 27 15:30:21	2018 MAR 27 15:30:31	2018 MAR 27 16:32:23	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
98	38	38	Dayside_Nadir	OFF	UVIS_3	2018 MAR 27 15:30:21	2018 MAR 27 15:30:31	2018 MAR 27 16:32:23	-	-	-	-	Same	Same	Same	-	-	-	-	3712.0	-	3712.0	-	-	-	-	-	
99	39	39	Dayside_Nadir	OFF	UVIS_1	2018 MAR 27 17:29:01	2018 MAR 27 17:29:11	2018 MAR 27 18:31:05	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
100	39	39	Dayside_Nadir	OFF	UVIS_2	2018 MAR 27 17:29:01	2018 MAR 27 17:29:11	2018 MAR 27 18:31:05	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
101	39	39	Dayside_Nadir	OFF	UVIS_3	2018 MAR 27 17:29:01	2018 MAR 27 17:29:11	2018 MAR 27 18:31:05	-	-	-	-	Same	Same	Same	-	-	-	-	3714.0	-	3714.0	-	-	-	-	-	
102	40	40	Dayside_Nadir	OFF	UVIS_1	2018 MAR 27 19:27:41	2018 MAR 27 19:27:51	2018 MAR 27 20:29:49	-	-	-	-	Same	Same	Same	-	-	-	-	3718.0	-	3718.0	-	-	-	-	-	
103	40	40	Dayside_Nadir	OFF	UVIS_2	2018 MAR 27 19:27:41	2018 MAR 27 19:27:51	2018 MAR 27 20:29:49	-	-	-	-	Same	Same	Same	-	-	-	-	3718.0	-	3718.0	-	-	-	-	-	
104	40	40	Dayside_Nadir	OFF	UVIS_3	2018 MAR 27 19:27:41	2018 MAR 27 19:27:51	2018 MAR 27 20:29:49	-	-	-	-	Same	Same	Same	-	-	-	-	3718.0	-	3718.0	-	-	-	-	-	
