Occultation Index	Occultation Type	UTC Start Time	UTC End Time	UTC Transition Time	Duration (s)	Tangent Centre Longitude	Tangent Centre Latitude	Tangent Centre Local Time (hrs)	
273	Egress	2018 APR 05 01:38:18	2018 APR 05 01:43:36	2018 APR 05 01:39:32	318.0	157.5	36.1	5.5	
274	Ingress	2018 APR 05 02:55:18	2018 APR 05 03:00:53	2018 APR 05 02:59:37	335.0	-58.8	-66.5	16.3	
275	Egress	2018 APR 05 03:36:22	2018 APR 05 03:41:40	2018 APR 05 03:37:36	318.0	128.7	36.5	5.5	
276	Ingress	2018 APR 05 04:53:14	2018 APR 05 04:58:49	2018 APR 05 04:57:32	335.0	-87.6	-66.6	16.3	
277	Egress	2018 APR 05 05:34:22	2018 APR 05 05:39:38	2018 APR 05 05:35:36	316.0	99.9	36.8	5.5	
278	Ingress	2018 APR 05 06:51:11	2018 APR 05 06:56:45	2018 APR 05 06:55:29	334.0	-116.5	-66.7	16.3	
279	Egress	2018 APR 05 07:32:22	2018 APR 05 07:37:37	2018 APR 05 07:33:36	315.0	71.1	37.1	5.5	
280	Ingress	2018 APR 05 08:49:14	2018 APR 05 08:54:46	2018 APR 05 08:53:31	332.0	-145.1	-66.8	16.3	
281	Egress	2018 APR 05 09:30:28	2018 APR 05 09:35:42	2018 APR 05 09:31:42	314.0	42.3	37.4	5.4	
282	Ingress	2018 APR 05 10:47:18	2018 APR 05 10:52:48	2018 APR 05 10:51:33	330.0	-173.8	-66.7	16.3	
283	Egress	2018 APR 05 11:28:35	2018 APR 05 11:33:48	2018 APR 05 11:29:49	313.0	13.5	37.8	5.4	
284	Ingress	2018 APR 05 12:45:19	2018 APR 05 12:50:49	2018 APR 05 12:49:34	330.0	157.1	-67.1	16.2	
285	Egress	2018 APR 05 13:26:40	2018 APR 05 13:31:52	2018 APR 05 13:27:54	312.0	-15.4	38.1	5.4	
286	Ingress	2018 APR 05 14:43:18	2018 APR 05 14:48:48	2018 APR 05 14:47:32	330.0	128.7	-66.9	16.3	
287	Egress	2018 APR 05 15:24:43	2018 APR 05 15:29:55	2018 APR 05 15:25:57	312.0	-44.2	38.5	5.4	
288	Ingress	2018 APR 05 16:41:16	2018 APR 05 16:46:45	2018 APR 05 16:45:30	329.0	99.9	-67.0	16.2	
289	Egress	2018 APR 05 17:22:44	2018 APR 05 17:27:55	2018 APR 05 17:23:58	311.0	-73.0	38.8	5.4	
290	Ingress	2018 APR 05 18:39:15	2018 APR 05 18:44:43	2018 APR 05 18:43:28	328.0	71.0	-67.1	16.2	
291	Egress	2018 APR 05 19:20:46	2018 APR 05 19:25:55	2018 APR 05 19:21:59	309.0	-101.8	39.1	5.4	
292	Ingress	2018 APR 05 20:37:15	2018 APR 05 20:42:42	2018 APR 05 20:41:27	327.0	42.3	-67.2	16.2	
293	Egress	2018 APR 05 21:18:49	2018 APR 05 21:23:57	2018 APR 05 21:20:02	308.0	-130.6	39.4	5.4	
294	Ingress	2018 APR 05 22:35:18	2018 APR 05 22:40:43	2018 APR 05 22:39:29	325.0	13.3	-67.4	16.2	
295	Egress	2018 APR 05 23:16:55	2018 APR 05 23:22:02	2018 APR 05 23:18:08	307.0	-159.4	39.7	5.4	
296	Ingress	2018 APR 06 00:33:23	2018 APR 06 00:38:47	2018 APR 06 00:37:32	324.0	-15.4	-67.4	16.2	
297	Egress	2018 APR 06 01:15:02	2018 APR 06 01:20:09	2018 APR 06 01:16:15	307.0	171.7	40.1	5.4	
298	Ingress	2018 APR 06 02:31:25	2018 APR 06 02:36:48	2018 APR 06 02:35:34	323.0	-44.1	-67.4	16.2	
299	Egress	2018 APR 06 03:13:08	2018 APR 06 03:18:14	2018 APR 06 03:14:20	306.0	142.9	40.5	5.4	
300	Ingress	2018 APR 06 04:29:23	2018 APR 06 04:34:46	2018 APR 06 04:33:32	323.0	-73.0	-67.6	16.2	
301	Egress	2018 APR 06 05:11:09	2018 APR 06 05:16:14	2018 APR 06 05:12:21	305.0	114.1	40.8	5.4	
302	Ingress	2018 APR 06 06:27:19	2018 APR 06 06:32:41	2018 APR 06 06:31:27	322.0	-101.8	-67.7	16.2	
303	Egress	2018 APR 06 07:09:08	2018 APR 06 07:14:12	2018 APR 06 07:10:20	304.0	85.3	41.1	5.4	
304	Ingress	2018 APR 06 08:25:21	2018 APR 06 08:30:41	2018 APR 06 08:29:28	320.0	-130.5	-67.7	16.2	
305	Egress	2018 APR 06 09:07:12	2018 APR 06 09:12:16	2018 APR 06 09:08:24	304.0	56.5	41.4	5.4	
306	Ingress	2018 APR 06 10:23:25	2018 APR 06 10:28:44	2018 APR 06 10:27:30	319.0	-159.2	-67.7	16.2	
307	Egress	2018 APR 06 11:05:19	2018 APR 06 11:10:21	2018 APR 06 11:06:30	302.0	27.6	41.7	5.4	
308	Ingress	2018 APR 06 12:21:27	2018 APR 06 12:26:45	2018 APR 06 12:25:32	318.0	171.7	-68.0	16.2	
309	Egress	2018 APR 06 13:03:24	2018 APR 06 13:08:26	2018 APR 06 13:04:36	302.0	-1.2	42.0	5.4	
310	Ingress	2018 APR 06 14:19:26	2018 APR 06 14:24:44	2018 APR 06 14:23:31	318.0	143.0	-68.0	16.2	
311	Egress	2018 APR 06 15:01:27	2018 APR 06 15:06:28	2018 APR 06 15:02:39	301.0	-30.0	42.4	5.4	
312	Ingress	2018 APR 06 16:17:24	2018 APR 06 16:22:42	2018 APR 06 16:21:29	318.0	114.6	-67.9	16.2	
313	Egress	2018 APR 06 16:59:29	2018 APR 06 17:04:29	2018 APR 06 17:00:40	300.0	-58.8	42.7	5.3	
314	Ingress	2018 APR 06 18:15:22	2018 APR 06 18:20:40	2018 APR 06 18:19:27	318.0	85.7	-68.0	16.2	
315	Egress	2018 APR 06 18:57:29	2018 APR 06 19:02:28	2018 APR 06 18:58:40	299.0	-87.6	43.0	5.3	
316	Ingress	2018 APR 06 20:13:22	2018 APR 06 20:18:38	2018 APR 06 20:17:25	316.0	57.0	-68.1	16.2	
317	Egress	2018 APR 06 20:55:31	2018 APR 06 21:00:29	2018 APR 06 20:56:42	298.0	-116.4	43.2	5.3	
318	Ingress	2018 APR 06 22:11:23	2018 APR 06 22:16:38	2018 APR 06 22:15:26	315.0	28.3	-68.0	16.2	
319	Egress	2018 APR 06 22:53:35	2018 APR 06 22:58:32	2018 APR 06 22:54:46	297.0	-145.2	43.5	5.3	
320	Ingress	2018 APR 07 00:09:27	2018 APR 07 00:14:41	2018 APR 07 00:13:28	314.0	-0.7	-68.2	16.2	
321	Egress	2018 APR 07 00:51:41	2018 APR 07 00:56:38	2018 APR 07 00:52:52	297.0	-174.1	43.8	5.3	
322	Ingress	2018 APR 07 02:07:31	2018 APR 07 02:12:44	2018 APR 07 02:11:31	313.0	-29.4	-68.3	16.2	
323	Egress	2018 APR 07 02:49:47	2018 APR 07 02:54:44	2018 APR 07 02:50:58	297.0	157.1	44.2	5.3	
324	Ingress	2018 APR 07 04:05:30	2018 APR 07 04:10:43	2018 APR 07 04:09:31	313.0	-58.2	-68.4	16.2	
325	Egress	2018 APR 07 04:47:50	2018 APR 07 04:52:46	2018 APR 07 04:49:00	296.0	128.2	44.6	5.3	
326	Ingress	2018 APR 07 06:03:26	2018 APR 07 06:08:38	2018 APR 07 06:07:26	312.0	-87.1	-68.5	16.2	
327	Egress	2018 APR 07 06:45:48	2018 APR 07 06:50:43	2018 APR 07 06:46:58	295.0	99.5	44.8	5.3	
328	Ingress	2018 APR 07 08:01:24	2018 APR 07 08:06:35	2018 APR 07 08:05:24	311.0	-115.8	-68.6	16.2	
329	Egress	2018 APR 07 08:43:49	2018 APR 07 08:48:43	2018 APR 07 08:44:59	294.0	70.7	45.0	5.3	
330	Ingress	2018 APR 07 09:59:28	2018 APR 07 10:04:37	2018 APR 07 10:03:26	309.0	-144.5	-68.6	16.2	
331	Egress	2018 APR 07 10:41:54	2018 APR 07 10:46:48	2018 APR 07 10:43:04	294.0	41.9	45.3	5.3	
332	Ingress	2018 APR 07 11:57:31	2018 APR 07 12:02:39	2018 APR 07 12:01:28	308.0	-173.1	-68.6	16.2	
333	Egress	2018 APR 07 12:40:00	2018 APR 07 12:44:52	2018 APR 07 12:41:10	292.0	13.0	45.6	5.3	
334	Ingress	2018 APR 07 13:55:31	2018 APR 07 14:00:40	2018 APR 07 13:59:28	309.0	158.2	-68.6	16.2	
335	Egress	2018 APR 07 14:38:04	2018 APR 07 14:42:56	2018 APR 07 14:39:14	292.0	-15.8	45.9	5.3	
336	Ingress	2018 APR 07 15:53:30	2018 APR 07 15:58:38	2018 APR 07 15:57:27	308.0	129.4	-68.7	16.2	
337	Egress	2018 APR 07 16:36:06	2018 APR 07 16:40:57	2018 APR 07 16:37:15	291.0	-44.6	46.2	5.3	
338	Ingress	2018 APR 07 17:51:28	2018 APR 07 17:56:36	2018 APR 07 17:55:24	308.0	100.5	-68.8	16.2	
339	Egress	2018 APR 07 18:34:06	2018 APR 07 18:38:57	2018 APR 07 18:35:15	291.0	-73.4	46.5	5.3	
340	Ingress	2018 APR 07 19:49:27	2018 APR 07 19:54:33	2018 APR 07 19:53:22	306.0	71.7	-68.9	16.1	
341	Egress	2018 APR 07 20:32:06	2018 APR 07 20:36:56	2018 APR 07 20:33:16	290.0	-102.2	46.7	5.3	
342	Ingress	2018 APR 07 21:47:27	2018 APR 07 21:52:33	2018 APR 07 21:51:22	306.0	43.0	-68.9	16.2	
343	Egress	2018 APR 07 22:30:10	2018 APR 07 22:34:58	2018 APR 07 22:31:19	288.0	-131.0	47.0	5.3	
344	Ingress	2018 APR 07 23:45:20	2018 APR 07 23:50:27	2018 APR 07 23:49:16	307.0	14.7	-68.7	16.2	
345	Egress	2018 APR 08 00:28:08	2018 APR 08 00:32:56	2018 APR 08 00:29:17	288.0	-159.8	47.3	5.3	
346	Ingress	2018 APR 08 01:43:17	2018 APR 08 01:48:23	2018 APR 08 01:47:12	306.0	-14.2	-68.8	16.2	
347	Egress	2018 APR 08 02:26:07	2018 APR 08 02:30:54	2018 APR 08 02:27:16	287.0	171.3	47.6	5.2	
348	Ingress	2018 APR 08 03:41:11	2018 APR 08 03:46:17	2018 APR 08 03:45:06	306.0	-42.8	-68.9	16.2	
349	Egress	2018 APR 08 04:24:03	2018 APR 08 04:28:50	2018 APR 08 04:25:12	287.0	142.5	48.0	5.2	
350	Ingress	2018 APR 08 05:39:01	2018 APR 08 05:44:06	2018 APR 08 05:42:55	305.0	-71.5	-68.9	16.2	
351	Egress	2018 APR 08 06:21:55	2018 APR 08 06:26:42	2018 APR 08 06:23:04	287.0	113.8	48.2	5.2	
352	Ingress	2018 APR 08 07:36:49	2018 APR 08 07:41:54	2018 APR 08 07:40:44	305.0	-100.2	-68.9	16.2	
353	Egress	2018 APR 08 08:19:47	2018 APR 08 08:24:32	2018 APR 08 08:20:55	285.0	85.0	48.5	5.2	
354	Ingress	2018 APR 08 09:34:44	2018 APR 08 09:39:48	2018 APR 08 09:38:38	304.0	-129.1	-69.1	16.1	
355	Egress	2018 APR 08 10:17:43	2018 APR 08 10:22:28	2018 APR 08 10:18:52	285.0	56.2	48.7	5.2	
356	Ingress	2018 APR 08 11:32:41	2018 APR 08 11:37:43	2018 APR 08 11:36:33	302.0	-157.6	-69.0	16.2	
357	Egress	2018 APR 08 12:15:41	2018 APR 08 12:20:26	2018 APR 08 12:16:50	285.0	27.4	48.9	5.2	
358	Ingress	2018 APR 08 13:30:34	2018 APR 08 13:35:37	2018 APR 08 13:34:27	303.0	173.4	-69.2	16.1	
359	Egress	2018 APR 08 14:13:38	2018 APR 08 14:18:22	2018 APR 08 14:14:46	284.0	-1.4	49.3	5.2	
360	Ingress	2018 APR 08 15:28:26	2018 APR 08 15:33:28	2018 APR 08 15:32:18	302.0	144.8	-69.2	16.1	
361	Egress	2018 APR 08 16:11:33	2018 APR 08 16:16:16	2018 APR 08 16:12:41	283.0	-30.2	49.6	5.2	
362	Ingress	2018 APR 08 17:26:16	2018 APR 08 17:31:19	2018 APR 08 17:30:09	303.0	116.1	-69.3	16.1	
363	Egress	2018 APR 08 18:09:26	2018 APR 08 18:14:08	2018 APR 08 18:10:34	282.0	-59.0	49.8	5.2	
364	Ingress	2018 APR 08 19:24:07	2018 APR 08 19:29:08	2018 APR 08 19:27:58	301.0	87.4	-69.3	16.1	
365	Egress	2018 APR 08 20:07:18	2018 APR 08 20:12:00	2018 APR 08 20:08:25	282.0	-87.7	50.1	5.2	
366	Ingress	2018 APR 08 21:21:59	2018 APR 08 21:26:59	2018 APR 08 21:25:50	300.0	58.8	-69.3	16.1	
367	Egress	2018 APR 08 22:05:12	2018 APR 08 22:09:53	2018 APR 08 22:06:19	281.0	-116.5	50.3	5.2	
368	Ingress	2018 APR 08 23:19:53	2018 APR 08 23:24:53	2018 APR 08 23:23:43	300.0	30.0	-69.4	16.1	
369	Egress	2018 APR 09 00:03:08	2018 APR 09 00:07:48	2018 APR 09 00:04:16	280.0	-145.3	50.5	5.2	
370	Ingress	2018 APR 09 01:17:50	2018 APR 09 01:22:48	2018 APR 09 01:21:39	298.0	1.5	-69.3	16.2	
371	Egress	2018 APR 09 02:01:06	2018 APR 09 02:05:46	2018 APR 09 02:02:13	280.0	-174.1	50.8	5.2	
372	Ingress	2018 APR 09 03:15:45	2018 APR 09 03:20:43	2018 APR 09 03:19:34	298.0	-27.5	-69.5	16.1	
373	Egress	2018 APR 09 03:59:03	2018 APR 09 04:03:43	2018 APR 09 04:00:10	280.0	157.1	51.1	5.2	
374	Ingress	2018 APR 09 05:13:36	2018 APR 09 05:18:34	2018 APR 09 05:17:25	298.0	-56.2	-69.6	16.1	
375	Egress	2018 APR 09 05:56:56	2018 APR 09 06:01:36	2018 APR 09 05:58:03	280.0	128.3	51.4	5.2	
376	Ingress	2018 APR 09 07:11:24	2018 APR 09 07:16:22	2018 APR 09 07:15:13	298.0	-84.9	-69.6	16.1	
377	Egress	2018 APR 09 07:54:46	2018 APR 09 07:59:25	2018 APR 09 07:55:54	279.0	99.6	51.6	5.2	
378	Ingress	2018 APR 09 09:09:16	2018 APR 09 09:14:13	2018 APR 09 09:13:04	297.0	-113.5	-69.6	16.1	
379	Egress	2018 APR 09 09:52:40	2018 APR 09 09:57:18	2018 APR 09 09:53:47	278.0	70.8	51.8	5.1	
380	Ingress	2018 APR 09 11:07:12	2018 APR 09 11:12:08	2018 APR 09 11:10:59	296.0	-142.4	-69.8	16.1	
381	Egress	2018 APR 09 11:50:38	2018 APR 09 11:55:16	2018 APR 09 11:51:45	278.0	42.0	52.1	5.1	
382	Ingress	2018 APR 09 13:05:08	2018 APR 09 13:10:02	2018 APR 09 13:08:54	294.0	-170.9	-69.7	16.1	
383	Egress	2018 APR 09 13:48:35	2018 APR 09 13:53:12	2018 APR 09 13:49:42	277.0	13.2	52.3	5.1	
384	Ingress	2018 APR 09 15:03:00	2018 APR 09 15:07:55	2018 APR 09 15:06:46	295.0	160.5	-69.7	16.1	
385	Egress	2018 APR 09 15:46:30	2018 APR 09 15:51:07	2018 APR 09 15:47:37	277.0	-15.6	52.6	5.1	
386	Ingress	2018 APR 09 17:00:51	2018 APR 09 17:05:46	2018 APR 09 17:04:37	295.0	131.5	-69.9	16.1	
387	Egress	2018 APR 09 17:44:23	2018 APR 09 17:49:00	2018 APR 09 17:45:30	277.0	-44.4	52.9	5.1	
388	Ingress	2018 APR 09 18:58:41	2018 APR 09 19:03:36	2018 APR 09 19:02:27	295.0	102.8	-70.0	16.1	
389	Egress	2018 APR 09 19:42:15	2018 APR 09 19:46:51	2018 APR 09 19:43:22	276.0	-73.2	53.1	5.1	
390	Ingress	2018 APR 09 20:56:33	2018 APR 09 21:01:26	2018 APR 09 21:00:18	293.0	74.1	-70.0	16.1	
391	Egress	2018 APR 09 21:40:08	2018 APR 09 21:44:43	2018 APR 09 21:41:15	275.0	-101.9	53.3	5.1	
392	Ingress	2018 APR 09 22:54:26	2018 APR 09 22:59:19	2018 APR 09 22:58:11	293.0	45.6	-69.9	16.1	
393	Egress	2018 APR 09 23:38:03	2018 APR 09 23:42:38	2018 APR 09 23:39:10	275.0	-130.7	53.5	5.1	
394	Ingress	2018 APR 10 00:52:22	2018 APR 10 00:57:14	2018 APR 10 00:56:06	292.0	16.8	-70.0	16.1	
395	Egress	2018 APR 10 01:36:01	2018 APR 10 01:40:34	2018 APR 10 01:37:07	273.0	-159.5	53.8	5.1	
396	Ingress	2018 APR 10 02:50:18	2018 APR 10 02:55:10	2018 APR 10 02:54:02	292.0	-11.7	-70.0	16.1	
397	Egress	2018 APR 10 03:33:58	2018 APR 10 03:38:32	2018 APR 10 03:35:04	274.0	171.7	54.1	5.1	
398	Ingress	2018 APR 10 04:48:12	2018 APR 10 04:53:03	2018 APR 10 04:51:55	291.0	-40.7	-70.2	16.1	
399	Egress	2018 APR 10 05:31:53	2018 APR 10 05:36:27	2018 APR 10 05:32:59	274.0	142.8	54.4	5.1	
400	Ingress	2018 APR 10 06:46:00	2018 APR 10 06:50:51	2018 APR 10 06:49:43	291.0	-69.4	-70.2	16.1	
401	Egress	2018 APR 10 07:29:44	2018 APR 10 07:34:17	2018 APR 10 07:30:50	273.0	114.1	54.6	5.1	
402	Ingress	2018 APR 10 08:43:49	2018 APR 10 08:48:40	2018 APR 10 08:47:32	291.0	-97.7	-70.0	16.1	
403	Egress	2018 APR 10 09:27:35	2018 APR 10 09:32:07	2018 APR 10 09:28:41	272.0	85.3	54.8	5.1	
404	Ingress	2018 APR 10 10:41:44	2018 APR 10 10:46:34	2018 APR 10 10:45:26	290.0	-126.6	-70.2	16.1	
405	Egress	2018 APR 10 11:25:31	2018 APR 10 11:30:03	2018 APR 10 11:26:37	272.0	56.6	55.0	5.1	
406	Ingress	2018 APR 10 12:39:40	2018 APR 10 12:44:29	2018 APR 10 12:43:21	289.0	-155.5	-70.3	16.1	
407	Egress	2018 APR 10 13:23:28	2018 APR 10 13:28:00	2018 APR 10 13:24:34	272.0	27.8	55.2	5.1	
408	Ingress	2018 APR 10 14:37:33	2018 APR 10 14:42:22	2018 APR 10 14:41:15	289.0	176.0	-70.3	16.1	
409	Egress	2018 APR 10 15:21:24	2018 APR 10 15:25:55	2018 APR 10 15:22:30	271.0	-1.1	55.5	5.0	
410	Ingress	2018 APR 10 16:35:25	2018 APR 10 16:40:14	2018 APR 10 16:39:06	289.0	147.3	-70.3	16.1	
411	Egress	2018 APR 10 17:19:17	2018 APR 10 17:23:48	2018 APR 10 17:20:23	271.0	-29.9	55.7	5.0	
412	Ingress	2018 APR 10 18:33:15	2018 APR 10 18:38:04	2018 APR 10 18:36:56	289.0	118.6	-70.3	16.1	
413	Egress	2018 APR 10 19:17:09	2018 APR 10 19:21:40	2018 APR 10 19:18:15	271.0	-58.7	56.0	5.0	
414	Ingress	2018 APR 10 20:31:05	2018 APR 10 20:35:53	2018 APR 10 20:34:46	288.0	89.9	-70.4	16.1	
415	Egress	2018 APR 10 21:15:01	2018 APR 10 21:19:31	2018 APR 10 21:16:06	270.0	-87.4	56.2	5.0	
416	Ingress	2018 APR 10 22:28:58	2018 APR 10 22:33:45	2018 APR 10 22:32:38	287.0	61.4	-70.3	16.1	
417	Egress	2018 APR 10 23:12:54	2018 APR 10 23:17:24	2018 APR 10 23:14:00	270.0	-116.2	56.4	5.0	
418	Ingress	2018 APR 11 00:26:52	2018 APR 11 00:31:39	2018 APR 11 00:30:32	287.0	32.6	-70.4	16.1	
419	Egress	2018 APR 11 01:10:50	2018 APR 11 01:15:19	2018 APR 11 01:11:56	269.0	-145.0	56.6	5.0	
420	Ingress	2018 APR 11 02:24:48	2018 APR 11 02:29:34	2018 APR 11 02:28:27	286.0	3.8	-70.5	16.1	
421	Egress	2018 APR 11 03:08:47	2018 APR 11 03:13:16	2018 APR 11 03:09:53	269.0	-173.8	56.8	5.0	
422	Ingress	2018 APR 11 04:22:43	2018 APR 11 04:27:29	2018 APR 11 04:26:21	286.0	-24.9	-70.5	16.1	
423	Egress	2018 APR 11 05:06:43	2018 APR 11 05:11:11	2018 APR 11 05:07:48	268.0	157.4	57.1	5.0	
424	Ingress	2018 APR 11 06:20:33	2018 APR 11 06:25:19	2018 APR 11 06:24:12	286.0	-53.6	-70.6	16.1	
425	Egress	2018 APR 11 07:04:35	2018 APR 11 07:09:03	2018 APR 11 07:05:40	268.0	128.6	57.4	5.0	
426	Ingress	2018 APR 11 08:18:21	2018 APR 11 08:23:07	2018 APR 11 08:22:00	286.0	-82.2	-70.6	16.1	
427	Egress	2018 APR 11 09:02:25	2018 APR 11 09:06:52	2018 APR 11 09:03:30	267.0	99.8	57.6	5.0	
428	Ingress	2018 APR 11 10:16:14	2018 APR 11 10:20:59	2018 APR 11 10:19:52	285.0	-110.8	-70.6	16.1	
429	Egress	2018 APR 11 11:00:19	2018 APR 11 11:04:46	2018 APR 11 11:01:24	267.0	71.1	57.7	5.0	
430	Ingress	2018 APR 11 12:14:10	2018 APR 11 12:18:54	2018 APR 11 12:17:47	284.0	-139.6	-70.7	16.1	
431	Egress	2018 APR 11 12:58:16	2018 APR 11 13:02:43	2018 APR 11 12:59:21	267.0	42.3	57.9	5.0	
432	Ingress	2018 APR 11 14:12:05	2018 APR 11 14:16:48	2018 APR 11 14:15:42	283.0	-168.2	-70.6	16.1	
433	Egress	2018 APR 11 14:56:12	2018 APR 11 15:00:39	2018 APR 11 14:57:17	267.0	13.4	58.2	5.0	
434	Ingress	2018 APR 11 16:09:57	2018 APR 11 16:14:41	2018 APR 11 16:13:34	284.0	163.2	-70.6	16.1	
435	Egress	2018 APR 11 16:54:06	2018 APR 11 16:58:32	2018 APR 11 16:55:11	266.0	-15.4	58.4	5.0	
436	Ingress	2018 APR 11 18:07:47	2018 APR 11 18:12:31	2018 APR 11 18:11:24	284.0	134.3	-70.8	16.1	
437	Egress	2018 APR 11 18:51:59	2018 APR 11 18:56:24	2018 APR 11 18:53:03	265.0	-44.2	58.7	5.0	
438	Ingress	2018 APR 11 20:05:37	2018 APR 11 20:10:21	2018 APR 11 20:09:14	284.0	105.5	-70.9	16.1	
439	Egress	2018 APR 11 20:49:50	2018 APR 11 20:54:15	2018 APR 11 20:50:55	265.0	-73.0	58.9	4.9	
440	Ingress	2018 APR 11 22:03:29	2018 APR 11 22:08:12	2018 APR 11 22:07:05	283.0	77.0	-70.8	16.1	
441	Egress	2018 APR 11 22:47:42	2018 APR 11 22:52:07	2018 APR 11 22:48:47	265.0	-101.7	59.0	4.9	
442	Ingress	2018 APR 12 00:01:23	2018 APR 12 00:06:05	2018 APR 12 00:04:58	282.0	48.5	-70.8	16.1	
443	Egress	2018 APR 12 00:45:37	2018 APR 12 00:50:01	2018 APR 12 00:46:42	264.0	-130.5	59.2	4.9	
444	Ingress	2018 APR 12 01:59:18	2018 APR 12 02:04:00	2018 APR 12 02:02:54	282.0	19.7	-70.8	16.1	
445	Egress	2018 APR 12 02:43:34	2018 APR 12 02:47:58	2018 APR 12 02:44:38	264.0	-159.3	59.5	4.9	
446	Ingress	2018 APR 12 03:57:14	2018 APR 12 04:01:56	2018 APR 12 04:00:49	282.0	-8.9	-70.8	16.1	
447	Egress	2018 APR 12 04:41:30	2018 APR 12 04:45:54	2018 APR 12 04:42:35	264.0	171.8	59.7	4.9	
448	Ingress	2018 APR 12 05:55:07	2018 APR 12 05:59:48	2018 APR 12 05:58:42	281.0	-37.8	-71.0	16.1	
449	Egress	2018 APR 12 06:39:24	2018 APR 12 06:43:48	2018 APR 12 06:40:28	264.0	143.0	60.0	4.9	
450	Ingress	2018 APR 12 07:52:55	2018 APR 12 07:57:36	2018 APR 12 07:56:30	281.0	-66.3	-70.9	16.1	
451	Egress	2018 APR 12 08:37:13	2018 APR 12 08:41:37	2018 APR 12 08:38:18	264.0	114.2	60.2	4.9	
452	Ingress	2018 APR 12 09:50:44	2018 APR 12 09:55:25	2018 APR 12 09:54:19	281.0	-94.8	-70.9	16.1	
453	Egress	2018 APR 12 10:35:04	2018 APR 12 10:39:27	2018 APR 12 10:36:09	263.0	85.5	60.3	4.9	
454	Ingress	2018 APR 12 11:48:40	2018 APR 12 11:53:20	2018 APR 12 11:52:14	280.0	-123.6	-71.0	16.1	
455	Egress	2018 APR 12 12:33:00	2018 APR 12 12:37:23	2018 APR 12 12:34:05	263.0	56.7	60.5	4.9	
456	Ingress	2018 APR 12 13:46:35	2018 APR 12 13:51:15	2018 APR 12 13:50:09	280.0	-152.2	-70.9	16.1	
457	Egress	2018 APR 12 14:30:57	2018 APR 12 14:35:19	2018 APR 12 14:32:01	262.0	27.9	60.7	4.9	
458	Ingress	2018 APR 12 15:44:28	2018 APR 12 15:49:08	2018 APR 12 15:48:02	280.0	179.0	-71.0	16.1	
459	Egress	2018 APR 12 16:28:52	2018 APR 12 16:33:14	2018 APR 12 16:29:56	262.0	-0.9	61.0	4.9	
460	Ingress	2018 APR 12 17:42:19	2018 APR 12 17:46:59	2018 APR 12 17:45:53	280.0	150.3	-71.1	16.1	
461	Egress	2018 APR 12 18:26:44	2018 APR 12 18:31:06	2018 APR 12 18:27:49	262.0	-29.8	61.2	4.9	
462	Ingress	2018 APR 12 19:40:09	2018 APR 12 19:44:49	2018 APR 12 19:43:43	280.0	121.6	-71.1	16.1	
463	Egress	2018 APR 12 20:24:36	2018 APR 12 20:28:58	2018 APR 12 20:25:40	262.0	-58.6	61.4	4.9	
464	Ingress	2018 APR 12 21:38:00	2018 APR 12 21:42:39	2018 APR 12 21:41:33	279.0	93.0	-71.1	16.1	
465	Egress	2018 APR 12 22:22:27	2018 APR 12 22:26:49	2018 APR 12 22:23:31	262.0	-87.3	61.6	4.9	
466	Ingress	2018 APR 12 23:35:53	2018 APR 12 23:40:31	2018 APR 12 23:39:25	278.0	64.5	-71.1	16.1	
467	Egress	2018 APR 13 00:20:21	2018 APR 13 00:24:42	2018 APR 13 00:21:25	261.0	-116.1	61.7	4.8	
468	Ingress	2018 APR 13 01:33:48	2018 APR 13 01:38:26	2018 APR 13 01:37:20	278.0	35.7	-71.1	16.1	
469	Egress	2018 APR 13 02:18:16	2018 APR 13 02:22:37	2018 APR 13 02:19:20	261.0	-144.9	61.9	4.8	
470	Ingress	2018 APR 13 03:31:44	2018 APR 13 03:36:22	2018 APR 13 03:35:16	278.0	7.2	-71.1	16.1	
471	Egress	2018 APR 13 04:16:13	2018 APR 13 04:20:33	2018 APR 13 04:17:17	260.0	-173.8	62.2	4.8	
472	Ingress	2018 APR 13 05:29:38	2018 APR 13 05:34:15	2018 APR 13 05:33:10	277.0	-21.7	-71.2	16.1	
473	Egress	2018 APR 13 06:14:08	2018 APR 13 06:18:28	2018 APR 13 06:15:11	260.0	157.4	62.4	4.8	
474	Ingress	2018 APR 13 07:27:28	2018 APR 13 07:32:05	2018 APR 13 07:31:00	277.0	-50.4	-71.3	16.1	
475	Egress	2018 APR 13 08:11:59	2018 APR 13 08:16:19	2018 APR 13 08:13:02	260.0	128.6	62.6	4.8	
476	Ingress	2018 APR 13 09:25:16	2018 APR 13 09:29:54	2018 APR 13 09:28:48	278.0	-79.0	-71.3	16.1	
477	Egress	2018 APR 13 10:09:49	2018 APR 13 10:14:08	2018 APR 13 10:10:52	259.0	99.8	62.8	4.8	
478	Ingress	2018 APR 13 11:23:11	2018 APR 13 11:27:47	2018 APR 13 11:26:42	276.0	-107.5	-71.2	16.1	
479	Egress	2018 APR 13 12:07:43	2018 APR 13 12:12:03	2018 APR 13 12:08:47	260.0	71.1	62.9	4.8	
480	Ingress	2018 APR 13 13:21:07	2018 APR 13 13:25:42	2018 APR 13 13:24:37	275.0	-136.3	-71.3	16.1	
481	Egress	2018 APR 13 14:05:40	2018 APR 13 14:09:59	2018 APR 13 14:06:43	259.0	42.2	63.1	4.8	
