Orbit Index	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
144	2018 NOV 15 07:53:24	2018 NOV 15 08:22:45	2018 NOV 15 08:52:07	3522.7	129.9	158.0	-64.5	56.3	-27.9	-56.3	12.7	11.1	4	-		3x COP rows 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
145	2018 NOV 15 08:52:07	2018 NOV 15 09:21:43	2018 NOV 15 09:51:19	3552.3	-64.5	-36.0	101.1	-56.3	29.1	56.3	167.2	23.1	4	-	-	-		
145	2018 NOV 15 09:51:19	2018 NOV 15 10:20:39	2018 NOV 15 10:50:00	3520.4	101.1	129.1	-93.3	56.3	-28.0	-56.2	13.0	11.1	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
146	2018 NOV 15 10:50:00	2018 NOV 15 11:19:36	2018 NOV 15 11:49:12	3552.1	-93.3	-64.9	72.3	-56.2	29.3	56.2	166.9	23.1	1	-	-	-		
146	2018 NOV 15 11:49:12	2018 NOV 15 12:18:31	2018 NOV 15 12:47:51	3519.0	72.3	100.1	-122.1	56.2	-28.0	-56.2	13.2	11.1	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
147	2018 NOV 15 12:47:51	2018 NOV 15 13:17:26	2018 NOV 15 13:47:01	3550.7	-122.1	-93.8	43.4	-56.2	29.4	56.1	166.6	23.1	4	-	-	-		
147	2018 NOV 15 13:47:01	2018 NOV 15 14:16:21	2018 NOV 15 14:45:40	3519.0	43.4	71.3	-150.9	56.1	-28.2	-56.1	13.4	11.1	4	-		3x COP rows 165: NADIR: Horizontal Bin (57:240;0:1047), Tint = 13000 ms,20 bit,Rhythm = 14964 ms, Binning=7		
148	2018 NOV 15 14:45:40	2018 NOV 15 15:15:16	2018 NOV 15 15:44:52	3551.8	-150.9	-122.7	14.5	-56.1	29.4	56.0	166.4	23.1	1	-	-	-		
148	2018 NOV 15 15:44:52	2018 NOV 15 16:14:12	2018 NOV 15 16:43:32	3520.1	14.5	42.4	-179.8	56.0	-28.3	-56.0	13.7	11.0	1	-		COP row -1: UVIS off		
149	2018 NOV 15 16:43:32	2018 NOV 15 17:13:09	2018 NOV 15 17:42:46	3553.9	-179.8	-151.6	-14.4	-56.0	29.5	55.9	166.2	23.1	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
149	2018 NOV 15 17:42:46	2018 NOV 15 18:12:07	2018 NOV 15 18:41:27	3521.3	-14.4	13.5	151.2	55.9	-28.4	-55.8	13.9	11.0	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
150	2018 NOV 15 18:41:27	2018 NOV 15 19:11:04	2018 NOV 15 19:40:41	3553.9	151.2	179.5	-43.3	-55.8	29.7	55.8	165.9	23.1	1	-	-	-		
150	2018 NOV 15 19:40:41	2018 NOV 15 20:10:02	2018 NOV 15 20:39:24	3522.4	-43.3	-15.5	122.3	55.8	-28.4	-55.7	14.1	11.0	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
151	2018 NOV 15 20:39:24	2018 NOV 15 21:09:00	2018 NOV 15 21:38:36	3552.1	122.3	150.5	-72.1	-55.7	29.8	55.7	165.7	23.0	4	-	-	-		
151	2018 NOV 15 21:38:36	2018 NOV 15 22:07:57	2018 NOV 15 22:37:18	3522.7	-72.1	-44.5	93.5	55.7	-28.6	-55.7	14.4	11.0	4	-		3x COP rows 167: NADIR: Horizontal Bin (57:240;0:1047), Tint = 16000 ms,20 bit,Rhythm = 17964 ms, Binning=7		
152	2018 NOV 15 22:37:18	2018 NOV 15 23:06:53	2018 NOV 15 23:36:28	3549.9	93.5	121.6	-100.9	-55.7	29.9	55.6	165.4	23.0	1	-	-	-		
152	2018 NOV 15 23:36:28	2018 NOV 16 00:05:49	2018 NOV 16 00:35:10	3521.4	-100.9	-73.4	64.7	55.6	-28.7	-55.6	14.7	11.0	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
153	2018 NOV 16 00:35:10	2018 NOV 16 01:04:44	2018 NOV 16 01:34:19	3549.2	64.7	92.6	-129.7	-55.6	30.0	55.6	165.2	23.0	4	-	-	-		
153	2018 NOV 16 01:34:19	2018 NOV 16 02:03:39	2018 NOV 16 02:32:59	3519.8	-129.7	-102.3	35.9	55.6	-28.8	-55.5	14.9	11.0	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
154	2018 NOV 16 02:32:59	2018 NOV 16 03:02:34	2018 NOV 16 03:32:09	3550.7	35.9	63.8	-158.6	-55.5	30.1	55.5	164.9	23.0	1	-	-	-		
154	2018 NOV 16 03:32:09	2018 NOV 16 04:01:30	2018 NOV 16 04:30:51	3521.4	-158.6	-131.2	7.0	55.5	-28.9	-55.4	15.1	10.9	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
155	2018 NOV 16 04:30:51	2018 NOV 16 05:00:27	2018 NOV 16 05:30:03	3552.1	7.0	34.9	172.4	-55.4	30.2	55.3	164.7	23.0	4	-	-	-		
155	2018 NOV 16 05:30:03	2018 NOV 16 05:59:25	2018 NOV 16 06:28:46	3523.1	172.4	-160.1	-21.9	55.3	-29.0	-55.3	15.4	10.9	4	-		3x COP rows 165: NADIR: Horizontal Bin (57:240;0:1047), Tint = 13000 ms,20 bit,Rhythm = 14964 ms, Binning=7		
156	2018 NOV 16 06:28:46	2018 NOV 16 06:58:22	2018 NOV 16 07:27:59	3552.4	-21.9	6.0	143.5	-55.3	30.3	55.2	164.5	23.0	1	-	-	-		
156	2018 NOV 16 07:27:59	2018 NOV 16 07:57:20	2018 NOV 16 08:26:41	3522.8	143.5	171.0	-50.8	55.2	-29.1	-55.2	15.6	10.9	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
157	2018 NOV 16 08:26:41	2018 NOV 16 08:56:18	2018 NOV 16 09:25:54	3552.9	-50.8	-23.0	114.7	-55.2	30.4	55.1	164.2	22.9	4	-	-	-		
157	2018 NOV 16 09:25:54	2018 NOV 16 09:55:15	2018 NOV 16 10:24:35	3520.8	114.7	142.0	-79.7	55.1	-29.2	-55.1	15.9	10.9	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
158	2018 NOV 16 10:24:35	2018 NOV 16 10:54:12	2018 NOV 16 11:23:48	3552.9	-79.7	-52.0	85.9	-55.1	30.5	55.0	164.0	22.9	1	-	-	-		
158	2018 NOV 16 11:23:48	2018 NOV 16 11:53:07	2018 NOV 16 12:22:27	3519.0	85.9	113.1	-108.5	55.0	-29.3	-55.0	16.1	10.9	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
159	2018 NOV 16 12:22:27	2018 NOV 16 12:52:03	2018 NOV 16 13:21:39	3552.0	-108.5	-80.9	57.1	-55.0	30.6	55.0	163.7	22.9	4	-	-	-		
159	2018 NOV 16 13:21:39	2018 NOV 16 13:50:58	2018 NOV 16 14:20:17	3518.2	57.1	84.2	-137.3	55.0	-29.4	-54.9	16.4	10.9	4	-		3x COP rows 167: NADIR: Horizontal Bin (57:240;0:1047), Tint = 16000 ms,20 bit,Rhythm = 17964 ms, Binning=7	&daysideMatch:NILI FOSSAE; 	
160	2018 NOV 16 14:20:17	2018 NOV 16 14:49:53	2018 NOV 16 15:19:29	3551.5	-137.3	-109.8	28.2	-54.9	30.7	54.8	163.5	22.9	1	-	-	-		
160	2018 NOV 16 15:19:29	2018 NOV 16 15:48:48	2018 NOV 16 16:18:08	3519.4	28.2	55.3	-166.2	54.8	-29.6	-54.8	16.6	10.8	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
161	2018 NOV 16 16:18:08	2018 NOV 16 16:47:45	2018 NOV 16 17:17:22	3553.7	-166.2	-138.7	-0.7	-54.8	30.8	54.7	163.3	22.9	4	-	-	-		
161	2018 NOV 16 17:17:22	2018 NOV 16 17:46:42	2018 NOV 16 18:16:03	3520.7	-0.7	26.4	164.9	54.7	-29.7	-54.6	16.8	10.8	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
162	2018 NOV 16 18:16:03	2018 NOV 16 18:45:40	2018 NOV 16 19:15:17	3554.7	164.9	-167.6	-29.6	-54.6	31.0	54.6	163.0	22.9	1	-	-	-		
162	2018 NOV 16 19:15:17	2018 NOV 16 19:44:38	2018 NOV 16 20:13:59	3521.8	-29.6	-2.5	136.0	54.6	-29.8	-54.5	17.1	10.8	1	Surface 3SUBD 01	Science: orders #168, #190, #191, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
163	2018 NOV 16 20:13:59	2018 NOV 16 20:43:36	2018 NOV 16 21:13:13	3553.6	136.0	163.5	-58.5	-54.5	31.1	54.5	162.8	22.8	4	-	-	-		
163	2018 NOV 16 21:13:13	2018 NOV 16 21:42:34	2018 NOV 16 22:11:55	3522.7	-58.5	-31.5	107.1	54.5	-29.9	-54.4	17.3	10.8	4	-		3x COP rows 165: NADIR: Horizontal Bin (57:240;0:1047), Tint = 13000 ms,20 bit,Rhythm = 14964 ms, Binning=7		
164	2018 NOV 16 22:11:55	2018 NOV 16 22:41:31	2018 NOV 16 23:11:07	3551.3	107.1	134.6	-87.3	-54.4	31.2	54.4	162.5	22.8	4	-	-	-		
164	2018 NOV 16 23:11:07	2018 NOV 16 23:40:28	2018 NOV 17 00:09:49	3522.0	-87.3	-60.4	78.3	54.4	-30.0	-54.4	17.6	10.8	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
165	2018 NOV 17 00:09:49	2018 NOV 17 00:39:24	2018 NOV 17 01:08:59	3549.9	78.3	105.6	-116.1	-54.4	31.3	54.3	162.3	22.8	1	-	-	-		
165	2018 NOV 17 01:08:59	2018 NOV 17 01:38:19	2018 NOV 17 02:07:39	3520.0	-116.1	-89.3	49.5	54.3	-30.1	-54.3	17.8	10.8	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
166	2018 NOV 17 02:07:39	2018 NOV 17 02:37:14	2018 NOV 17 03:06:49	3550.6	49.5	76.7	-145.0	-54.3	31.4	54.2	162.0	22.8	1	-	-	-		
166	2018 NOV 17 03:06:49	2018 NOV 17 03:36:09	2018 NOV 17 04:05:29	3519.7	-145.0	-118.2	20.6	54.2	-30.2	-54.1	18.1	10.7	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
167	2018 NOV 17 04:05:29	2018 NOV 17 04:35:05	2018 NOV 17 05:04:41	3552.5	20.6	47.8	-173.9	-54.1	31.6	54.1	161.8	22.8	4	-	-	-		
167	2018 NOV 17 05:04:41	2018 NOV 17 05:34:02	2018 NOV 17 06:03:23	3522.1	-173.9	-147.1	-8.3	54.1	-30.4	-54.0	18.3	10.7	4	-		3x COP rows 167: NADIR: Horizontal Bin (57:240;0:1047), Tint = 16000 ms,20 bit,Rhythm = 17964 ms, Binning=7		
168	2018 NOV 17 06:03:23	2018 NOV 17 06:33:00	2018 NOV 17 07:02:36	3553.0	-8.3	18.9	157.2	-54.0	31.6	53.9	161.6	22.8	1	-	-	-		
168	2018 NOV 17 07:02:36	2018 NOV 17 07:31:58	2018 NOV 17 08:01:19	3522.7	157.2	-176.0	-37.2	53.9	-30.5	-53.9	18.5	10.7	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
169	2018 NOV 17 08:01:19	2018 NOV 17 08:30:56	2018 NOV 17 09:00:32	3553.4	-37.2	-10.0	128.3	-53.9	31.7	53.8	161.3	22.7	4	-	-	-		
169	2018 NOV 17 09:00:32	2018 NOV 17 09:29:53	2018 NOV 17 09:59:14	3521.2	128.3	155.0	-66.0	53.8	-30.6	-53.8	18.8	10.7	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
170	2018 NOV 17 09:59:14	2018 NOV 17 10:28:51	2018 NOV 17 10:58:27	3553.8	-66.0	-39.0	99.5	-53.8	31.9	53.7	161.1	22.7	3	-	-	-		
170	2018 NOV 17 10:58:27	2018 NOV 17 11:27:47	2018 NOV 17 11:57:06	3518.9	99.5	126.1	-94.9	53.7	-30.7	-53.7	19.0	10.7	3	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
171	2018 NOV 17 11:57:06	2018 NOV 17 12:26:43	2018 NOV 17 12:56:20	3553.4	-94.9	-67.9	70.7	-53.7	32.0	53.7	160.8	22.7	1	-	-	-		
171	2018 NOV 17 12:56:20	2018 NOV 17 13:25:39	2018 NOV 17 13:54:57	3517.5	70.7	97.2	-123.7	53.7	-30.8	-53.6	19.3	10.7	1	-		COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7	&PossibleOCM; 	
172	2018 NOV 17 13:54:57	2018 NOV 17 14:24:33	2018 NOV 17 14:54:09	3552.1	-123.7	-96.8	41.9	-53.6	32.1	53.6	160.6	22.7	4	-	-	-		
172	2018 NOV 17 14:54:09	2018 NOV 17 15:23:28	2018 NOV 17 15:52:47	3518.0	41.9	68.3	-152.5	53.6	-31.0	-53.5	19.5	10.7	4	-		3x COP rows -1: UVIS off	&PossibleOCM; 	
173	2018 NOV 17 15:52:47	2018 NOV 17 16:22:24	2018 NOV 17 16:52:01	3553.5	-152.5	-125.7	13.0	-53.5	32.2	53.4	160.4	22.7	4	-	-	-		
173	2018 NOV 17 16:52:01	2018 NOV 17 17:21:21	2018 NOV 17 17:50:40	3519.2	13.0	39.4	178.6	53.4	-31.1	-53.3	19.7	10.6	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
174	2018 NOV 17 17:50:40	2018 NOV 17 18:20:18	2018 NOV 17 18:49:56	3555.5	178.6	-154.6	-16.0	-53.3	32.4	53.3	160.1	22.7	1	-	-	-		
174	2018 NOV 17 18:49:56	2018 NOV 17 19:19:16	2018 NOV 17 19:48:36	3520.3	-16.0	10.5	149.7	53.3	-31.2	-53.2	19.9	10.6	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MERIDIANI SULPHATES; 	
175	2018 NOV 17 19:48:36	2018 NOV 17 20:18:14	2018 NOV 17 20:47:51	3555.3	149.7	176.5	-44.8	-53.2	32.5	53.1	159.9	22.6	4	-	-	-		
175	2018 NOV 17 20:47:51	2018 NOV 17 21:17:12	2018 NOV 17 21:46:33	3521.3	-44.8	-18.5	120.8	53.1	-31.3	-53.1	20.2	10.6	4	-		3x COP rows 165: NADIR: Horizontal Bin (57:240;0:1047), Tint = 13000 ms,20 bit,Rhythm = 14964 ms, Binning=7	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
176	2018 NOV 17 21:46:33	2018 NOV 17 22:16:09	2018 NOV 17 22:45:46	3553.3	120.8	147.6	-73.7	-53.1	32.6	53.0	159.7	22.6	1	-	-	-		
176	2018 NOV 17 22:45:46	2018 NOV 17 23:15:07	2018 NOV 17 23:44:27	3521.4	-73.7	-47.4	92.0	53.0	-31.5	-53.0	20.5	10.6	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
177	2018 NOV 17 23:44:27	2018 NOV 18 00:14:03	2018 NOV 18 00:43:38	3551.2	92.0	118.6	-102.5	-53.0	32.7	53.0	159.4	22.6	4	-	-	-		
177	2018 NOV 18 00:43:38	2018 NOV 18 01:12:58	2018 NOV 18 01:42:18	3519.9	-102.5	-76.3	63.2	53.0	-31.6	-52.9	20.7	10.6	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
178	2018 NOV 18 01:42:18	2018 NOV 18 02:11:54	2018 NOV 18 02:41:29	3550.9	63.2	89.7	-131.3	-52.9	32.9	52.9	159.1	22.6	1	-	-	-		
178	2018 NOV 18 02:41:29	2018 NOV 18 03:10:49	2018 NOV 18 03:40:08	3518.7	-131.3	-105.2	34.3	52.9	-31.7	-52.8	20.9	10.6	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
179	2018 NOV 18 03:40:08	2018 NOV 18 04:09:44	2018 NOV 18 04:39:20	3552.5	34.3	60.9	-160.2	-52.8	33.0	52.7	158.9	22.6	4	-	-	-		
179	2018 NOV 18 04:39:20	2018 NOV 18 05:08:41	2018 NOV 18 05:38:01	3520.8	-160.2	-134.1	5.4	52.7	-31.8	-52.6	21.1	10.5	4	-		3x COP rows 167: NADIR: Horizontal Bin (57:240;0:1047), Tint = 16000 ms,20 bit,Rhythm = 17964 ms, Binning=7		
180	2018 NOV 18 05:38:01	2018 NOV 18 06:07:38	2018 NOV 18 06:37:15	3553.6	5.4	32.0	170.9	-52.6	33.1	52.6	158.7	22.6	4	-	-	-		
180	2018 NOV 18 06:37:15	2018 NOV 18 07:06:36	2018 NOV 18 07:35:57	3522.2	170.9	-163.0	-23.5	52.6	-32.0	-52.5	21.4	10.5	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
181	2018 NOV 18 07:35:57	2018 NOV 18 08:05:34	2018 NOV 18 08:35:11	3553.9	-23.5	3.1	142.0	-52.5	33.2	52.4	158.5	22.6	1	-	-	-		
181	2018 NOV 18 08:35:11	2018 NOV 18 09:04:32	2018 NOV 18 09:33:52	3521.6	142.0	168.1	-52.4	52.4	-32.1	-52.4	21.6	10.5	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
182	2018 NOV 18 09:33:52	2018 NOV 18 10:03:30	2018 NOV 18 10:33:07	3554.3	-52.4	-25.9	113.1	-52.4	33.4	52.3	158.2	22.5	1	-	-	-		
182	2018 NOV 18 10:33:07	2018 NOV 18 11:02:26	2018 NOV 18 11:31:46	3519.4	113.1	139.1	-81.2	52.3	-32.3	-52.3	21.9	10.5	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:CURIOSITY; &daysideMatch:INSIGHT; 	
183	2018 NOV 18 11:31:46	2018 NOV 18 12:01:23	2018 NOV 18 12:31:00	3554.3	-81.2	-54.8	84.3	-52.3	33.5	52.2	158.0	22.5	4	-	-	-		
183	2018 NOV 18 12:31:00	2018 NOV 18 13:00:19	2018 NOV 18 13:29:38	3517.6	84.3	110.2	-110.0	52.2	-32.4	-52.2	22.1	10.5	4	-		3x COP rows 165: NADIR: Horizontal Bin (57:240;0:1047), Tint = 13000 ms,20 bit,Rhythm = 14964 ms, Binning=7		
184	2018 NOV 18 13:29:38	2018 NOV 18 13:59:15	2018 NOV 18 14:28:51	3553.1	-110.0	-83.7	55.5	-52.2	33.6	52.1	157.7	22.5	1	-	-	-		
184	2018 NOV 18 14:28:51	2018 NOV 18 14:58:10	2018 NOV 18 15:27:28	3517.2	55.5	81.3	-138.8	52.1	-32.5	-52.1	22.4	10.5	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
185	2018 NOV 18 15:27:28	2018 NOV 18 15:57:05	2018 NOV 18 16:26:42	3553.3	-138.8	-112.6	26.6	-52.1	33.7	52.0	157.5	22.5	4	-	-	-		
185	2018 NOV 18 16:26:42	2018 NOV 18 16:56:01	2018 NOV 18 17:25:20	3518.5	26.6	52.5	-167.7	52.0	-32.7	-51.9	22.6	10.4	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
186	2018 NOV 18 17:25:20	2018 NOV 18 17:54:58	2018 NOV 18 18:24:36	3555.6	-167.7	-141.5	-2.3	-51.9	33.9	51.8	157.3	22.5	4	-	-	-		
186	2018 NOV 18 18:24:36	2018 NOV 18 18:53:56	2018 NOV 18 19:23:16	3519.7	-2.3	23.6	163.3	51.8	-32.8	-51.8	22.8	10.4	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
187	2018 NOV 18 19:23:16	2018 NOV 18 19:52:54	2018 NOV 18 20:22:32	3556.3	163.3	-170.4	-31.2	-51.8	34.0	51.7	157.1	22.5	1	-	-	-		
187	2018 NOV 18 20:22:32	2018 NOV 18 20:51:52	2018 NOV 18 21:21:12	3520.7	-31.2	-5.4	134.5	51.7	-32.9	-51.6	23.0	10.4	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 162: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7500 ms,20 bit,Rhythm = 10494 ms, Binning=7	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
188	2018 NOV 18 21:21:12	2018 NOV 18 21:50:50	2018 NOV 18 22:20:27	3554.9	134.5	160.7	-60.0	-51.6	34.2	51.6	156.8	22.4	1	-	-	-		
188	2018 NOV 18 22:20:27	2018 NOV 18 22:49:48	2018 NOV 18 23:19:09	3521.3	-60.0	-34.3	105.6	51.6	-33.0	-51.5	23.3	10.4	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
189	2018 NOV 18 23:19:09	2018 NOV 18 23:48:45	2018 NOV 19 00:18:21	3552.6	105.6	131.8	-88.9	-51.5	34.3	51.5	156.6	22.4	4	-	-	-		
189	2018 NOV 19 00:18:21	2018 NOV 19 00:47:42	2018 NOV 19 01:17:02	3520.5	-88.9	-63.2	76.8	51.5	-33.2	-51.4	23.5	10.4	4	-		3x COP rows 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
190	2018 NOV 19 01:17:02	2018 NOV 19 01:46:38	2018 NOV 19 02:16:13	3551.4	76.8	102.8	-117.7	-51.4	34.4	51.4	156.3	22.4	1	-	-	-		
190	2018 NOV 19 02:16:13	2018 NOV 19 02:45:32	2018 NOV 19 03:14:52	3518.4	-117.7	-92.2	48.0	51.4	-33.3	-51.3	23.8	10.4	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 189: NADIR: Horizontal Bin (57:240;0:777), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
191	2018 NOV 19 03:14:52	2018 NOV 19 03:44:28	2018 NOV 19 04:14:04	3552.6	48.0	73.9	-146.5	-51.3	34.6	51.2	156.1	22.4	4	-	-	-		
191	2018 NOV 19 04:14:04	2018 NOV 19 04:43:23	2018 NOV 19 05:12:43	3518.6	-146.5	-121.0	19.1	51.2	-33.4	-51.1	24.0	10.4	4	-		3x COP rows 167: NADIR: Horizontal Bin (57:240;0:1047), Tint = 16000 ms,20 bit,Rhythm = 17964 ms, Binning=7		
192	2018 NOV 19 05:12:43	2018 NOV 19 05:42:20	2018 NOV 19 06:11:57	3554.6	19.1	45.1	-175.4	-51.1	34.7	51.1	155.9	22.4	4	-	-	-		
192	2018 NOV 19 06:11:57	2018 NOV 19 06:41:18	2018 NOV 19 07:10:38	3520.8	-175.4	-149.9	-9.8	51.1	-33.6	-51.0	24.2	10.3	4	-		3x COP rows 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
193	2018 NOV 19 07:10:38	2018 NOV 19 07:40:16	2018 NOV 19 08:09:53	3555.0	-9.8	16.2	155.7	-51.0	34.8	50.9	155.7	22.4	1	-	-	-		
