Obs Index	Obs Type Index	Orbit No	Obs Type	IR Status	UVIS Status	TC Start Time	UVIS Start Time	UVIS End Time	IR Precooling Time	IR Start Time	 IR Transition Time	IR End Time	New TC Start Time	New UVIS Start Time	New UVIS End Time	New IR Precooling Time	New IR Start Time	New IR End Time	IR Duration	UVIS Duration	New IR duration	New UVIS Duration	TC20 FIXED	TC20 SCI1	TC20 SCI2	SCI1 description	SCI2 description	
10	4	4	Dayside_Nadir	OFF	UVIS_1	2018 DEC 01 22:49:41	2018 DEC 01 22:49:51	2018 DEC 01 23:52:21	-	-	-	-	Same	Same	2018 DEC 01 23:48:03	-	-	-	-	3750.0	-	3492.0	-	-	-	-	-	
11	4	4	Dayside_Nadir	OFF	UVIS_2	2018 DEC 01 22:49:41	2018 DEC 01 22:49:51	2018 DEC 01 23:52:21	-	-	-	-	Same	Same	2018 DEC 01 23:48:03	-	-	-	-	3750.0	-	3492.0	-	-	-	-	-	
12	4	4	Dayside_Nadir	OFF	UVIS_3	2018 DEC 01 22:49:41	2018 DEC 01 22:49:51	2018 DEC 01 23:52:21	-	-	-	-	Same	Same	2018 DEC 01 23:48:03	-	-	-	-	3750.0	-	3492.0	-	-	-	-	-	
13	10	5	Ingress	SO_O	UVIS_O	2018 DEC 01 23:48:08	2018 DEC 01 23:58:18	2018 DEC 02 00:05:44	2018 DEC 01 23:48:18	2018 DEC 01 23:58:18	2018 DEC 02 00:04:05	2018 DEC 02 00:05:44	Same	Same	Same	Same	Same	Same	446.0	446.0	446.0	446.0	1	1446	1446	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
14	11	5	Egress	SO_O	UVIS_O	2018 DEC 02 00:23:56	2018 DEC 02 00:34:06	2018 DEC 02 00:41:27	2018 DEC 02 00:24:06	2018 DEC 02 00:34:06	2018 DEC 02 00:35:44	2018 DEC 02 00:41:27	Same	Same	Same	Same	Same	Same	441.0	441.0	441.0	441.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
15	5	5	Dayside_Nadir	LNO_M	UVIS_L	2018 DEC 02 00:47:43	2018 DEC 02 00:47:53	2018 DEC 02 01:50:23	2018 DEC 02 00:47:53	2018 DEC 02 00:57:53	-	2018 DEC 02 01:37:53	Same	Same	Same	2018 DEC 02 00:51:31	2018 DEC 02 01:01:31	2018 DEC 02 01:36:44	2400.0	3750.0	2113.0	3750.0	1	1860	1860	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
16	6	6	Dayside_Nadir	OFF	UVIS_1	2018 DEC 02 02:45:45	2018 DEC 02 02:45:55	2018 DEC 02 03:48:25	-	-	-	-	Same	Same	Same	-	-	-	-	3750.0	-	3750.0	-	-	-	-	-	
17	6	6	Dayside_Nadir	OFF	UVIS_2	2018 DEC 02 02:45:45	2018 DEC 02 02:45:55	2018 DEC 02 03:48:25	-	-	-	-	Same	Same	Same	-	-	-	-	3750.0	-	3750.0	-	-	-	-	-	
18	6	6	Dayside_Nadir	OFF	UVIS_3	2018 DEC 02 02:45:45	2018 DEC 02 02:45:55	2018 DEC 02 03:48:25	-	-	-	-	Same	Same	Same	-	-	-	-	3750.0	-	3750.0	-	-	-	-	-	
19	7	7	Dayside_Nadir	LNO_L	UVIS_L	2018 DEC 02 04:33:45	2018 DEC 02 04:33:55	2018 DEC 02 05:46:25	2018 DEC 02 04:33:55	2018 DEC 02 04:43:55	-	2018 DEC 02 05:46:25	Same	Same	2018 DEC 02 05:42:04	Same	Same	2018 DEC 02 05:42:04	3750.0	4350.0	3489.0	4089.0	1	1107	1107	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
20	16	8	Ingress	SO_O	UVIS_O	2018 DEC 02 05:42:09	2018 DEC 02 05:52:19	2018 DEC 02 05:59:50	2018 DEC 02 05:42:19	2018 DEC 02 05:52:19	2018 DEC 02 05:58:10	2018 DEC 02 05:59:50	Same	Same	Same	Same	Same	Same	451.0	451.0	451.0	451.0	1	1459	1458	Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
21	17	8	Egress	SO_O	UVIS_O	2018 DEC 02 06:17:50	2018 DEC 02 06:28:00	2018 DEC 02 06:35:24	2018 DEC 02 06:18:00	2018 DEC 02 06:28:00	2018 DEC 02 06:29:39	2018 DEC 02 06:35:24	Same	Same	Same	Same	Same	Same	444.0	444.0	444.0	444.0	1	3951	3951	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
22	8	8	Dayside_Nadir	LNO_M	UVIS_L	2018 DEC 02 06:41:43	2018 DEC 02 06:41:53	2018 DEC 02 07:44:21	2018 DEC 02 06:41:53	2018 DEC 02 06:51:53	-	2018 DEC 02 07:31:53	Same	Same	Same	2018 DEC 02 06:45:34	2018 DEC 02 06:55:34	2018 DEC 02 07:30:39	2400.0	3748.0	2105.0	3748.0	1	1837	1837	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
23	9	9	Dayside_Nadir	OFF	UVIS_1	2018 DEC 02 08:39:39	2018 DEC 02 08:39:49	2018 DEC 02 09:42:15	-	-	-	-	Same	Same	2018 DEC 02 09:38:00	-	-	-	-	3746.0	-	3491.0	-	-	-	-	-	
24	9	9	Dayside_Nadir	OFF	UVIS_2	2018 DEC 02 08:39:39	2018 DEC 02 08:39:49	2018 DEC 02 09:42:15	-	-	-	-	Same	Same	2018 DEC 02 09:38:00	-	-	-	-	3746.0	-	3491.0	-	-	-	-	-	
25	9	9	Dayside_Nadir	OFF	UVIS_3	2018 DEC 02 08:39:39	2018 DEC 02 08:39:49	2018 DEC 02 09:42:15	-	-	-	-	Same	Same	2018 DEC 02 09:38:00	-	-	-	-	3746.0	-	3491.0	-	-	-	-	-	
26	20	10	Ingress	SO_O	UVIS_O	2018 DEC 02 09:38:05	2018 DEC 02 09:48:15	2018 DEC 02 09:55:47	2018 DEC 02 09:38:15	2018 DEC 02 09:48:15	2018 DEC 02 09:54:06	2018 DEC 02 09:55:47	Same	Same	Same	Same	Same	Same	452.0	452.0	452.0	452.0	1	1466	1466	Science: orders #133, #133, #133, #133, #133, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
27	21	10	Egress	SO_O	UVIS_O	2018 DEC 02 10:13:39	2018 DEC 02 10:23:49	2018 DEC 02 10:31:16	2018 DEC 02 10:13:49	2018 DEC 02 10:23:49	2018 DEC 02 10:25:29	2018 DEC 02 10:31:16	Same	Same	Same	Same	Same	Same	447.0	447.0	447.0	447.0	1	1410	1410	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
28	10	10	Dayside_Nadir	LNO_M	UVIS_L	2018 DEC 02 10:37:35	2018 DEC 02 10:37:45	2018 DEC 02 11:40:15	2018 DEC 02 10:37:45	2018 DEC 02 10:47:45	-	2018 DEC 02 11:27:45	Same	Same	Same	2018 DEC 02 10:41:29	2018 DEC 02 10:51:29	2018 DEC 02 11:26:30	2400.0	3750.0	2101.0	3750.0	1	1033	1033	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
29	11	11	Dayside_Nadir	OFF	UVIS_1	2018 DEC 02 12:35:35	2018 DEC 02 12:35:45	2018 DEC 02 13:38:17	-	-	-	-	Same	Same	Same	-	-	-	-	3752.0	-	3752.0	-	-	-	-	-	
30	11	11	Dayside_Nadir	OFF	UVIS_2	2018 DEC 02 12:35:35	2018 DEC 02 12:35:45	2018 DEC 02 13:38:17	-	-	-	-	Same	Same	Same	-	-	-	-	3752.0	-	3752.0	-	-	-	-	-	
31	11	11	Dayside_Nadir	OFF	UVIS_3	2018 DEC 02 12:35:35	2018 DEC 02 12:35:45	2018 DEC 02 13:38:17	-	-	-	-	Same	Same	Same	-	-	-	-	3752.0	-	3752.0	-	-	-	-	-	
32	12	12	Dayside_Nadir	LNO_L	UVIS_L	2018 DEC 02 14:23:37	2018 DEC 02 14:23:47	2018 DEC 02 15:36:19	2018 DEC 02 14:23:47	2018 DEC 02 14:33:47	-	2018 DEC 02 15:36:19	Same	Same	Same	Same	Same	Same	3752.0	4352.0	3752.0	4352.0	1	2639	2639	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	-	
33	13	13	Dayside_Nadir	OFF	UVIS_1	2018 DEC 02 16:31:37	2018 DEC 02 16:31:47	2018 DEC 02 17:34:17	-	-	-	-	Same	Same	2018 DEC 02 17:30:09	-	-	-	-	3750.0	-	3502.0	-	-	-	-	-	
34	13	13	Dayside_Nadir	OFF	UVIS_2	2018 DEC 02 16:31:37	2018 DEC 02 16:31:47	2018 DEC 02 17:34:17	-	-	-	-	Same	Same	2018 DEC 02 17:30:09	-	-	-	-	3750.0	-	3502.0	-	-	-	-	-	
35	13	13	Dayside_Nadir	OFF	UVIS_3	2018 DEC 02 16:31:37	2018 DEC 02 16:31:47	2018 DEC 02 17:34:17	-	-	-	-	Same	Same	2018 DEC 02 17:30:09	-	-	-	-	3750.0	-	3502.0	-	-	-	-	-	
36	28	14	Ingress	SO_O	UVIS_O	2018 DEC 02 17:30:14	2018 DEC 02 17:40:24	2018 DEC 02 17:47:58	2018 DEC 02 17:30:24	2018 DEC 02 17:40:24	2018 DEC 02 17:46:17	2018 DEC 02 17:47:58	Same	Same	Same	Same	Same	Same	454.0	454.0	454.0	454.0	1	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
37	29	14	Egress	SO_O	UVIS_O	2018 DEC 02 18:05:38	2018 DEC 02 18:15:48	2018 DEC 02 18:23:20	2018 DEC 02 18:05:48	2018 DEC 02 18:15:48	2018 DEC 02 18:17:29	2018 DEC 02 18:23:20	Same	Same	Same	Same	Same	Same	452.0	452.0	452.0	452.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
38	14	14	Dayside_Nadir	LNO_M	UVIS_L	2018 DEC 02 18:29:37	2018 DEC 02 18:29:47	2018 DEC 02 19:32:15	2018 DEC 02 18:29:47	2018 DEC 02 18:39:47	-	2018 DEC 02 19:19:47	Same	Same	Same	2018 DEC 02 18:33:34	2018 DEC 02 18:43:34	2018 DEC 02 19:18:28	2400.0	3748.0	2094.0	3748.0	1	1107	1107	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
39	15	15	Dayside_Nadir	OFF	UVIS_1	2018 DEC 02 20:27:33	2018 DEC 02 20:27:43	2018 DEC 02 21:30:11	-	-	-	-	Same	Same	2018 DEC 02 21:26:04	-	-	-	-	3748.0	-	3501.0	-	-	-	-	-	
40	15	15	Dayside_Nadir	OFF	UVIS_2	2018 DEC 02 20:27:33	2018 DEC 02 20:27:43	2018 DEC 02 21:30:11	-	-	-	-	Same	Same	2018 DEC 02 21:26:04	-	-	-	-	3748.0	-	3501.0	-	-	-	-	-	
41	15	15	Dayside_Nadir	OFF	UVIS_3	2018 DEC 02 20:27:33	2018 DEC 02 20:27:43	2018 DEC 02 21:30:11	-	-	-	-	Same	Same	2018 DEC 02 21:26:04	-	-	-	-	3748.0	-	3501.0	-	-	-	-	-	
42	32	16	Ingress	SO_O	UVIS_O	2018 DEC 02 21:26:09	2018 DEC 02 21:36:19	2018 DEC 02 21:43:54	2018 DEC 02 21:26:19	2018 DEC 02 21:36:19	2018 DEC 02 21:42:13	2018 DEC 02 21:43:54	Same	Same	Same	Same	Same	Same	455.0	455.0	455.0	455.0	1	1427	1427	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
43	33	16	Egress	SO_O	UVIS_O	2018 DEC 02 22:01:30	2018 DEC 02 22:11:40	2018 DEC 02 22:19:13	2018 DEC 02 22:01:40	2018 DEC 02 22:11:40	2018 DEC 02 22:13:21	2018 DEC 02 22:19:13	Same	Same	Same	Same	Same	Same	453.0	453.0	453.0	453.0	1	1215	1215	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
44	16	16	Dayside_Nadir	LNO_M	UVIS_L	2018 DEC 02 22:25:29	2018 DEC 02 22:25:39	2018 DEC 02 23:28:09	2018 DEC 02 22:25:39	2018 DEC 02 22:35:39	-	2018 DEC 02 23:15:39	Same	Same	2018 DEC 02 23:24:04	2018 DEC 02 22:29:28	2018 DEC 02 22:39:28	2018 DEC 02 23:14:20	2400.0	3750.0	2092.0	3505.0	1	1033	1033	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
45	34	17	Ingress	SO_O	UVIS_O	2018 DEC 02 23:24:09	2018 DEC 02 23:34:19	2018 DEC 02 23:41:54	2018 DEC 02 23:24:19	2018 DEC 02 23:34:19	2018 DEC 02 23:40:13	2018 DEC 02 23:41:54	Same	Same	Same	Same	Same	Same	455.0	455.0	455.0	455.0	1	1175	1175	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
46	35	17	Egress	SO_O	UVIS_O	2018 DEC 02 23:59:29	2018 DEC 03 00:09:39	2018 DEC 03 00:17:11	2018 DEC 02 23:59:39	2018 DEC 03 00:09:39	2018 DEC 03 00:11:20	2018 DEC 03 00:17:11	Same	Same	Same	Same	Same	Same	452.0	452.0	452.0	452.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
47	17	17	Dayside_Nadir	LNO_M	UVIS_L	2018 DEC 03 00:23:29	2018 DEC 03 00:23:39	2018 DEC 03 01:26:09	2018 DEC 03 00:23:39	2018 DEC 03 00:33:39	-	2018 DEC 03 01:13:39	Same	Same	Same	2018 DEC 03 00:27:27	2018 DEC 03 00:37:27	2018 DEC 03 01:12:20	2400.0	3750.0	2093.0	3750.0	1	1090	1090	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
48	18	18	Dayside_Nadir	OFF	UVIS_1	2018 DEC 03 02:21:31	2018 DEC 03 02:21:41	2018 DEC 03 03:24:11	-	-	-	-	Same	Same	Same	-	-	-	-	3750.0	-	3750.0	-	-	-	-	-	
49	18	18	Dayside_Nadir	OFF	UVIS_2	2018 DEC 03 02:21:31	2018 DEC 03 02:21:41	2018 DEC 03 03:24:11	-	-	-	-	Same	Same	Same	-	-	-	-	3750.0	-	3750.0	-	-	-	-	-	
50	18	18	Dayside_Nadir	OFF	UVIS_3	2018 DEC 03 02:21:31	2018 DEC 03 02:21:41	2018 DEC 03 03:24:11	-	-	-	-	Same	Same	Same	-	-	-	-	3750.0	-	3750.0	-	-	-	-	-	
51	19	19	Dayside_Nadir	LNO_L	UVIS_L	2018 DEC 03 04:09:33	2018 DEC 03 04:09:43	2018 DEC 03 05:22:13	2018 DEC 03 04:09:43	2018 DEC 03 04:19:43	-	2018 DEC 03 05:22:13	Same	Same	Same	Same	Same	Same	3750.0	4350.0	3750.0	4350.0	1	1029	1029	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
52	20	20	Dayside_Nadir	OFF	UVIS_1	2018 DEC 03 06:17:31	2018 DEC 03 06:17:41	2018 DEC 03 07:20:11	-	-	-	-	Same	Same	2018 DEC 03 07:16:06	-	-	-	-	3750.0	-	3505.0	-	-	-	-	-	
53	20	20	Dayside_Nadir	OFF	UVIS_2	2018 DEC 03 06:17:31	2018 DEC 03 06:17:41	2018 DEC 03 07:20:11	-	-	-	-	Same	Same	2018 DEC 03 07:16:06	-	-	-	-	3750.0	-	3505.0	-	-	-	-	-	
54	20	20	Dayside_Nadir	OFF	UVIS_3	2018 DEC 03 06:17:31	2018 DEC 03 06:17:41	2018 DEC 03 07:20:11	-	-	-	-	Same	Same	2018 DEC 03 07:16:06	-	-	-	-	3750.0	-	3505.0	-	-	-	-	-	
55	42	21	Ingress	SO_O	UVIS_O	2018 DEC 03 07:16:11	2018 DEC 03 07:26:21	2018 DEC 03 07:34:01	2018 DEC 03 07:16:21	2018 DEC 03 07:26:21	2018 DEC 03 07:32:18	2018 DEC 03 07:34:01	Same	Same	Same	Same	Same	Same	460.0	460.0	460.0	460.0	1	1457	1456	Science: orders #168, #134, #189, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #189, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
56	43	21	Egress	SO_O	UVIS_O	2018 DEC 03 07:51:24	2018 DEC 03 08:01:34	2018 DEC 03 08:09:09	2018 DEC 03 07:51:34	2018 DEC 03 08:01:34	2018 DEC 03 08:03:16	2018 DEC 03 08:09:09	Same	Same	Same	Same	Same	Same	455.0	455.0	455.0	455.0	1	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
57	21	21	Dayside_Nadir	LNO_M	UVIS_L	2018 DEC 03 08:15:29	2018 DEC 03 08:15:39	2018 DEC 03 09:18:07	2018 DEC 03 08:15:39	2018 DEC 03 08:25:39	-	2018 DEC 03 09:05:39	Same	Same	Same	2018 DEC 03 08:19:30	2018 DEC 03 08:29:30	2018 DEC 03 09:04:15	2400.0	3748.0	2085.0	3748.0	1	1090	1090	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
58	22	22	Dayside_Nadir	OFF	UVIS_1	2018 DEC 03 10:13:25	2018 DEC 03 10:13:35	2018 DEC 03 11:16:03	-	-	-	-	Same	Same	2018 DEC 03 11:12:03	-	-	-	-	3748.0	-	3508.0	-	-	-	-	-	
59	22	22	Dayside_Nadir	OFF	UVIS_2	2018 DEC 03 10:13:25	2018 DEC 03 10:13:35	2018 DEC 03 11:16:03	-	-	-	-	Same	Same	2018 DEC 03 11:12:03	-	-	-	-	3748.0	-	3508.0	-	-	-	-	-	
60	22	22	Dayside_Nadir	OFF	UVIS_3	2018 DEC 03 10:13:25	2018 DEC 03 10:13:35	2018 DEC 03 11:16:03	-	-	-	-	Same	Same	2018 DEC 03 11:12:03	-	-	-	-	3748.0	-	3508.0	-	-	-	-	-	
61	46	23	Ingress	SO_O	UVIS_O	2018 DEC 03 11:12:08	2018 DEC 03 11:22:18	2018 DEC 03 11:29:58	2018 DEC 03 11:12:18	2018 DEC 03 11:22:18	2018 DEC 03 11:28:15	2018 DEC 03 11:29:58	Same	Same	Same	Same	Same	Same	460.0	460.0	460.0	460.0	1	3951	3951	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
62	47	23	Egress	SO_O	UVIS_O	2018 DEC 03 11:47:17	2018 DEC 03 11:57:27	2018 DEC 03 12:05:04	2018 DEC 03 11:47:27	2018 DEC 03 11:57:27	2018 DEC 03 11:59:09	2018 DEC 03 12:05:04	Same	Same	Same	Same	Same	Same	457.0	457.0	457.0	457.0	1	1458	1459	Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
63	23	23	Dayside_Nadir	LNO_M	UVIS_L	2018 DEC 03 12:11:23	2018 DEC 03 12:11:33	2018 DEC 03 13:14:05	2018 DEC 03 12:11:33	2018 DEC 03 12:21:33	-	2018 DEC 03 13:01:33	Same	Same	Same	2018 DEC 03 12:15:27	2018 DEC 03 12:25:27	2018 DEC 03 13:00:10	2400.0	3752.0	2083.0	3752.0	1	1779	1779	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
64	24	24	Dayside_Nadir	OFF	UVIS_NI	2018 DEC 03 14:09:25	2018 DEC 03 14:09:35	2018 DEC 03 15:12:07	-	-	-	-	Same	Same	Same	-	-	-	-	3752.0	-	3752.0	-	-	-	-	-	
65	25	25	Dayside_Nadir	OFF	UVIS_NI	2018 DEC 03 16:07:27	2018 DEC 03 16:07:37	2018 DEC 03 17:10:07	-	-	-	-	Same	Same	2018 DEC 03 17:06:12	-	-	-	-	3750.0	-	3515.0	-	-	-	-	-	
66	52	26	Ingress	SO_O	UVIS_O	2018 DEC 03 17:06:17	2018 DEC 03 17:16:27	2018 DEC 03 17:24:07	2018 DEC 03 17:06:27	2018 DEC 03 17:16:27	2018 DEC 03 17:22:24	2018 DEC 03 17:24:07	Same	Same	Same	Same	Same	Same	460.0	460.0	460.0	460.0	1	1455	1454	Science: orders #168, #136, #189, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	Science: orders #168, #136, #189, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	
67	53	26	Egress	SO_O	UVIS_O	2018 DEC 03 17:41:21	2018 DEC 03 17:51:31	2018 DEC 03 17:59:10	2018 DEC 03 17:41:31	2018 DEC 03 17:51:31	2018 DEC 03 17:53:13	2018 DEC 03 17:59:10	Same	Same	Same	Same	Same	Same	459.0	459.0	459.0	459.0	1	1467	1467	Science: orders #134, #134, #134, #134, #134, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	-	
68	26	26	Dayside_Nadir	LNO_M	UVIS_L	2018 DEC 03 18:05:27	2018 DEC 03 18:05:37	2018 DEC 03 19:08:05	2018 DEC 03 18:05:37	2018 DEC 03 18:15:37	-	2018 DEC 03 18:55:37	Same	Same	Same	2018 DEC 03 18:09:30	2018 DEC 03 18:19:30	2018 DEC 03 18:54:11	2400.0	3748.0	2081.0	3748.0	1	1860	1860	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
