Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
LANDER_Spirit                                        ,3,1,212,2023 MAY 02 22:15:21,2023 MAY 02 22:16:15,-15.3166,173.4845,-12.6687,173.9867,36.3464,33.6859,36.9359,34.3191,0.96895,1.0641,12.1519,12.1997
LANDER_Spirit                                        ,4,1,299,2023 MAY 10 01:12:52,2023 MAY 10 01:14:08,-16.4217,175.7627,-12.6689,176.4675,43.0844,39.3066,43.0247,39.2,0.1008,0.13342,10.7189,10.7864
LANDER_Opportunity                                   ,1,1,69,2023 APR 21 05:18:35,2023 APR 21 05:19:51,-3.8018,-6.2379,-0.048744,-5.6021,41.8031,40.5981,46.2412,45.1002,4.7673,4.7379,14.6869,14.75
LANDER_Opportunity                                   ,2,3,156,2023 APR 28 08:16:31,2023 APR 28 08:16:50,-3.8022,-3.6965,-2.8719,-3.526,27.8218,27.0824,31.0956,30.4948,4.3393,4.4521,13.2811,13.2975
LANDER_Opportunity                                   ,3,3,181,2023 APR 30 09:24:36,2023 APR 30 09:25:24,-2.417,-7.5176,-0.048745,-7.1159,27.8266,26.1461,26.7002,24.8989,2.0111,2.0092,12.8558,12.8956
LANDER_Opportunity                                   ,4,3,268,2023 MAY 07 12:22:02,2023 MAY 07 12:23:18,-3.8018,-5.3632,-0.048746,-4.7249,27.0193,23.1647,27.09,23.1884,3.8872,3.8819,11.4139,11.4769
LANDER_Opportunity                                   ,5,1,293,2023 MAY 09 13:30:56,2023 MAY 09 13:31:00,-0.26154,-7.5176,-0.048747,-7.4816,26.9291,26.7218,25.8065,25.5927,2.2348,2.2343,11.1122,11.1158
Gale Creater Extended SOC                            ,1,3,64,2023 APR 20 19:28:08,2023 APR 20 19:29:24,-6.4412,137.0372,-2.6883,137.6814,50.92,49.7374,47.3608,46.0726,3.9844,3.9742,14.6592,14.7225
Gale Creater Extended SOC                            ,2,1,176,2023 APR 29 23:33:44,2023 APR 29 23:35:00,-6.4413,136.5616,-2.6883,137.2068,30.9777,28.0705,30.4446,27.4936,0.83383,0.81044,12.8747,12.9383
Gale Creater Extended SOC                            ,3,3,263,2023 MAY 07 02:31:38,2023 MAY 07 02:32:54,-6.4412,138.7464,-2.6883,139.3912,29.5054,25.671,29.4795,25.568,4.6414,4.6306,11.4428,11.5064
Gale Creater Extended SOC                            ,4,1,288,2023 MAY 09 03:39:35,2023 MAY 09 03:40:34,-5.598,135.4499,-2.6883,135.9393,30.0453,27.0496,30.9884,28.0344,5.1348,5.2142,11.0494,11.0981
LANDER_Insight                                       ,1,1,2,2023 APR 15 17:41:36,2023 APR 15 17:42:16,4.4241,133.6311,6.4036,133.9395,55.8189,55.8937,58.7085,58.4844,2.9248,2.614,15.8897,15.9211
LANDER_Insight                                       ,2,1,89,2023 APR 22 20:38:54,2023 APR 22 20:40:10,2.6505,136.0022,6.4037,136.6251,36.5687,35.8214,40.0916,39.2198,3.7239,3.5105,14.4636,14.5258
LANDER_Insight                                       ,3,3,201,2023 MAY 02 00:44:30,2023 MAY 02 00:45:46,2.6504,135.1307,6.4038,135.7615,19.2138,16.165,20.8979,18.0783,3.1124,2.9793,12.6522,12.715
LANDER_Insight                                       ,4,1,288,2023 MAY 09 03:42:22,2023 MAY 09 03:43:38,2.6505,136.8434,6.4038,137.4809,21.5781,17.7361,22.6569,18.9394,5.1962,5.1848,11.1875,11.2506
LANDER_Insight                                       ,5,1,313,2023 MAY 11 04:50:05,2023 MAY 11 04:51:21,2.6505,134.2942,6.4038,134.9322,27.6059,24.2909,25.8046,22.3346,2.8629,2.8061,10.8406,10.9036
Lander_Mars2020 Jezero Crater                        ,1,1,4,2023 APR 15 21:41:36,2023 APR 15 21:42:52,16.9974,77.1242,20.752,77.8499,62.1435,62.3669,56.9456,57.1652,5.215,5.2041,16.0164,16.0856
Lander_Mars2020 Jezero Crater                        ,2,3,116,2023 APR 25 01:47:12,2023 APR 25 01:48:28,16.9974,76.3774,20.752,77.1047,36.2366,36.6495,31.572,31.9878,4.6754,4.6661,14.2156,14.2847
Lander_Mars2020 Jezero Crater                        ,3,3,203,2023 MAY 02 04:45:07,2023 MAY 02 04:45:47,16.9973,79.1458,18.9773,79.52,15.3286,15.3854,12.3634,12.276,3.0839,3.134,12.8239,12.8597
Lander_Mars2020 Jezero Crater                        ,4,1,228,2023 MAY 04 05:52:51,2023 MAY 04 05:54:08,16.9971,76.5636,20.7522,77.3172,4.3111,3.5528,7.9922,7.6511,4.209,4.1837,12.4753,12.5461
Lander_Mars2020 Jezero Crater                        ,5,3,315,2023 MAY 11 08:50:43,2023 MAY 11 08:51:59,16.9973,78.5883,20.7521,79.327,14.0081,11.9047,14.574,12.6032,0.85971,0.87377,11.0306,11.1006
Lander_Mars2020 Jezero Crater                        ,6,1,340,2023 MAY 13 09:58:31,2023 MAY 13 09:59:42,17.2387,75.5295,20.7521,76.2294,21.3178,19.6798,19.6511,17.9348,1.7855,1.7767,10.6506,10.7167
Lander_Tianwen1_Utopia_Planitia                      ,1,3,3,2023 APR 15 19:45:54,2023 APR 15 19:47:11,23.2118,108.1751,26.9692,109.0948,56.0823,56.1483,58.4485,59.011,2.3919,2.9097,16.2094,16.2917
Lander_Tianwen1_Utopia_Planitia                      ,2,3,90,2023 APR 22 22:43:46,2023 APR 22 22:45:02,23.2128,109.9565,26.9685,110.7808,42.7893,43.678,38.3248,39.2646,4.4761,4.4696,14.7531,14.8286
Lander_Tianwen1_Utopia_Planitia                      ,3,1,202,2023 MAY 02 02:49:23,2023 MAY 02 02:50:40,23.2125,109.7027,26.9686,110.5462,13.6133,15.5092,13.8004,15.6535,0.23374,0.2118,12.9833,13.0603
Lander_Tianwen1_Utopia_Planitia                      ,4,1,289,2023 MAY 09 05:47:16,2023 MAY 09 05:47:16,23.2125,111.9206,23.2325,111.925,3.4952,3.4921,6.3611,6.3599,2.9406,2.9397,11.5525,11.5528
Lander_Tianwen1_Utopia_Planitia                      ,5,1,314,2023 MAY 11 06:54:59,2023 MAY 11 06:56:16,23.2126,109.2678,26.9686,110.1069,14.5528,14.1653,11.1518,11.0842,3.4014,3.2327,11.1983,11.2753
Nili Fossae IAPS                                     ,1,3,54,2023 APR 19 23:58:46,2023 APR 19 23:59:22,22.1466,72.2426,23.9024,72.6221,44.4748,44.7863,46.9523,47.2426,2.5149,2.5054,15.3675,15.4025
Nili Fossae IAPS                                     ,2,1,253,2023 MAY 06 07:02:14,2023 MAY 06 07:02:50,22.1469,73.1582,23.9022,73.5244,6.1952,6.8675,1.5165,3.0428,4.8816,4.8778,12.0983,12.1322
Mawrth Vallis-Aram Chaos IAPS                        ,1,1,82,2023 APR 22 06:57:08,2023 APR 22 06:57:44,13.1472,-19.4039,14.902,-19.0738,35.0242,35.0324,40.2868,40.2843,5.2651,5.2521,14.7708,14.8025
Mawrth Vallis-Aram Chaos IAPS                        ,2,3,194,2023 MAY 01 11:02:43,2023 MAY 01 11:03:16,13.2541,-20.991,14.9018,-20.6878,17.0405,16.6698,15.2028,14.7448,2.0447,2.044,12.9117,12.9411
Mawrth Vallis-Aram Chaos IAPS                        ,3,1,306,2023 MAY 10 15:08:29,2023 MAY 10 15:08:53,13.6923,-20.9911,14.9019,-20.7697,18.324,17.4647,14.576,13.6231,4.5951,4.5311,11.1586,11.18
Meridiani IAPS                                       ,1,3,19,2023 APR 17 03:04:11,2023 APR 17 03:04:46,-0.85191,0.54043,0.9013,0.83781,55.6032,55.292,55.4594,55.1397,0.28393,0.27239,15.5075,15.5369
Meridiani IAPS                                       ,2,1,131,2023 APR 26 07:09:48,2023 APR 26 07:10:23,-0.85207,-0.19361,0.90141,0.1076,32.3941,31.5453,33.0326,32.2092,0.64035,0.66623,13.7072,13.7369
Olympus Mons Caldera IAPS                            ,1,1,173,2023 APR 29 17:47:38,2023 APR 29 17:47:59,17.4544,-132.2525,18.5607,-132,22.3582,21.8585,19.2341,19.3215,11.62,12.1849,13.3389,13.3614
Olympus Mons Caldera IAPS                            ,2,3,285,2023 MAY 08 21:53:36,2023 MAY 08 21:54:12,17.4471,-133.5353,19.202,-133.1961,6.3456,4.6589,8.231,6.9928,3.6248,3.6238,11.5042,11.5364
Mawrth Vallis ExoMars2020 Candidate Landing Site IAPS,1,1,82,2023 APR 22 07:00:02,2023 APR 22 07:00:38,21.6463,-17.7146,23.4026,-17.3307,35.7769,36.1511,40.9195,41.2493,5.2013,5.1886,14.9306,14.9658
Mawrth Vallis ExoMars2020 Candidate Landing Site IAPS,2,3,194,2023 MAY 01 11:06:09,2023 MAY 01 11:06:10,23.3588,-18.9893,23.4025,-18.9797,17.3085,17.3223,15.4402,15.4567,1.9195,1.918,13.1011,13.1019
