Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	8	Egress	2020 MAR 22 05:58:50	2020 MAR 22 05:59:30	2020 MAR 22 06:02:47	237.00	-157.74	-162.23	-174.54	-82.79	-81.90	-77.49	8.03	1	-	-	-		
N/A	9	Ingress	2020 MAR 22 07:13:43	2020 MAR 22 07:16:43	2020 MAR 22 07:17:21	218.00	-22.98	-24.98	-25.38	62.14	57.76	56.76	18.44	1	-	-	-		
NOMAD	9	Egress	2020 MAR 22 07:56:44	2020 MAR 22 07:57:24	2020 MAR 22 08:00:41	237.00	173.69	169.12	156.69	-82.85	-81.95	-77.50	8.04	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	10	Ingress	2020 MAR 22 09:11:42	2020 MAR 22 09:14:43	2020 MAR 22 09:15:21	219.00	-51.79	-53.80	-54.19	61.94	57.49	56.48	18.43	14	-	-	-		
N/A	10	Egress	2020 MAR 22 09:54:42	2020 MAR 22 09:55:22	2020 MAR 22 09:58:40	238.00	145.16	140.50	127.87	-82.91	-82.00	-77.49	8.04	14	-	-	-		
N/A	11	Ingress	2020 MAR 22 11:09:43	2020 MAR 22 11:12:44	2020 MAR 22 11:13:22	219.00	-80.60	-82.59	-82.99	61.76	57.27	56.25	18.43	1	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
NOMAD	11	Egress	2020 MAR 22 11:52:39	2020 MAR 22 11:53:19	2020 MAR 22 11:56:38	239.00	116.95	112.13	99.15	-83.03	-82.12	-77.54	8.07	1	Nominal Science 1xCO2 LA06	Science: orders #190, #169, #148, #134, #121, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
ACS	12	Ingress	2020 MAR 22 13:07:40	2020 MAR 22 13:10:42	2020 MAR 22 13:11:20	220.00	-109.37	-111.37	-111.77	61.66	57.09	56.07	18.42	14	-	-	-		
N/A	12	Egress	2020 MAR 22 13:50:35	2020 MAR 22 13:51:15	2020 MAR 22 13:54:35	240.00	88.98	83.94	70.51	-83.18	-82.27	-77.63	8.10	14	-	-	-		
N/A	13	Ingress	2020 MAR 22 15:05:34	2020 MAR 22 15:08:36	2020 MAR 22 15:09:15	221.00	-138.12	-140.12	-140.52	61.58	56.98	55.91	18.42	1	-	-	-		
NOMAD	13	Egress	2020 MAR 22 15:48:28	2020 MAR 22 15:49:09	2020 MAR 22 15:52:29	241.00	60.88	55.54	41.83	-83.30	-82.36	-77.69	8.12	1	6SUBD Nom CO #4	Science: orders #121, #136, #190, #191, #192, #193, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	14	Ingress	2020 MAR 22 17:03:29	2020 MAR 22 17:06:31	2020 MAR 22 17:07:10	221.00	-166.89	-168.88	-169.29	61.45	56.81	55.73	18.41	17	-	-	-		
N/A	14	Egress	2020 MAR 22 17:46:20	2020 MAR 22 17:47:01	2020 MAR 22 17:50:22	242.00	32.38	26.94	13.03	-83.36	-82.42	-77.67	8.12	17	-	-	-		
N/A	15	Ingress	2020 MAR 22 19:01:24	2020 MAR 22 19:04:27	2020 MAR 22 19:05:06	222.00	164.33	162.33	161.93	61.27	56.56	55.47	18.41	1	-	-	-		
NOMAD	15	Egress	2020 MAR 22 19:44:13	2020 MAR 22 19:44:54	2020 MAR 22 19:48:14	241.00	3.96	-1.61	-15.67	-83.43	-82.48	-77.72	8.13	1	6SUBD CO H2O #2	Science: orders #136, #169, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	16	Ingress	2020 MAR 22 20:59:23	2020 MAR 22 21:02:26	2020 MAR 22 21:03:05	222.00	135.52	133.54	133.14	61.05	56.29	55.20	18.40	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	16	Egress	2020 MAR 22 21:42:09	2020 MAR 22 21:42:50	2020 MAR 22 21:46:10	241.00	-24.24	-30.00	-44.35	-83.53	-82.58	-77.78	8.15	1	-	-	-		
N/A	17	Ingress	2020 MAR 22 22:57:22	2020 MAR 22 23:00:26	2020 MAR 22 23:01:05	223.00	106.73	104.74	104.35	60.90	56.07	54.97	18.39	14	-	-	-		
ACS	17	Egress	2020 MAR 22 23:40:05	2020 MAR 22 23:40:46	2020 MAR 22 23:44:07	242.00	-52.44	-58.38	-73.10	-83.64	-82.68	-77.82	8.17	14	-	-	-		
N/A	18	Ingress	2020 MAR 23 00:55:20	2020 MAR 23 00:58:25	2020 MAR 23 00:59:04	224.00	77.95	75.96	75.57	60.78	55.88	54.77	18.39	3	-	-	-		
N/A	18	Egress	2020 MAR 23 01:38:02	2020 MAR 23 01:38:43	2020 MAR 23 01:42:05	243.00	-80.63	-86.77	-101.84	-83.74	-82.77	-77.85	8.19	3	-	-	-		
NOMAD	19	Ingress	2020 MAR 23 02:53:17	2020 MAR 23 02:56:22	2020 MAR 23 02:57:01	224.00	49.19	47.20	46.80	60.67	55.73	54.61	18.39	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	19	Egress	2020 MAR 23 03:35:56	2020 MAR 23 03:36:37	2020 MAR 23 03:40:01	245.00	-108.70	-115.06	-130.59	-83.85	-82.88	-77.87	8.22	1	-	-	-		
N/A	20	Ingress	2020 MAR 23 04:51:10	2020 MAR 23 04:54:16	2020 MAR 23 04:54:55	225.00	20.45	18.45	18.06	60.59	55.58	54.45	18.38	14	-	-	-		
ACS	20	Egress	2020 MAR 23 05:33:46	2020 MAR 23 05:34:27	2020 MAR 23 05:37:51	245.00	-136.69	-143.29	-159.23	-83.96	-83.00	-77.95	8.25	14	-	-	-		
NOMAD	21	Ingress	2020 MAR 23 06:49:04	2020 MAR 23 06:52:11	2020 MAR 23 06:52:50	226.00	-8.33	-10.32	-10.71	60.41	55.33	54.19	18.38	1	6SUBD Nom CO2 #1	Science: orders #121, #134, #149, #164, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	21	Egress	2020 MAR 23 07:31:39	2020 MAR 23 07:32:20	2020 MAR 23 07:35:44	245.00	-165.05	-171.81	172.04	-84.03	-83.06	-77.98	8.26	1	-	-	-		
N/A	22	Ingress	2020 MAR 23 08:47:04	2020 MAR 23 08:50:11	2020 MAR 23 08:50:50	226.00	-37.14	-39.12	-39.51	60.16	55.03	53.88	18.37	14	-	-	-		
ACS	22	Egress	2020 MAR 23 09:29:36	2020 MAR 23 09:30:18	2020 MAR 23 09:33:42	246.00	166.41	159.39	143.19	-84.08	-83.08	-77.95	8.26	14	-	-	-		
NOMAD	23	Ingress	2020 MAR 23 10:45:05	2020 MAR 23 10:48:11	2020 MAR 23 10:48:51	226.00	-65.96	-67.91	-68.31	59.93	54.80	53.61	18.37	1	6SUBD CO2 CO #1	Science: orders #119, #149, #164, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:AEOLIS MENSAE MFF; 	
N/A	23	Egress	2020 MAR 23 11:27:34	2020 MAR 23 11:28:16	2020 MAR 23 11:31:41	247.00	138.23	130.99	114.42	-84.17	-83.17	-77.97	8.28	1	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
N/A	24	Ingress	2020 MAR 23 12:43:03	2020 MAR 23 12:46:10	2020 MAR 23 12:46:50	227.00	-94.73	-96.69	-97.09	59.80	54.59	53.39	18.36	1	-	-	-		
NOMAD	24	Egress	2020 MAR 23 13:25:30	2020 MAR 23 13:26:12	2020 MAR 23 13:29:38	248.00	110.58	102.97	85.78	-84.32	-83.32	-78.06	8.32	1	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	25	Ingress	2020 MAR 23 14:40:59	2020 MAR 23 14:44:07	2020 MAR 23 14:44:47	228.00	-123.48	-125.45	-125.84	59.71	54.43	53.22	18.36	14	-	-	-		
N/A	25	Egress	2020 MAR 23 15:23:23	2020 MAR 23 15:24:05	2020 MAR 23 15:27:32	249.00	82.96	74.97	57.14	-84.46	-83.46	-78.15	8.37	14	-	-	-		
N/A	26	Ingress	2020 MAR 23 16:38:53	2020 MAR 23 16:42:02	2020 MAR 23 16:42:42	229.00	-152.23	-154.20	-154.59	59.62	54.27	53.05	18.35	1	-	-	-		
NOMAD	26	Egress	2020 MAR 23 17:21:15	2020 MAR 23 17:21:57	2020 MAR 23 17:25:25	250.00	54.77	46.56	28.37	-84.54	-83.54	-78.16	8.38	1	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	27	Ingress	2020 MAR 23 18:36:48	2020 MAR 23 18:39:57	2020 MAR 23 18:40:37	229.00	179.00	177.03	176.64	59.43	54.04	52.81	18.35	17	-	-	-		
N/A	27	Egress	2020 MAR 23 19:19:07	2020 MAR 23 19:19:49	2020 MAR 23 19:23:17	250.00	26.30	17.94	-0.41	-84.58	-83.58	-78.16	8.39	17	-	-	-		
N/A	28	Ingress	2020 MAR 23 20:34:46	2020 MAR 23 20:37:56	2020 MAR 23 20:38:36	230.00	150.20	148.24	147.86	59.21	53.74	52.50	18.34	1	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
NOMAD	28	Egress	2020 MAR 23 21:17:02	2020 MAR 23 21:17:44	2020 MAR 23 21:21:12	250.00	-1.70	-10.35	-29.10	-84.68	-83.67	-78.22	8.42	1	6SUBD Nominal #3	Science: orders #167, #136, #169, #121, #190, #192, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:MERIDIANI SULPHATES; 	
NOMAD	29	Ingress	2020 MAR 23 22:32:45	2020 MAR 23 22:35:56	2020 MAR 23 22:36:36	231.00	121.42	119.46	119.07	59.02	53.48	52.23	18.34	1	Nominal Science 1xCO2 LA02	Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	29	Egress	2020 MAR 23 23:14:58	2020 MAR 23 23:15:41	2020 MAR 23 23:19:09	251.00	-29.59	-38.74	-57.83	-84.78	-83.75	-78.26	8.44	1	-	-	-		
N/A	30	Ingress	2020 MAR 24 00:30:44	2020 MAR 24 00:33:55	2020 MAR 24 00:34:36	232.00	92.64	90.69	90.29	58.87	53.29	52.00	18.33	3	-	-	-	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
ACS	30	Egress	2020 MAR 24 01:12:55	2020 MAR 24 01:13:38	2020 MAR 24 01:17:07	252.00	-57.51	-67.00	-86.58	-84.87	-83.84	-78.29	8.47	3	-	-	-	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
NOMAD	31	Ingress	2020 MAR 24 02:28:43	2020 MAR 24 02:31:54	2020 MAR 24 02:32:35	232.00	63.87	61.92	61.53	58.74	53.12	51.81	18.33	1	6SUBD Nom CO #4	Science: orders #121, #136, #190, #191, #192, #193, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	31	Egress	2020 MAR 24 03:10:49	2020 MAR 24 03:11:32	2020 MAR 24 03:15:02	253.00	-85.30	-95.17	-115.30	-84.97	-83.95	-78.34	8.50	1	-	-	-		
N/A	32	Ingress	2020 MAR 24 04:26:37	2020 MAR 24 04:29:49	2020 MAR 24 04:30:30	233.00	35.13	33.17	32.78	58.66	52.96	51.65	18.33	3	-	-	-	&daysideMatch:PAVONIS MONS; 	
ACS	32	Egress	2020 MAR 24 05:08:41	2020 MAR 24 05:09:24	2020 MAR 24 05:12:55	254.00	-112.89	-123.20	-143.98	-85.08	-84.07	-78.40	8.54	3	-	-	-	&daysideMatch:PAVONIS MONS; 	
NOMAD	33	Ingress	2020 MAR 24 06:24:30	2020 MAR 24 06:27:43	2020 MAR 24 06:28:24	234.00	6.38	4.42	4.03	58.51	52.74	51.42	18.32	1	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	33	Egress	2020 MAR 24 07:06:32	2020 MAR 24 07:07:15	2020 MAR 24 07:10:46	254.00	-140.65	-151.35	-172.64	-85.18	-84.16	-78.46	8.58	1	Nominal Science with CO 01	Science: orders #169, #134, #186, #121, #147, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	34	Ingress	2020 MAR 24 08:22:27	2020 MAR 24 08:25:41	2020 MAR 24 08:26:22	235.00	-22.41	-24.36	-24.75	58.27	52.43	51.10	18.32	14	-	-	-		
N/A	34	Egress	2020 MAR 24 09:04:26	2020 MAR 24 09:05:09	2020 MAR 24 09:08:41	255.00	-169.00	-179.92	158.52	-85.23	-84.21	-78.44	8.59	14	-	-	-		
NOMAD	35	Ingress	2020 MAR 24 10:20:29	2020 MAR 24 10:23:43	2020 MAR 24 10:24:24	235.00	-51.22	-53.16	-53.55	58.01	52.12	50.78	18.31	1	6SUBD CO2 #1	Science: orders #156, #116, #118, #140, #154, #158, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	35	Egress	2020 MAR 24 11:02:24	2020 MAR 24 11:03:07	2020 MAR 24 11:06:40	256.00	162.89	151.67	129.71	-85.29	-84.28	-78.44	8.61	1	126 only #2	Science: orders #126, #126, #126, #126, #126, #126, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	36	Ingress	2020 MAR 24 12:18:29	2020 MAR 24 12:21:44	2020 MAR 24 12:22:25	236.00	-80.01	-81.94	-82.33	57.83	51.87	50.52	18.31	3	-	-	-	&daysideMatch:INSIGHT; 	
ACS	36	Egress	2020 MAR 24 13:00:22	2020 MAR 24 13:01:06	2020 MAR 24 13:04:39	257.00	135.55	123.55	101.02	-85.41	-84.38	-78.51	8.65	3	-	-	-	&daysideMatch:INSIGHT; 	
N/A	37	Ingress	2020 MAR 24 14:16:26	2020 MAR 24 14:19:41	2020 MAR 24 14:20:23	237.00	-108.77	-110.70	-111.09	57.70	51.70	50.31	18.30	14	-	-	-		
N/A	37	Egress	2020 MAR 24 14:58:16	2020 MAR 24 14:59:00	2020 MAR 24 15:02:34	258.00	108.61	95.90	72.39	-85.54	-84.52	-78.61	8.71	14	-	-	-		
N/A	38	Ingress	2020 MAR 24 16:14:21	2020 MAR 24 16:17:37	2020 MAR 24 16:18:19	238.00	-137.52	-139.45	-139.84	57.60	51.53	50.12	18.30	3	-	-	-		
N/A	38	Egress	2020 MAR 24 16:56:09	2020 MAR 24 16:56:53	2020 MAR 24 17:00:28	259.00	81.26	67.97	43.70	-85.64	-84.63	-78.66	8.76	3	-	-	-		
NOMAD	39	Ingress	2020 MAR 24 18:12:16	2020 MAR 24 18:15:33	2020 MAR 24 18:16:15	239.00	-166.27	-168.20	-168.59	57.46	51.31	49.90	18.30	1	CO2 Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	39	Egress	2020 MAR 24 18:54:01	2020 MAR 24 18:54:45	2020 MAR 24 18:58:21	260.00	53.05	39.48	14.88	-85.68	-84.68	-78.64	8.78	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	40	Ingress	2020 MAR 24 20:10:14	2020 MAR 24 20:13:31	2020 MAR 24 20:14:13	239.00	164.94	163.02	162.64	57.21	51.01	49.59	18.29	17	-	-	-		
ACS	40	Egress	2020 MAR 24 20:51:55	2020 MAR 24 20:52:39	2020 MAR 24 20:56:15	260.00	25.33	11.30	-13.83	-85.76	-84.76	-78.69	8.81	17	-	-	-		
NOMAD	41	Ingress	2020 MAR 24 22:08:12	2020 MAR 24 22:11:30	2020 MAR 24 22:12:12	240.00	136.16	134.24	133.86	56.98	50.72	49.29	18.29	1	Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	41	Egress	2020 MAR 24 22:49:50	2020 MAR 24 22:50:34	2020 MAR 24 22:54:11	261.00	-1.96	-16.61	-42.55	-85.85	-84.87	-78.74	8.86	1	6SUBD CO2 #10	Science: orders #156, #116, #118, #169, #154, #158, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	42	Ingress	2020 MAR 25 00:06:12	2020 MAR 25 00:09:31	2020 MAR 25 00:10:13	241.00	107.38	105.46	105.08	56.80	50.46	49.02	18.28	14	-	-	-		
ACS	42	Egress	2020 MAR 25 00:47:46	2020 MAR 25 00:48:31	2020 MAR 25 00:52:08	262.00	-29.33	-44.87	-71.29	-85.93	-84.94	-78.77	8.89	14	-	-	-		
N/A	43	Ingress	2020 MAR 25 02:04:12	2020 MAR 25 02:07:31	2020 MAR 25 02:08:14	242.00	78.61	76.70	76.31	56.66	50.28	48.79	18.28	3	-	-	-		
N/A	43	Egress	2020 MAR 25 02:45:42	2020 MAR 25 02:46:27	2020 MAR 25 02:50:06	264.00	-56.70	-72.86	-100.09	-86.01	-85.03	-78.78	8.94	3	-	-	-		
N/A	44	Ingress	2020 MAR 25 04:02:08	2020 MAR 25 04:05:28	2020 MAR 25 04:06:11	243.00	49.86	47.95	47.56	56.56	50.09	48.60	18.28	14	-	-	-		
N/A	44	Egress	2020 MAR 25 04:43:36	2020 MAR 25 04:44:21	2020 MAR 25 04:48:01	265.00	-83.74	-100.64	-128.80	-86.09	-85.14	-78.83	9.00	14	-	-	-		
NOMAD	45	Ingress	2020 MAR 25 06:00:01	2020 MAR 25 06:03:22	2020 MAR 25 06:04:05	244.00	21.13	19.21	18.83	56.44	49.90	48.40	18.27	1	Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	45	Egress	2020 MAR 25 06:41:25	2020 MAR 25 06:42:10	2020 MAR 25 06:45:51	266.00	-110.53	-128.26	-157.46	-86.18	-85.25	-78.90	9.07	1	6SUBD Nom CH4 #1	Science: orders #134, #136, #148, #164, #187, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	46	Ingress	2020 MAR 25 07:57:56	2020 MAR 25 08:01:18	2020 MAR 25 08:02:01	245.00	-7.64	-9.55	-9.94	56.22	49.61	48.09	18.27	1	6SUBD Nominal #3	Science: orders #167, #136, #169, #121, #190, #192, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	46	Egress	2020 MAR 25 08:39:18	2020 MAR 25 08:40:03	2020 MAR 25 08:43:44	266.00	-138.22	-156.46	173.81	-86.23	-85.31	-78.93	9.10	1	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	47	Ingress	2020 MAR 25 09:55:57	2020 MAR 25 09:59:20	2020 MAR 25 10:00:03	246.00	-36.44	-38.34	-38.72	55.94	49.26	47.73	18.26	14	-	-	-		
ACS	47	Egress	2020 MAR 25 10:37:15	2020 MAR 25 10:38:01	2020 MAR 25 10:41:42	267.00	-166.19	174.81	144.96	-86.27	-85.34	-78.91	9.10	14	-	-	-		
NOMAD	48	Ingress	2020 MAR 25 11:53:59	2020 MAR 25 11:57:22	2020 MAR 25 11:58:05	246.00	-65.23	-67.13	-67.51	55.68	48.95	47.41	18.26	1	6SUBD Nom CO #1	Science: orders #121, #149, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:AEOLIS MENSAE MFF; &daysideMatch:CURIOSITY; 	
