Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
12	Dayside	2019 SEP 15 15:12:27	2019 SEP 15 15:42:05	2019 SEP 15 16:11:44	3557.21	-13.00	128.99	152.46	48.90	37.48	-48.99	26.51	13.82	3	CH4 H2O 2SUBD 01	Science: orders #168, #134, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
13	Nightside	2019 SEP 15 16:11:44	2019 SEP 15 16:41:05	2019 SEP 15 17:10:25	3521.43	152.46	-64.93	-41.93	-48.99	-36.26	49.07	153.59	1.84	1	-	-	-		
13	Dayside	2019 SEP 15 17:10:25	2019 SEP 15 17:40:04	2019 SEP 15 18:09:42	3556.25	-41.93	100.11	123.55	49.07	37.37	-49.15	26.34	13.80	1	-		COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
14	Nightside	2019 SEP 15 18:09:42	2019 SEP 15 18:39:02	2019 SEP 15 19:08:22	3519.90	123.55	-93.79	-70.84	-49.15	-36.10	49.23	153.77	1.83	3	-	-	-		
14	Dayside	2019 SEP 15 19:08:22	2019 SEP 15 19:37:59	2019 SEP 15 20:07:37	3555.16	-70.84	71.26	94.66	49.23	37.25	-49.29	26.18	13.79	3	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:NILI FOSSAE; 	
15	Nightside	2019 SEP 15 20:07:37	2019 SEP 15 20:36:56	2019 SEP 15 21:06:16	3519.19	94.66	-122.66	-99.69	-49.29	-35.97	49.35	153.94	1.82	1	-	-	-		
15	Dayside	2019 SEP 15 21:06:16	2019 SEP 15 21:35:53	2019 SEP 15 22:05:30	3554.26	-99.69	42.38	65.83	49.35	37.09	-49.40	25.98	13.78	1	-		COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
16	Nightside	2019 SEP 15 22:05:30	2019 SEP 15 22:34:51	2019 SEP 15 23:04:12	3521.38	65.83	-151.57	-128.51	-49.40	-35.86	49.44	154.15	1.81	1	-	-	-		
16	Dayside	2019 SEP 15 23:04:12	2019 SEP 15 23:33:49	2019 SEP 16 00:03:27	3555.58	-128.51	13.42	37.00	49.44	36.96	-49.49	25.73	13.76	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
17	Nightside	2019 SEP 16 00:03:27	2019 SEP 16 00:32:48	2019 SEP 16 01:02:10	3522.53	37.00	179.46	-157.37	-49.49	-35.72	49.55	154.40	1.79	14	-	-	-		
17	Dayside	2019 SEP 16 01:02:10	2019 SEP 16 01:31:49	2019 SEP 16 02:01:28	3557.88	-157.37	-15.53	8.13	49.55	36.83	-49.61	25.51	13.75	14	-		COP row -1: UVIS off		
18	Nightside	2019 SEP 16 02:01:28	2019 SEP 16 02:30:48	2019 SEP 16 03:00:09	3521.65	8.13	150.50	173.74	-49.61	-35.59	49.69	154.63	1.77	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
18	Dayside	2019 SEP 16 03:00:09	2019 SEP 16 03:29:49	2019 SEP 16 03:59:28	3559.08	173.74	-44.44	-20.79	49.69	36.68	-49.76	25.30	13.73	17	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
19	Nightside	2019 SEP 16 03:59:28	2019 SEP 16 04:28:48	2019 SEP 16 04:58:09	3520.39	-20.79	121.59	144.83	-49.76	-35.48	49.83	154.82	1.76	14	-	-	-		
19	Dayside	2019 SEP 16 04:58:09	2019 SEP 16 05:27:48	2019 SEP 16 05:57:27	3558.13	144.83	-73.32	-49.72	49.83	36.52	-49.92	25.12	13.72	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
20	Nightside	2019 SEP 16 05:57:27	2019 SEP 16 06:26:46	2019 SEP 16 06:56:06	3519.28	-49.72	92.72	115.92	-49.92	-35.35	49.99	154.98	1.75	1	-	-	-		
20	Dayside	2019 SEP 16 06:56:06	2019 SEP 16 07:25:44	2019 SEP 16 07:55:22	3556.03	115.92	-102.19	-78.61	49.99	36.39	-50.07	24.95	13.71	1	HDO H2O 2SUBD 03	Science: orders #168, #121, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
21	Nightside	2019 SEP 16 07:55:22	2019 SEP 16 08:24:41	2019 SEP 16 08:54:01	3518.57	-78.61	63.86	87.03	-50.07	-35.20	50.13	155.16	1.74	14	-	-	-		
21	Dayside	2019 SEP 16 08:54:01	2019 SEP 16 09:23:38	2019 SEP 16 09:53:16	3555.60	87.03	-131.07	-107.45	50.13	36.29	-50.17	24.76	13.70	14	-		COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
22	Nightside	2019 SEP 16 09:53:16	2019 SEP 16 10:22:36	2019 SEP 16 10:51:55	3518.85	-107.45	34.96	58.21	-50.17	-35.05	50.22	155.37	1.72	1	-	-	-		
22	Dayside	2019 SEP 16 10:51:55	2019 SEP 16 11:21:34	2019 SEP 16 11:51:13	3557.56	58.21	-160.01	-136.28	50.22	36.17	-50.26	24.54	13.68	1	-		COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
23	Nightside	2019 SEP 16 11:51:13	2019 SEP 16 12:20:33	2019 SEP 16 12:49:54	3521.00	-136.28	6.00	29.38	-50.26	-34.96	50.31	155.60	1.71	1	-	-	-		
23	Dayside	2019 SEP 16 12:49:54	2019 SEP 16 13:19:33	2019 SEP 16 13:49:11	3557.67	29.38	171.03	-165.15	50.31	36.02	-50.38	24.29	13.67	1	-		COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
24	Nightside	2019 SEP 16 13:49:11	2019 SEP 16 14:18:33	2019 SEP 16 14:47:54	3522.43	-165.15	-22.95	0.49	-50.38	-34.84	50.43	155.82	1.69	3	-	-	-		
24	Dayside	2019 SEP 16 14:47:54	2019 SEP 16 15:17:32	2019 SEP 16 15:47:11	3556.82	0.49	142.09	165.95	50.43	35.89	-50.51	24.07	13.65	3	CH4 H2O 2SUBD 02	Science: orders #168, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3	&daysideMatch:AEOLIS MENSAE MFF; 	
25	Nightside	2019 SEP 16 15:47:11	2019 SEP 16 16:16:32	2019 SEP 16 16:45:53	3522.42	165.95	-51.86	-28.44	-50.51	-34.68	50.58	156.03	1.68	14	-	-	-		
25	Dayside	2019 SEP 16 16:45:53	2019 SEP 16 17:15:31	2019 SEP 16 17:45:09	3555.89	-28.44	113.19	137.03	50.58	35.79	-50.66	23.89	13.64	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
26	Nightside	2019 SEP 16 17:45:09	2019 SEP 16 18:14:29	2019 SEP 16 18:43:50	3520.99	137.03	-80.74	-57.36	-50.66	-34.51	50.74	156.22	1.67	1	-	-	-		
26	Dayside	2019 SEP 16 18:43:50	2019 SEP 16 19:13:28	2019 SEP 16 19:43:05	3555.15	-57.36	84.32	108.13	50.74	35.69	-50.80	23.72	13.63	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
27	Nightside	2019 SEP 16 19:43:05	2019 SEP 16 20:12:25	2019 SEP 16 20:41:44	3519.41	108.13	-109.61	-86.24	-50.80	-34.38	50.87	156.39	1.65	14	-	-	-		
27	Dayside	2019 SEP 16 20:41:44	2019 SEP 16 21:11:21	2019 SEP 16 21:40:58	3553.84	-86.24	55.46	79.27	50.87	35.55	-50.92	23.54	13.62	14	-		COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
28	Nightside	2019 SEP 16 21:40:58	2019 SEP 16 22:10:19	2019 SEP 16 22:39:39	3520.62	79.27	-138.50	-115.07	-50.92	-34.28	50.96	156.58	1.64	1	-	-	-		
28	Dayside	2019 SEP 16 22:39:39	2019 SEP 16 23:09:16	2019 SEP 16 23:38:53	3554.27	-115.07	26.52	50.45	50.96	35.42	-51.01	23.31	13.60	1	H2O CO 2SUBD 01	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
29	Nightside	2019 SEP 16 23:38:53	2019 SEP 17 00:08:14	2019 SEP 17 00:37:36	3522.43	50.45	-167.44	-143.90	-51.01	-34.16	51.05	156.82	1.62	14	-	-	-		
29	Dayside	2019 SEP 17 00:37:36	2019 SEP 17 01:07:14	2019 SEP 17 01:36:52	3556.52	-143.90	-2.44	21.60	51.05	35.31	-51.10	23.07	13.58	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
30	Nightside	2019 SEP 17 01:36:52	2019 SEP 17 02:06:13	2019 SEP 17 02:35:34	3522.04	21.60	163.59	-172.78	-51.10	-34.02	51.16	157.06	1.61	3	-	-	-		
30	Dayside	2019 SEP 17 02:35:34	2019 SEP 17 03:05:13	2019 SEP 17 03:34:53	3558.30	-172.78	-31.38	-7.29	51.16	35.18	-51.22	22.86	13.57	3	CO H2O 3SUBD 01	Science: orders #168, #190, #191, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
31	Nightside	2019 SEP 17 03:34:53	2019 SEP 17 04:04:13	2019 SEP 17 04:33:33	3520.81	-7.29	134.65	158.32	-51.22	-33.91	51.29	157.28	1.59	1	-	-	-		
31	Dayside	2019 SEP 17 04:33:33	2019 SEP 17 05:03:12	2019 SEP 17 05:32:52	3558.21	158.32	-60.28	-36.23	51.29	35.03	-51.37	22.66	13.55	1	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
32	Nightside	2019 SEP 17 05:32:52	2019 SEP 17 06:02:11	2019 SEP 17 06:31:31	3519.75	-36.23	105.76	129.40	-51.37	-33.81	51.44	157.46	1.58	1	-	-	-		
32	Dayside	2019 SEP 17 06:31:31	2019 SEP 17 07:01:09	2019 SEP 17 07:30:48	3556.26	129.40	-89.14	-65.15	51.44	34.89	-51.52	22.48	13.54	1	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
33	Nightside	2019 SEP 17 07:30:48	2019 SEP 17 08:00:07	2019 SEP 17 08:29:27	3518.94	-65.15	76.90	100.50	-51.52	-33.69	51.57	157.62	1.57	14	-	-	-		
33	Dayside	2019 SEP 17 08:29:27	2019 SEP 17 08:59:04	2019 SEP 17 09:28:41	3554.56	100.50	-118.02	-94.00	51.57	34.79	-51.62	22.30	13.53	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
34	Nightside	2019 SEP 17 09:28:41	2019 SEP 17 09:58:01	2019 SEP 17 10:27:20	3518.89	-94.00	48.01	71.65	-51.62	-33.54	51.68	157.83	1.56	1	-	-	-		
34	Dayside	2019 SEP 17 10:27:20	2019 SEP 17 10:56:58	2019 SEP 17 11:26:36	3555.88	71.65	-146.94	-122.81	51.68	34.69	-51.70	22.09	13.52	1	-		COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
35	Nightside	2019 SEP 17 11:26:36	2019 SEP 17 11:55:56	2019 SEP 17 12:25:17	3520.78	-122.81	19.06	42.85	-51.70	-33.44	51.74	158.06	1.54	14	-	-	-		
35	Dayside	2019 SEP 17 12:25:17	2019 SEP 17 12:54:55	2019 SEP 17 13:24:33	3556.87	42.85	-175.90	-151.66	51.74	34.56	-51.80	21.84	13.50	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
36	Nightside	2019 SEP 17 13:24:33	2019 SEP 17 13:53:55	2019 SEP 17 14:23:16	3522.68	-151.66	-9.90	13.98	-51.80	-33.35	51.84	158.29	1.52	8	-	-	-		
36	Dayside	2019 SEP 17 14:23:16	2019 SEP 17 14:52:54	2019 SEP 17 15:22:32	3556.32	13.98	155.15	179.44	51.84	34.42	-51.92	21.60	13.48	8	Limb 2SUBD 07	Science: orders #164, #164, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
37	Nightside	2019 SEP 17 15:22:32	2019 SEP 17 15:51:54	2019 SEP 17 16:21:16	3523.31	179.44	-38.83	-14.93	-51.92	-33.22	51.97	158.51	1.51	1	-	-	-		
37	Dayside	2019 SEP 17 16:21:16	2019 SEP 17 16:50:53	2019 SEP 17 17:20:31	3555.33	-14.93	126.22	150.53	51.97	34.32	-52.05	21.40	13.47	1	CH4 H2O 2SUBD 01	Science: orders #168, #134, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
38	Nightside	2019 SEP 17 17:20:31	2019 SEP 17 17:49:52	2019 SEP 17 18:19:14	3522.43	150.53	-67.73	-43.87	-52.05	-33.06	52.12	158.71	1.49	1	-	-	-		
38	Dayside	2019 SEP 17 18:19:14	2019 SEP 17 18:48:51	2019 SEP 17 19:18:28	3554.44	-43.87	97.33	121.62	52.12	34.23	-52.18	21.22	13.46	1	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
39	Nightside	2019 SEP 17 19:18:28	2019 SEP 17 19:47:48	2019 SEP 17 20:17:09	3520.85	121.62	-96.61	-72.77	-52.18	-32.92	52.25	158.89	1.48	28	-	-	-		
39	Dayside	2019 SEP 17 20:17:09	2019 SEP 17 20:46:46	2019 SEP 17 21:16:22	3553.32	-72.77	68.47	92.73	52.25	34.12	-52.30	21.05	13.44	28	Limb 2SUBD 07	Science: orders #164, #164, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3	&trueLimb	
40	Nightside	2019 SEP 17 21:16:22	2019 SEP 17 21:45:42	2019 SEP 17 22:15:03	3520.53	92.73	-125.49	-101.61	-52.30	-32.82	52.35	159.08	1.47	14	-	-	-		
40	Dayside	2019 SEP 17 22:15:03	2019 SEP 17 22:44:39	2019 SEP 17 23:14:15	3552.78	-101.61	39.56	63.91	52.35	33.99	-52.39	20.83	13.43	14	-		COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
41	Nightside	2019 SEP 17 23:14:15	2019 SEP 17 23:43:37	2019 SEP 18 00:12:58	3522.88	63.91	-154.42	-130.43	-52.39	-32.72	52.42	159.30	1.45	3	-	-	-		
41	Dayside	2019 SEP 18 00:12:58	2019 SEP 18 00:42:36	2019 SEP 18 01:12:13	3554.49	-130.43	10.59	35.09	52.42	33.88	-52.46	20.59	13.41	3	Nominal 4SUBD 01	Science: orders #168, #134, #121, #190, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
42	Nightside	2019 SEP 18 01:12:13	2019 SEP 18 01:41:35	2019 SEP 18 02:10:56	3523.48	35.09	176.61	-159.29	-52.46	-32.60	52.52	159.55	1.44	1	-	-	-		
42	Dayside	2019 SEP 18 02:10:56	2019 SEP 18 02:40:35	2019 SEP 18 03:10:13	3556.68	-159.29	-18.36	6.21	52.52	33.77	-52.56	20.36	13.40	1	-		COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
43	Nightside	2019 SEP 18 03:10:13	2019 SEP 18 03:39:34	2019 SEP 18 04:08:55	3522.43	6.21	147.65	171.82	-52.56	-32.49	52.63	159.79	1.42	14	-	-	-		
43	Dayside	2019 SEP 18 04:08:55	2019 SEP 18 04:38:34	2019 SEP 18 05:08:13	3557.62	171.82	-47.28	-22.72	52.63	33.63	-52.69	20.15	13.38	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
44	Nightside	2019 SEP 18 05:08:13	2019 SEP 18 05:37:34	2019 SEP 18 06:06:54	3521.12	-22.72	118.73	142.90	-52.69	-32.40	52.76	159.98	1.41	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
44	Dayside	2019 SEP 18 06:06:54	2019 SEP 18 06:36:32	2019 SEP 18 07:06:11	3556.44	142.90	-76.17	-51.65	52.76	33.49	-52.83	19.95	13.37	17	LNO Ice Index 2SUBD 01	Science: orders #153, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
45	Nightside	2019 SEP 18 07:06:11	2019 SEP 18 07:35:31	2019 SEP 18 08:04:51	3520.06	-51.65	89.85	113.98	-52.83	-32.29	52.89	160.16	1.39	1	-	-	-		
45	Dayside	2019 SEP 18 08:04:51	2019 SEP 18 08:34:28	2019 SEP 18 09:04:05	3554.31	113.98	-105.05	-80.55	52.89	33.39	-52.96	19.77	13.36	1	-		COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
46	Nightside	2019 SEP 18 09:04:05	2019 SEP 18 09:33:25	2019 SEP 18 10:02:44	3519.43	-80.55	60.98	85.10	-52.96	-32.16	53.01	160.34	1.38	14	-	-	-		
46	Dayside	2019 SEP 18 10:02:44	2019 SEP 18 10:32:22	2019 SEP 18 11:01:59	3554.32	85.10	-133.95	-109.37	53.01	33.31	-53.03	19.58	13.34	14	-		COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
47	Nightside	2019 SEP 18 11:01:59	2019 SEP 18 11:31:19	2019 SEP 18 12:00:39	3520.12	-109.37	32.06	56.28	-53.03	-32.02	53.08	160.57	1.37	3	-	-	-		
