THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
281, Nominal 4SUBD 01, 168
285, Nominal 6SUBD 01, 168
287, Nominal 6SUBD 02, 167
289, H2O 2SUBD 01, 167
290, Nominal 4SUBD 01, 168
291, HDO H2O 2SUBD 01, 169
292, HDO CO 3SUBD 01, 167
294, Nominal 4SUBD 01, 168
296, AER H2Oi 3SUBD 01, 169
297, AER H2Oi CO2i 4SUBD 01, 169
298, Nominal 4SUBD 01, 168
303, Nominal 4SUBD 01, 168
305, Nominal 4SUBD 01, 168
309, Nominal 4SUBD 01, 168
311, CH4 3SUBD 01, 168
313, Nominal 4SUBD 01, 168
314, CO 2SUBD 02, 167
316, Nominal 4SUBD 01, 168
320, Nominal 6SUBD 01, 168
321, Nominal 6SUBD 02, 167
323, H2O 2SUBD 01, 167
324, Nominal 4SUBD 01, 168
326, HDO H2O 2SUBD 01, 169
327, HDO CO 3SUBD 01, 167
328, Nominal 4SUBD 01, 168
329, AER H2Oi 3SUBD 01, 169
331, AER H2Oi CO2i 4SUBD 01, 169
333, Nominal 4SUBD 01, 168
337, Nominal 4SUBD 01, 168
340, Nominal 6SUBD 01, 168
