Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
ACS	14	Egress	2019 JUN 16 17:54:23	2019 JUN 16 17:55:05	2019 JUN 16 17:58:21	238.00	65.37	69.02	87.84	70.87	71.59	73.63	22.02	14	-	-	-		
NOMAD	15	Ingress	2019 JUN 16 19:10:09	2019 JUN 16 19:13:46	2019 JUN 16 19:14:30	261.00	-48.71	-40.44	-39.02	-65.41	-59.99	-58.73	16.00	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	15	Egress	2019 JUN 16 19:52:13	2019 JUN 16 19:52:55	2019 JUN 16 19:56:12	239.00	36.12	39.75	58.64	70.73	71.47	73.60	21.98	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	16	Ingress	2019 JUN 16 21:08:09	2019 JUN 16 21:11:46	2019 JUN 16 21:12:30	261.00	-77.16	-68.92	-67.51	-65.27	-59.79	-58.53	16.01	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	16	Egress	2019 JUN 16 21:50:08	2019 JUN 16 21:50:50	2019 JUN 16 21:54:08	240.00	6.96	10.58	29.59	70.62	71.37	73.56	21.95	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	17	Ingress	2019 JUN 16 23:06:09	2019 JUN 16 23:09:46	2019 JUN 16 23:10:30	261.00	-105.70	-97.47	-96.05	-65.16	-59.64	-58.36	16.02	14	-	-	-		
ACS	17	Egress	2019 JUN 16 23:48:04	2019 JUN 16 23:48:46	2019 JUN 16 23:52:05	241.00	-22.35	-18.76	0.32	70.47	71.24	73.52	21.90	14	-	-	-		
N/A	18	Ingress	2019 JUN 17 01:04:06	2019 JUN 17 01:07:43	2019 JUN 17 01:08:28	262.00	-134.40	-126.12	-124.67	-65.14	-59.57	-58.26	16.03	14	-	-	-		
N/A	18	Egress	2019 JUN 17 01:45:58	2019 JUN 17 01:46:41	2019 JUN 17 01:50:00	242.00	-51.82	-48.18	-29.18	70.28	71.09	73.46	21.86	14	-	-	-		
NOMAD	19	Ingress	2019 JUN 17 03:02:00	2019 JUN 17 03:05:39	2019 JUN 17 03:06:24	264.00	-163.22	-154.79	-153.33	-65.18	-59.53	-58.21	16.03	1	Water Ice 01	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	19	Egress	2019 JUN 17 03:43:49	2019 JUN 17 03:44:32	2019 JUN 17 03:47:52	243.00	-81.27	-77.67	-58.68	70.08	70.91	73.40	21.80	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	20	Ingress	2019 JUN 17 04:59:52	2019 JUN 17 05:03:33	2019 JUN 17 05:04:18	266.00	167.97	176.55	178.01	-65.23	-59.49	-58.16	16.03	14	-	-	-		
ACS	20	Egress	2019 JUN 17 05:41:40	2019 JUN 17 05:42:23	2019 JUN 17 05:45:44	244.00	-110.54	-106.97	-87.94	69.93	70.77	73.35	21.76	14	-	-	-		
NOMAD	21	Ingress	2019 JUN 17 06:57:46	2019 JUN 17 07:01:27	2019 JUN 17 07:02:12	266.00	139.39	147.98	149.44	-65.15	-59.37	-58.03	16.04	1	CO 01	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	21	Egress	2019 JUN 17 07:39:31	2019 JUN 17 07:40:14	2019 JUN 17 07:43:36	245.00	-139.71	-136.16	-117.07	69.79	70.65	73.31	21.73	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	22	Ingress	2019 JUN 17 08:55:43	2019 JUN 17 08:59:25	2019 JUN 17 09:00:10	267.00	110.89	119.49	120.95	-65.04	-59.18	-57.83	16.05	1	Nominal Science 1xCO2 HA03; Nominal Science 1xCO2 LA03	Science: orders #168, #134, #189, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #189, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	22	Egress	2019 JUN 17 09:37:23	2019 JUN 17 09:38:06	2019 JUN 17 09:41:28	245.00	-168.95	-165.42	-146.37	69.63	70.51	73.25	21.69	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	23	Ingress	2019 JUN 17 10:53:41	2019 JUN 17 10:57:23	2019 JUN 17 10:58:09	268.00	82.31	90.92	92.40	-64.96	-59.05	-57.66	16.06	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
ACS	23	Egress	2019 JUN 17 11:35:17	2019 JUN 17 11:36:00	2019 JUN 17 11:39:23	246.00	161.79	165.29	-175.64	69.47	70.37	73.19	21.65	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	24	Ingress	2019 JUN 17 12:51:40	2019 JUN 17 12:55:23	2019 JUN 17 12:56:09	269.00	53.64	62.31	63.80	-64.92	-58.94	-57.54	16.07	14	-	-	-		
N/A	24	Egress	2019 JUN 17 13:33:12	2019 JUN 17 13:33:56	2019 JUN 17 13:37:19	247.00	132.53	136.08	155.11	69.30	70.24	73.14	21.61	14	-	-	-		
NOMAD	25	Ingress	2019 JUN 17 14:49:38	2019 JUN 17 14:53:22	2019 JUN 17 14:54:08	270.00	24.88	33.65	35.14	-64.93	-58.88	-57.47	16.07	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	25	Egress	2019 JUN 17 15:31:06	2019 JUN 17 15:31:50	2019 JUN 17 15:35:14	248.00	103.25	106.77	125.81	69.13	70.08	73.08	21.57	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	26	Ingress	2019 JUN 17 16:47:31	2019 JUN 17 16:51:16	2019 JUN 17 16:52:02	271.00	-3.89	4.97	6.48	-64.95	-58.84	-57.42	16.08	14	-	-	-		
ACS	26	Egress	2019 JUN 17 17:28:57	2019 JUN 17 17:29:41	2019 JUN 17 17:33:07	250.00	73.95	77.43	96.55	68.93	69.90	73.01	21.53	14	-	-	-		
NOMAD	27	Ingress	2019 JUN 17 18:45:22	2019 JUN 17 18:49:09	2019 JUN 17 18:49:55	273.00	-32.59	-23.62	-22.11	-64.94	-58.74	-57.31	16.08	1	Nominal Science 1xCO2 HA02; Nominal Science 1xCO2 LA02	Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	27	Egress	2019 JUN 17 19:26:45	2019 JUN 17 19:27:29	2019 JUN 17 19:30:55	250.00	44.69	48.14	67.14	68.75	69.74	72.94	21.49	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	28	Ingress	2019 JUN 17 20:43:20	2019 JUN 17 20:47:06	2019 JUN 17 20:47:53	273.00	-61.01	-52.12	-50.59	-64.78	-58.56	-57.08	16.10	14	-	-	-		
ACS	28	Egress	2019 JUN 17 21:24:38	2019 JUN 17 21:25:22	2019 JUN 17 21:28:49	251.00	15.58	19.01	38.07	68.60	69.61	72.89	21.46	14	-	-	-		
NOMAD	29	Ingress	2019 JUN 17 22:41:20	2019 JUN 17 22:45:07	2019 JUN 17 22:45:54	274.00	-89.52	-80.62	-79.10	-64.67	-58.36	-56.87	16.11	1	134 with 1xDark	Science: orders #134, #134, #134, #134, #134, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	29	Egress	2019 JUN 17 23:22:34	2019 JUN 17 23:23:19	2019 JUN 17 23:26:46	252.00	-13.59	-10.11	8.91	68.44	69.49	72.83	21.43	1	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	30	Ingress	2019 JUN 18 00:39:18	2019 JUN 18 00:43:06	2019 JUN 18 00:43:53	275.00	-118.15	-109.20	-107.68	-64.61	-58.22	-56.73	16.12	3	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
N/A	30	Egress	2019 JUN 18 01:20:28	2019 JUN 18 01:21:13	2019 JUN 18 01:24:42	254.00	-42.92	-39.48	-20.40	68.23	69.29	72.76	21.39	3	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
NOMAD	31	Ingress	2019 JUN 18 02:37:14	2019 JUN 18 02:41:03	2019 JUN 18 02:41:50	276.00	-146.88	-137.84	-136.32	-64.60	-58.15	-56.64	16.12	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	31	Egress	2019 JUN 18 03:18:20	2019 JUN 18 03:19:05	2019 JUN 18 03:22:34	254.00	-72.30	-68.90	-50.02	67.99	69.07	72.65	21.34	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	32	Ingress	2019 JUN 18 04:35:07	2019 JUN 18 04:38:58	2019 JUN 18 04:39:45	278.00	-175.69	-166.51	-164.97	-64.64	-58.10	-56.58	16.13	14	-	-	-		
ACS	32	Egress	2019 JUN 18 05:16:10	2019 JUN 18 05:16:55	2019 JUN 18 05:20:26	256.00	-101.57	-98.22	-79.30	67.77	68.88	72.58	21.29	14	-	-	-		
NOMAD	33	Ingress	2019 JUN 18 06:33:00	2019 JUN 18 06:36:51	2019 JUN 18 06:37:39	279.00	155.63	164.85	166.41	-64.62	-58.04	-56.48	16.13	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	33	Egress	2019 JUN 18 07:14:00	2019 JUN 18 07:14:45	2019 JUN 18 07:18:17	257.00	-130.69	-127.37	-108.42	67.60	68.73	72.51	21.26	1	CO 01	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	34	Ingress	2019 JUN 18 08:30:56	2019 JUN 18 08:34:48	2019 JUN 18 08:35:36	280.00	127.14	136.36	137.92	-64.50	-57.84	-56.27	16.14	14	-	-	-		
ACS	34	Egress	2019 JUN 18 09:11:52	2019 JUN 18 09:12:38	2019 JUN 18 09:16:10	258.00	-159.83	-156.46	-137.58	67.43	68.59	72.45	21.24	14	-	-	-		
NOMAD	35	Ingress	2019 JUN 18 10:28:55	2019 JUN 18 10:32:48	2019 JUN 18 10:33:36	281.00	98.65	107.87	109.42	-64.37	-57.62	-56.04	16.16	1	CO Fullscan Fast	Diffraction order stepping (fullscan): 10 orders from 185 to 195 in steps of 1 (6 order(s) per 1 second(s))	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	35	Egress	2019 JUN 18 11:09:45	2019 JUN 18 11:10:31	2019 JUN 18 11:14:04	259.00	170.97	174.31	-166.83	67.23	68.41	72.37	21.20	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	36	Ingress	2019 JUN 18 12:26:54	2019 JUN 18 12:30:48	2019 JUN 18 12:31:36	282.00	70.02	79.30	80.84	-64.31	-57.48	-55.88	16.17	14	-	-	-		
N/A	36	Egress	2019 JUN 18 13:07:39	2019 JUN 18 13:08:25	2019 JUN 18 13:11:59	260.00	141.77	145.07	163.89	67.02	68.22	72.29	21.16	14	-	-	-		
N/A	37	Ingress	2019 JUN 18 14:24:53	2019 JUN 18 14:28:47	2019 JUN 18 14:29:36	283.00	41.31	50.62	52.21	-64.29	-57.42	-55.78	16.17	7	-	-	-		
N/A	37	Egress	2019 JUN 18 15:05:34	2019 JUN 18 15:06:20	2019 JUN 18 15:09:55	261.00	112.58	115.85	134.63	66.82	68.04	72.20	21.13	7	-	-	-		
NOMAD	38	Ingress	2019 JUN 18 16:22:48	2019 JUN 18 16:26:44	2019 JUN 18 16:27:33	285.00	12.50	21.96	23.55	-64.33	-57.37	-55.72	16.17	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	38	Egress	2019 JUN 18 17:03:26	2019 JUN 18 17:04:13	2019 JUN 18 17:07:49	263.00	83.36	86.66	105.40	66.60	67.86	72.12	21.09	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	39	Ingress	2019 JUN 18 18:20:39	2019 JUN 18 18:24:37	2019 JUN 18 18:25:26	287.00	-16.27	-6.68	-5.09	-64.35	-57.30	-55.64	16.18	14	-	-	-		
ACS	39	Egress	2019 JUN 18 19:01:14	2019 JUN 18 19:02:01	2019 JUN 18 19:05:38	264.00	54.12	57.38	76.02	66.35	67.64	72.01	21.05	14	-	-	-		
NOMAD	40	Ingress	2019 JUN 18 20:18:33	2019 JUN 18 20:22:32	2019 JUN 18 20:23:21	288.00	-44.80	-35.20	-33.61	-64.26	-57.12	-55.45	16.19	1	BgSubTest 04	Science: orders #168, #136, #189, #119, #166, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	40	Egress	2019 JUN 18 20:59:04	2019 JUN 18 20:59:51	2019 JUN 18 21:03:29	265.00	24.98	28.21	46.81	66.15	67.45	71.93	21.02	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	41	Ingress	2019 JUN 18 22:16:33	2019 JUN 18 22:20:32	2019 JUN 18 22:21:22	289.00	-73.25	-63.70	-62.09	-64.10	-56.91	-55.19	16.20	14	-	-	-		
ACS	41	Egress	2019 JUN 18 22:56:58	2019 JUN 18 22:57:45	2019 JUN 18 23:01:24	266.00	-4.09	-0.90	17.72	65.97	67.29	71.86	20.99	14	-	-	-		
N/A	42	Ingress	2019 JUN 19 00:14:33	2019 JUN 19 00:18:33	2019 JUN 19 00:19:23	290.00	-101.80	-92.24	-90.64	-64.00	-56.72	-54.99	16.22	3	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
N/A	42	Egress	2019 JUN 19 00:54:53	2019 JUN 19 00:55:41	2019 JUN 19 00:59:21	268.00	-33.29	-30.06	-11.49	65.74	67.10	71.77	20.96	3	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	43	Ingress	2019 JUN 19 02:12:30	2019 JUN 19 02:16:31	2019 JUN 19 02:17:21	291.00	-130.47	-120.84	-119.24	-63.96	-56.60	-54.87	16.22	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
