Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
7	Dayside	2019 JUN 16 04:19:58	2019 JUN 16 04:49:28	2019 JUN 16 05:18:59	3541.32	-31.93	78.82	133.63	71.67	9.68	-71.68	30.93	9.92	1	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3	&daysideMatch:NILI FOSSAE; 	
8	Nightside	2019 JUN 16 05:18:59	2019 JUN 16 05:48:24	2019 JUN 16 06:17:50	3530.78	133.63	-115.19	-60.74	-71.68	-8.11	71.68	148.95	21.95	1	-	-	-		
8	Dayside	2019 JUN 16 06:17:50	2019 JUN 16 06:47:20	2019 JUN 16 07:16:51	3541.33	-60.74	49.90	104.85	71.68	9.61	-71.69	31.17	9.91	1	-		COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
9	Nightside	2019 JUN 16 07:16:51	2019 JUN 16 07:46:18	2019 JUN 16 08:15:44	3533.25	104.85	-144.13	-89.43	-71.69	-8.07	71.67	148.70	21.93	14	-	-	-		
9	Dayside	2019 JUN 16 08:15:44	2019 JUN 16 08:45:16	2019 JUN 16 09:14:47	3542.73	-89.43	20.94	76.18	71.67	9.53	-71.67	31.44	9.89	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
10	Nightside	2019 JUN 16 09:14:47	2019 JUN 16 09:44:14	2019 JUN 16 10:13:41	3533.97	76.18	-173.11	-118.21	-71.67	-8.00	71.67	148.42	21.91	1	-	-	-		
10	Dayside	2019 JUN 16 10:13:41	2019 JUN 16 10:43:13	2019 JUN 16 11:12:46	3544.67	-118.21	-8.04	47.38	71.67	9.50	-71.67	31.71	9.87	1	LNO Ice Index 2SUBD 01	Science: orders #153, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
11	Nightside	2019 JUN 16 11:12:46	2019 JUN 16 11:42:12	2019 JUN 16 12:11:38	3532.55	47.38	157.91	-147.09	-71.67	-7.94	71.68	148.15	21.89	14	-	-	-		
11	Dayside	2019 JUN 16 12:11:38	2019 JUN 16 12:41:11	2019 JUN 16 13:10:44	3545.65	-147.09	-37.02	18.42	71.68	9.47	-71.70	31.98	9.86	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
12	Nightside	2019 JUN 16 13:10:44	2019 JUN 16 13:40:09	2019 JUN 16 14:09:35	3530.67	18.42	128.94	-176.05	-71.70	-7.94	71.72	147.89	21.88	3	-	-	-		
12	Dayside	2019 JUN 16 14:09:35	2019 JUN 16 14:39:07	2019 JUN 16 15:08:39	3544.73	-176.05	-65.98	-10.63	71.72	9.45	-71.74	32.23	9.84	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3	&daysideMatch:COPRATES RISE; 	
13	Nightside	2019 JUN 16 15:08:39	2019 JUN 16 15:38:04	2019 JUN 16 16:07:29	3529.36	-10.63	99.98	154.93	-71.74	-7.96	71.76	147.65	21.86	1	-	-	-		
13	Dayside	2019 JUN 16 16:07:29	2019 JUN 16 16:37:00	2019 JUN 16 17:06:32	3542.90	154.93	-94.92	-39.61	71.76	9.44	-71.78	32.47	9.82	1	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
14	Nightside	2019 JUN 16 17:06:32	2019 JUN 16 17:35:56	2019 JUN 16 18:05:21	3529.24	-39.61	71.06	125.99	-71.78	-7.93	71.79	147.41	21.84	14	-	-	-		
14	Dayside	2019 JUN 16 18:05:21	2019 JUN 16 18:34:52	2019 JUN 16 19:04:24	3543.21	125.99	-123.85	-68.37	71.79	9.44	-71.78	32.71	9.80	14	-		COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
15	Nightside	2019 JUN 16 19:04:24	2019 JUN 16 19:33:49	2019 JUN 16 20:03:14	3530.25	-68.37	42.13	97.26	-71.78	-7.85	71.78	147.16	21.83	1	-	-	-		
15	Dayside	2019 JUN 16 20:03:14	2019 JUN 16 20:32:47	2019 JUN 16 21:02:20	3545.38	97.26	-152.80	-97.09	71.78	9.37	-71.77	32.97	9.79	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
16	Nightside	2019 JUN 16 21:02:20	2019 JUN 16 21:31:46	2019 JUN 16 22:01:12	3531.98	-97.09	13.17	68.57	-71.77	-7.82	71.76	146.90	21.81	1	-	-	-		
16	Dayside	2019 JUN 16 22:01:12	2019 JUN 16 22:30:44	2019 JUN 16 23:00:17	3545.12	68.57	178.23	-125.92	71.76	9.28	-71.77	33.25	9.77	1	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
17	Nightside	2019 JUN 16 23:00:17	2019 JUN 16 23:29:43	2019 JUN 16 23:59:10	3532.88	-125.92	-15.82	39.71	-71.77	-7.80	71.77	146.63	21.79	14	-	-	-		
17	Dayside	2019 JUN 16 23:59:10	2019 JUN 17 00:28:42	2019 JUN 17 00:58:13	3543.78	39.71	149.25	-154.84	71.77	9.25	-71.80	33.52	9.75	14	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
18	Nightside	2019 JUN 17 00:58:13	2019 JUN 17 01:27:40	2019 JUN 17 01:57:06	3532.70	-154.84	-44.79	10.69	-71.80	-7.76	71.81	146.36	21.77	14	-	-	-		
18	Dayside	2019 JUN 17 01:57:06	2019 JUN 17 02:26:37	2019 JUN 17 02:56:08	3542.37	10.69	120.28	176.18	71.81	9.28	-71.83	33.77	9.73	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
19	Nightside	2019 JUN 17 02:56:08	2019 JUN 17 03:25:34	2019 JUN 17 03:55:00	3531.51	176.18	-73.75	-18.36	-71.83	-7.73	71.86	146.10	21.76	1	-	-	-		
19	Dayside	2019 JUN 17 03:55:00	2019 JUN 17 04:24:31	2019 JUN 17 04:54:02	3541.58	-18.36	91.33	147.18	71.86	9.30	-71.87	34.01	9.72	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
20	Nightside	2019 JUN 17 04:54:02	2019 JUN 17 05:23:27	2019 JUN 17 05:52:52	3530.31	147.18	-102.68	-47.29	-71.87	-7.72	71.88	145.87	21.74	14	-	-	-		
20	Dayside	2019 JUN 17 05:52:52	2019 JUN 17 06:22:22	2019 JUN 17 06:51:53	3541.03	-47.29	62.41	118.29	71.88	9.26	-71.89	34.24	9.70	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
21	Nightside	2019 JUN 17 06:51:53	2019 JUN 17 07:21:19	2019 JUN 17 07:50:45	3532.24	118.29	-131.60	-76.01	-71.89	-7.70	71.87	145.63	21.72	1	-	-	-		
21	Dayside	2019 JUN 17 07:50:45	2019 JUN 17 08:20:16	2019 JUN 17 08:49:47	3541.83	-76.01	33.47	89.59	71.87	9.19	-71.87	34.50	9.68	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
22	Nightside	2019 JUN 17 08:49:47	2019 JUN 17 09:19:14	2019 JUN 17 09:48:41	3533.96	89.59	-160.56	-104.73	-71.87	-7.63	71.87	145.37	21.71	1	-	-	-		
22	Dayside	2019 JUN 17 09:48:41	2019 JUN 17 10:18:13	2019 JUN 17 10:47:45	3543.80	-104.73	4.50	60.87	71.87	9.15	-71.86	34.77	9.67	1	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
23	Nightside	2019 JUN 17 10:47:45	2019 JUN 17 11:17:11	2019 JUN 17 11:46:38	3533.07	60.87	170.47	-133.57	-71.86	-7.56	71.87	145.09	21.69	3	-	-	-		
23	Dayside	2019 JUN 17 11:46:38	2019 JUN 17 12:16:10	2019 JUN 17 12:45:43	3545.28	-133.57	-24.48	31.98	71.87	9.12	-71.88	35.04	9.65	3	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
24	Nightside	2019 JUN 17 12:45:43	2019 JUN 17 13:15:09	2019 JUN 17 13:44:34	3531.19	31.98	141.49	-162.51	-71.88	-7.54	71.90	144.82	21.67	14	-	-	-		
24	Dayside	2019 JUN 17 13:44:34	2019 JUN 17 14:14:07	2019 JUN 17 14:43:39	3545.01	-162.51	-53.45	2.93	71.90	9.09	-71.92	35.30	9.63	14	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
25	Nightside	2019 JUN 17 14:43:39	2019 JUN 17 15:13:04	2019 JUN 17 15:42:29	3529.64	2.93	112.52	168.47	-71.92	-7.57	71.93	144.58	21.65	1	-	-	-		
25	Dayside	2019 JUN 17 15:42:29	2019 JUN 17 16:12:01	2019 JUN 17 16:41:32	3543.29	168.47	-82.39	-26.13	71.93	9.08	-71.96	35.54	9.61	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
26	Nightside	2019 JUN 17 16:41:32	2019 JUN 17 17:10:57	2019 JUN 17 17:40:21	3529.03	-26.13	83.58	139.46	-71.96	-7.57	71.97	144.34	21.64	14	-	-	-		
26	Dayside	2019 JUN 17 17:40:21	2019 JUN 17 18:09:52	2019 JUN 17 18:39:24	3542.35	139.46	-111.32	-54.97	71.97	9.08	-71.97	35.78	9.60	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
27	Nightside	2019 JUN 17 18:39:24	2019 JUN 17 19:08:48	2019 JUN 17 19:38:13	3529.75	-54.97	54.66	110.65	-71.97	-7.51	71.98	144.10	21.62	1	-	-	-		
27	Dayside	2019 JUN 17 19:38:13	2019 JUN 17 20:07:46	2019 JUN 17 20:37:18	3544.39	110.65	-140.26	-83.64	71.98	9.04	-71.96	36.03	9.58	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
28	Nightside	2019 JUN 17 20:37:18	2019 JUN 17 21:06:44	2019 JUN 17 21:36:09	3531.71	-83.64	25.72	82.01	-71.96	-7.45	71.95	143.84	21.60	14	-	-	-		
28	Dayside	2019 JUN 17 21:36:09	2019 JUN 17 22:05:42	2019 JUN 17 22:35:14	3544.95	82.01	-169.22	-112.42	71.95	8.94	-71.95	36.30	9.56	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
29	Nightside	2019 JUN 17 22:35:14	2019 JUN 17 23:04:41	2019 JUN 17 23:34:07	3533.06	-112.42	-3.26	53.23	-71.95	-7.43	71.95	143.58	21.59	1	-	-	-		
29	Dayside	2019 JUN 17 23:34:07	2019 JUN 18 00:03:39	2019 JUN 18 00:33:11	3543.91	53.23	161.80	-141.31	71.95	8.88	-71.97	36.58	9.55	1	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
30	Nightside	2019 JUN 18 00:33:11	2019 JUN 18 01:02:38	2019 JUN 18 01:32:05	3533.35	-141.31	-32.24	24.27	-71.97	-7.40	71.97	143.30	21.57	3	-	-	-		
30	Dayside	2019 JUN 18 01:32:05	2019 JUN 18 02:01:36	2019 JUN 18 02:31:07	3542.44	24.27	132.82	-170.28	71.97	8.89	-71.99	36.84	9.53	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
31	Nightside	2019 JUN 18 02:31:07	2019 JUN 18 03:00:33	2019 JUN 18 03:30:00	3532.40	-170.28	-61.21	-4.80	-71.99	-7.37	72.02	143.04	21.55	1	-	-	-		
31	Dayside	2019 JUN 18 03:30:00	2019 JUN 18 03:59:30	2019 JUN 18 04:29:01	3541.43	-4.80	103.87	160.71	72.02	8.93	-72.03	37.08	9.51	1	-		COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
32	Nightside	2019 JUN 18 04:29:01	2019 JUN 18 04:58:27	2019 JUN 18 05:27:52	3531.03	160.71	-90.15	-33.82	-72.03	-7.36	72.05	142.79	21.53	14	-	-	-		
32	Dayside	2019 JUN 18 05:27:52	2019 JUN 18 05:57:22	2019 JUN 18 06:26:53	3540.67	-33.82	74.94	131.74	72.05	8.93	-72.06	37.31	9.49	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
33	Nightside	2019 JUN 18 06:26:53	2019 JUN 18 06:56:18	2019 JUN 18 07:25:44	3531.53	131.74	-119.08	-62.60	-72.06	-7.36	72.05	142.56	21.52	1	-	-	-		
33	Dayside	2019 JUN 18 07:25:44	2019 JUN 18 07:55:15	2019 JUN 18 08:24:45	3540.96	-62.60	46.02	102.99	72.05	8.85	-72.05	37.56	9.48	1	LNO Ice Index 2SUBD 01	Science: orders #153, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
34	Nightside	2019 JUN 18 08:24:45	2019 JUN 18 08:54:12	2019 JUN 18 09:23:39	3534.13	102.99	-148.02	-91.28	-72.05	-7.31	72.04	142.31	21.50	14	-	-	-		
34	Dayside	2019 JUN 18 09:23:39	2019 JUN 18 09:53:11	2019 JUN 18 10:22:42	3542.63	-91.28	17.05	74.33	72.04	8.78	-72.03	37.83	9.46	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
35	Nightside	2019 JUN 18 10:22:42	2019 JUN 18 10:52:09	2019 JUN 18 11:21:36	3534.19	74.33	-176.99	-120.07	-72.03	-7.23	72.04	142.03	21.48	1	-	-	-		
35	Dayside	2019 JUN 18 11:21:36	2019 JUN 18 11:51:08	2019 JUN 18 12:20:41	3544.46	-120.07	-11.93	45.51	72.04	8.75	-72.03	38.10	9.44	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
36	Nightside	2019 JUN 18 12:20:41	2019 JUN 18 12:50:07	2019 JUN 18 13:19:33	3532.53	45.51	154.03	-148.98	-72.03	-7.18	72.05	141.76	21.46	14	-	-	-		
36	Dayside	2019 JUN 18 13:19:33	2019 JUN 18 13:49:06	2019 JUN 18 14:18:38	3545.11	-148.98	-40.91	16.50	72.05	8.73	-72.07	38.37	9.42	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
37	Nightside	2019 JUN 18 14:18:38	2019 JUN 18 14:48:04	2019 JUN 18 15:17:29	3530.65	16.50	125.05	-177.99	-72.07	-7.20	72.08	141.50	21.45	7	Nominal Nightside 02	Science: orders #162, #163, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
37	Dayside	2019 JUN 18 15:17:29	2019 JUN 18 15:47:01	2019 JUN 18 16:16:33	3543.93	-177.99	-69.86	-12.59	72.08	8.72	-72.11	38.62	9.41	7	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
38	Nightside	2019 JUN 18 16:16:33	2019 JUN 18 16:45:58	2019 JUN 18 17:15:22	3529.52	-12.59	96.10	152.97	-72.11	-7.23	72.12	141.26	21.43	1	-	-	-		
38	Dayside	2019 JUN 18 17:15:22	2019 JUN 18 17:44:53	2019 JUN 18 18:14:24	3542.14	152.97	-98.80	-41.57	72.12	8.73	-72.13	38.86	9.39	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
39	Nightside	2019 JUN 18 18:14:24	2019 JUN 18 18:43:49	2019 JUN 18 19:13:14	3529.60	-41.57	67.17	124.03	-72.13	-7.20	72.14	141.02	21.41	14	-	-	-		
39	Dayside	2019 JUN 18 19:13:14	2019 JUN 18 19:42:46	2019 JUN 18 20:12:17	3542.99	124.03	-127.74	-70.29	72.14	8.72	-72.13	39.10	9.37	14	-		COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
40	Nightside	2019 JUN 18 20:12:17	2019 JUN 18 20:41:43	2019 JUN 18 21:11:08	3530.99	-70.29	38.24	95.35	-72.13	-7.11	72.13	140.77	21.40	1	-	-	-		
40	Dayside	2019 JUN 18 21:11:08	2019 JUN 18 21:40:41	2019 JUN 18 22:10:13	3544.93	95.35	-156.69	-99.01	72.13	8.65	-72.12	39.36	9.36	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
41	Nightside	2019 JUN 18 22:10:13	2019 JUN 18 22:39:39	2019 JUN 18 23:09:06	3532.65	-99.01	9.28	66.65	-72.12	-7.08	72.11	140.51	21.38	14	-	-	-		
41	Dayside	2019 JUN 18 23:09:06	2019 JUN 18 23:38:38	2019 JUN 19 00:08:10	3544.33	66.65	174.34	-127.87	72.11	8.56	-72.12	39.64	9.34	14	-		COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
42	Nightside	2019 JUN 19 00:08:10	2019 JUN 19 00:37:37	2019 JUN 19 01:07:03	3533.36	-127.87	-19.71	37.75	-72.12	-7.06	72.12	140.24	21.36	3	-	-	-		
42	Dayside	2019 JUN 19 01:07:03	2019 JUN 19 01:36:35	2019 JUN 19 02:06:06	3542.91	37.75	145.35	-156.81	72.12	8.55	-72.14	39.91	9.32	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3	&daysideMatch:AEOLIS MENSAE MFF; 	
43	Nightside	2019 JUN 19 02:06:06	2019 JUN 19 02:35:33	2019 JUN 19 03:04:59	3532.91	-156.81	-48.68	8.69	-72.14	-7.03	72.16	139.97	21.34	1	-	-	-		
43	Dayside	2019 JUN 19 03:04:59	2019 JUN 19 03:34:30	2019 JUN 19 04:04:01	3541.55	8.69	116.38	174.17	72.16	8.59	-72.17	40.16	9.30	1	-		COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3		
44	Nightside	2019 JUN 19 04:04:01	2019 JUN 19 04:33:27	2019 JUN 19 05:02:52	3531.62	174.17	-77.63	-20.39	-72.17	-7.02	72.20	139.71	21.32	14	-	-	-		
44	Dayside	2019 JUN 19 05:02:52	2019 JUN 19 05:32:23	2019 JUN 19 06:01:53	3540.79	-20.39	87.44	145.15	72.20	8.62	-72.20	40.40	9.29	14	-		COP row 79: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 21964 ms, Binning=0		
45	Nightside	2019 JUN 19 06:01:53	2019 JUN 19 06:31:19	2019 JUN 19 07:00:44	3530.78	145.15	-106.57	-49.30	-72.20	-7.02	72.21	139.48	21.31	1	-	-	-		
45	Dayside	2019 JUN 19 07:00:44	2019 JUN 19 07:30:14	2019 JUN 19 07:59:44	3540.47	-49.30	58.52	116.28	72.21	8.57	-72.21	40.64	9.27	1	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
46	Nightside	2019 JUN 19 07:59:44	2019 JUN 19 08:29:11	2019 JUN 19 08:58:37	3533.11	116.28	-135.50	-78.00	-72.21	-7.00	72.20	139.24	21.29	1	-	-	-		
46	Dayside	2019 JUN 19 08:58:37	2019 JUN 19 09:28:08	2019 JUN 19 09:57:39	3541.37	-78.00	29.58	87.61	72.20	8.49	-72.20	40.90	9.25	1	-		COP row 85: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12081 ms, Binning=3		
47	Nightside	2019 JUN 19 09:57:39	2019 JUN 19 10:27:06	2019 JUN 19 10:56:33	3534.62	87.61	-164.45	-106.73	-72.20	-6.93	72.19	138.97	21.27	3	-	-	-		
47	Dayside	2019 JUN 19 10:56:33	2019 JUN 19 11:26:05	2019 JUN 19 11:55:37	3543.36	-106.73	0.60	58.87	72.19	8.45	-72.19	41.17	9.23	3	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 95: NADIR: Horizontal Bin (57:240;0:1047), Tint = 20000 ms,20 bit,Rhythm = 21964 ms, Binning=3	&daysideMatch:MERIDIANI SULPHATES; 	
