Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
6	Nightside	2021 FEB 21 00:11:53	2021 FEB 21 00:41:15	2021 FEB 21 01:10:37	3524.28	91.77	119.33	-102.53	58.88	-25.72	-58.79	126.31	20.63	14	-	-	-		
6	Dayside	2021 FEB 21 01:10:37	2021 FEB 21 01:40:13	2021 FEB 21 02:09:49	3552.58	-102.53	-74.67	63.07	-58.79	27.15	58.75	53.82	8.65	14	-		COP row -1: UVIS off		
7	Nightside	2021 FEB 21 02:09:49	2021 FEB 21 02:39:11	2021 FEB 21 03:08:33	3523.41	63.07	90.43	-131.23	58.75	-25.90	-58.64	126.09	20.62	14	-	-	-		
7	Dayside	2021 FEB 21 03:08:33	2021 FEB 21 03:38:09	2021 FEB 21 04:07:45	3552.36	-131.23	-103.55	34.35	-58.64	27.34	58.53	54.03	8.64	14	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
8	Nightside	2021 FEB 21 04:07:45	2021 FEB 21 04:37:07	2021 FEB 21 05:06:29	3524.23	34.35	61.58	-159.95	58.53	-26.18	-58.41	125.89	20.61	1	-	-	-		
8	Dayside	2021 FEB 21 05:06:29	2021 FEB 21 05:36:07	2021 FEB 21 06:05:45	3555.06	-159.95	-132.39	5.61	-58.41	27.59	58.23	54.21	8.63	1	Surface 3SUBD 02	Science: orders #191, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&daysideMatch:OLYMPUS MONS; 	
9	Nightside	2021 FEB 21 06:05:45	2021 FEB 21 06:35:07	2021 FEB 21 07:04:30	3525.57	5.61	32.74	171.30	58.23	-26.49	-58.09	125.70	20.60	1	-	-	-		
9	Dayside	2021 FEB 21 07:04:30	2021 FEB 21 07:34:08	2021 FEB 21 08:03:47	3556.45	171.30	-161.25	-23.14	-58.09	27.91	57.94	54.41	8.62	1	-		COP row -1: UVIS off		
10	Nightside	2021 FEB 21 08:03:47	2021 FEB 21 08:33:10	2021 FEB 21 09:02:33	3526.72	-23.14	3.85	142.54	57.94	-26.75	-57.80	125.50	20.59	14	-	-	-		
10	Dayside	2021 FEB 21 09:02:33	2021 FEB 21 09:32:11	2021 FEB 21 10:01:49	3555.27	142.54	169.86	-51.88	-57.80	28.21	57.71	54.63	8.61	14	-		COP row -1: UVIS off		
11	Nightside	2021 FEB 21 10:01:49	2021 FEB 21 10:31:12	2021 FEB 21 11:00:36	3527.40	-51.88	-25.07	113.81	57.71	-26.99	-57.59	125.27	20.57	1	-	-	-		
11	Dayside	2021 FEB 21 11:00:36	2021 FEB 21 11:30:12	2021 FEB 21 11:59:49	3553.03	113.81	140.95	-80.61	-57.59	28.44	57.52	54.85	8.60	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&daysideMatch:INSIGHT; 	
12	Nightside	2021 FEB 21 11:59:49	2021 FEB 21 12:29:12	2021 FEB 21 12:58:36	3526.60	-80.61	-54.00	85.09	57.52	-27.21	-57.44	125.03	20.56	14	-	-	-		
12	Dayside	2021 FEB 21 12:58:36	2021 FEB 21 13:28:11	2021 FEB 21 13:57:47	3551.38	85.09	112.02	-109.32	-57.44	28.63	57.35	55.08	8.59	14	-		COP row -1: UVIS off		
13	Nightside	2021 FEB 21 13:57:47	2021 FEB 21 14:27:09	2021 FEB 21 14:56:32	3524.80	-109.32	-82.90	56.39	57.35	-27.42	-57.28	124.81	20.55	1	-	-	-		
13	Dayside	2021 FEB 21 14:56:32	2021 FEB 21 15:26:08	2021 FEB 21 15:55:44	3551.89	56.39	83.13	-138.03	-57.28	28.85	57.17	55.30	8.57	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&ingressMatch:OLYMPICA FOSSAE-JOVIS THOLUS; &daysideMatch:PERSEVERANCE; 	
14	Nightside	2021 FEB 21 15:55:44	2021 FEB 21 16:25:06	2021 FEB 21 16:54:29	3524.88	-138.03	-111.76	27.66	57.17	-27.66	-57.02	124.62	20.54	14	-	-	-		
14	Dayside	2021 FEB 21 16:54:29	2021 FEB 21 17:24:05	2021 FEB 21 17:53:42	3553.74	27.66	54.30	-166.76	-57.02	29.15	56.88	55.49	8.56	14	-		COP row -1: UVIS off		
15	Nightside	2021 FEB 21 17:53:42	2021 FEB 21 18:23:06	2021 FEB 21 18:52:30	3527.49	-166.76	-140.59	-1.09	56.88	-27.97	-56.70	124.44	20.53	1	-	-	-		
15	Dayside	2021 FEB 21 18:52:30	2021 FEB 21 19:22:07	2021 FEB 21 19:51:45	3554.96	-1.09	25.46	164.48	-56.70	29.43	56.54	55.66	8.56	1	Surface Ice 3SUBD 01	Science: orders #199, #194, #188, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
16	Nightside	2021 FEB 21 19:51:45	2021 FEB 21 20:21:09	2021 FEB 21 20:50:33	3527.82	164.48	-169.45	-29.84	56.54	-28.32	-56.42	124.23	20.52	1	-	-	-		
16	Dayside	2021 FEB 21 20:50:33	2021 FEB 21 21:20:10	2021 FEB 21 21:49:48	3555.34	-29.84	-3.43	135.72	-56.42	29.70	56.27	55.87	8.55	1	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0	&ingressMatch:CERBERUS FOSSAE; 	
17	Nightside	2021 FEB 21 21:49:48	2021 FEB 21 22:19:11	2021 FEB 21 22:48:34	3526.38	135.72	161.65	-58.58	56.27	-28.61	-56.18	124.01	20.51	14	-	-	-		
17	Dayside	2021 FEB 21 22:48:34	2021 FEB 21 23:18:12	2021 FEB 21 23:47:50	3555.39	-58.58	-32.35	106.99	-56.18	29.96	56.06	56.11	8.53	14	-		COP row -1: UVIS off		
18	Nightside	2021 FEB 21 23:47:50	2021 FEB 22 00:17:12	2021 FEB 22 00:46:34	3524.07	106.99	132.72	-87.31	56.06	-28.83	-55.97	123.78	20.50	3	-	-	-		
18	Dayside	2021 FEB 22 00:46:34	2021 FEB 22 01:16:11	2021 FEB 22 01:45:48	3554.70	-87.31	-61.27	78.27	-55.97	30.21	55.90	56.34	8.52	3	Surface Ice 4SUBD 02	Science: orders #199, #189, #188, #187, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
19	Nightside	2021 FEB 22 01:45:48	2021 FEB 22 02:15:10	2021 FEB 22 02:44:31	3522.74	78.27	103.81	-116.02	55.90	-29.04	-55.78	123.56	20.48	1	-	-	-		
19	Dayside	2021 FEB 22 02:44:31	2021 FEB 22 03:14:08	2021 FEB 22 03:43:45	3553.53	-116.02	-90.16	49.56	-55.78	30.44	55.70	56.56	8.51	1	-		COP row -1: UVIS off		
20	Nightside	2021 FEB 22 03:43:45	2021 FEB 22 04:13:06	2021 FEB 22 04:42:27	3522.77	49.56	74.95	-144.74	55.70	-29.29	-55.57	123.36	20.47	14	-	-	-		
20	Dayside	2021 FEB 22 04:42:27	2021 FEB 22 05:12:05	2021 FEB 22 05:41:43	3555.76	-144.74	-118.99	20.82	-55.57	30.69	55.39	56.73	8.50	14	-		COP row -1: UVIS off		
21	Nightside	2021 FEB 22 05:41:43	2021 FEB 22 06:11:05	2021 FEB 22 06:40:27	3524.03	20.82	46.14	-173.48	55.39	-29.63	-55.24	123.19	20.46	14	-	-	-		
21	Dayside	2021 FEB 22 06:40:27	2021 FEB 22 07:10:06	2021 FEB 22 07:39:46	3558.26	-173.48	-147.82	-7.94	-55.24	31.03	55.04	56.91	8.49	14	-		COP row -1: UVIS off		
22	Nightside	2021 FEB 22 07:39:46	2021 FEB 22 08:09:08	2021 FEB 22 08:38:31	3525.23	-7.94	17.29	157.75	55.04	-29.95	-54.88	123.00	20.46	1	-	-	-		
22	Dayside	2021 FEB 22 08:38:31	2021 FEB 22 09:08:10	2021 FEB 22 09:37:49	3557.81	157.75	-176.67	-36.69	-54.88	31.38	54.75	57.12	8.48	1	-		COP row -1: UVIS off		
23	Nightside	2021 FEB 22 09:37:49	2021 FEB 22 10:07:12	2021 FEB 22 10:36:35	3526.06	-36.69	-11.60	128.99	54.75	-30.23	-54.60	122.80	20.45	14	-	-	-		
23	Dayside	2021 FEB 22 10:36:35	2021 FEB 22 11:06:13	2021 FEB 22 11:35:50	3555.79	128.99	154.44	-65.43	-54.60	31.68	54.50	57.33	8.47	14	-		COP row -1: UVIS off		
24	Nightside	2021 FEB 22 11:35:50	2021 FEB 22 12:05:13	2021 FEB 22 12:34:36	3525.96	-65.43	-40.52	100.26	54.50	-30.50	-54.39	122.56	20.43	1	-	-	-		
24	Dayside	2021 FEB 22 12:34:36	2021 FEB 22 13:04:13	2021 FEB 22 13:33:50	3553.56	100.26	125.53	-94.16	-54.39	31.91	54.30	57.55	8.46	1	Ice H2O 2SUBD #1	Science: orders #193, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0		
25	Nightside	2021 FEB 22 13:33:50	2021 FEB 22 14:03:12	2021 FEB 22 14:32:34	3524.44	-94.16	-69.43	71.55	54.30	-30.74	-54.22	122.34	20.42	1	-	-	-		
25	Dayside	2021 FEB 22 14:32:34	2021 FEB 22 15:02:11	2021 FEB 22 15:31:47	3553.03	71.55	96.62	-122.87	-54.22	32.14	54.09	57.77	8.45	1	-		COP row -1: UVIS off		
26	Nightside	2021 FEB 22 15:31:47	2021 FEB 22 16:01:09	2021 FEB 22 16:30:30	3523.01	-122.87	-98.29	42.83	54.09	-30.99	-53.96	122.14	20.41	14	-	-	-		
26	Dayside	2021 FEB 22 16:30:30	2021 FEB 22 17:00:08	2021 FEB 22 17:29:45	3554.97	42.83	67.79	-151.61	-53.96	32.44	53.81	57.96	8.44	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
27	Nightside	2021 FEB 22 17:29:45	2021 FEB 22 17:59:08	2021 FEB 22 18:28:30	3524.94	-151.61	-127.10	14.08	53.81	-31.31	-53.60	121.98	20.40	1	-	-	-		
27	Dayside	2021 FEB 22 18:28:30	2021 FEB 22 18:58:09	2021 FEB 22 19:27:47	3557.17	14.08	38.99	179.63	-53.60	32.78	53.43	58.12	8.43	1	-		COP row -1: UVIS off		
28	Nightside	2021 FEB 22 19:27:47	2021 FEB 22 19:57:11	2021 FEB 22 20:26:34	3526.22	179.63	-155.92	-14.69	53.43	-31.70	-53.26	121.79	20.40	14	-	-	-		
28	Dayside	2021 FEB 22 20:26:34	2021 FEB 22 20:56:13	2021 FEB 22 21:25:52	3557.81	-14.69	10.15	150.86	-53.26	33.09	53.08	58.30	8.43	14	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
29	Nightside	2021 FEB 22 21:25:52	2021 FEB 22 21:55:14	2021 FEB 22 22:24:37	3525.52	150.86	175.22	-43.44	53.08	-32.05	-52.96	121.59	20.39	1	-	-	-		
29	Dayside	2021 FEB 22 22:24:37	2021 FEB 22 22:54:16	2021 FEB 22 23:23:55	3557.97	-43.44	-18.74	122.11	-52.96	33.40	52.80	58.52	8.42	1	CH4 3SUBD 01	Science: orders #134, #136, #168, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&ingressMatch:CURIOSITY; 	
30	Nightside	2021 FEB 22 23:23:55	2021 FEB 22 23:53:17	2021 FEB 23 00:22:38	3523.49	122.11	146.32	-72.19	52.80	-32.35	-52.69	121.37	20.38	14	-	-	-		
30	Dayside	2021 FEB 23 00:22:38	2021 FEB 23 00:52:17	2021 FEB 23 01:21:56	3557.40	-72.19	-47.65	93.38	-52.69	33.69	52.58	58.75	8.40	14	-		COP row -1: UVIS off		
31	Nightside	2021 FEB 23 01:21:56	2021 FEB 23 01:51:17	2021 FEB 23 02:20:37	3521.59	93.38	117.42	-100.91	52.58	-32.60	-52.45	121.15	20.36	1	-	-	-		
31	Dayside	2021 FEB 23 02:20:37	2021 FEB 23 02:50:16	2021 FEB 23 03:19:54	3556.32	-100.91	-76.54	64.66	-52.45	33.96	52.37	58.97	8.39	1	-		COP row -1: UVIS off		
32	Nightside	2021 FEB 23 03:19:54	2021 FEB 23 03:49:14	2021 FEB 23 04:18:35	3521.00	64.66	88.54	-129.63	52.37	-32.86	-52.22	120.95	20.35	14	-	-	-		
32	Dayside	2021 FEB 23 04:18:35	2021 FEB 23 04:48:13	2021 FEB 23 05:17:51	3556.64	-129.63	-105.38	35.93	-52.22	34.23	52.06	59.15	8.38	14	-		COP row -1: UVIS off		
33	Nightside	2021 FEB 23 05:17:51	2021 FEB 23 05:47:13	2021 FEB 23 06:16:34	3522.23	35.93	59.75	-158.38	52.06	-33.23	-51.89	120.77	20.35	14	-	-	-		
33	Dayside	2021 FEB 23 06:16:34	2021 FEB 23 06:46:14	2021 FEB 23 07:15:53	3559.75	-158.38	-134.18	7.16	-51.89	34.57	51.65	59.31	8.38	14	-		COP row -1: UVIS off		
34	Nightside	2021 FEB 23 07:15:53	2021 FEB 23 07:45:15	2021 FEB 23 08:14:37	3523.60	7.16	30.96	172.85	51.65	-33.62	-51.47	120.61	20.34	1	-	-	-		
34	Dayside	2021 FEB 23 08:14:37	2021 FEB 23 08:44:17	2021 FEB 23 09:13:58	3560.60	172.85	-162.98	-21.61	-51.47	34.97	51.29	59.50	8.37	1	-		COP row -1: UVIS off		
35	Nightside	2021 FEB 23 09:13:58	2021 FEB 23 09:43:20	2021 FEB 23 10:12:42	3524.52	-21.61	2.11	144.08	51.29	-33.96	-51.10	120.43	20.34	3	-	-	-		
35	Dayside	2021 FEB 23 10:12:42	2021 FEB 23 10:42:22	2021 FEB 23 11:12:01	3559.21	144.08	168.17	-50.37	-51.10	35.34	50.97	59.69	8.36	3	CH4 H2O 2SUBD 02	Science: orders #136, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&daysideMatch:ELYSIUM CERBERUS PHLEGRA; 	
36	Nightside	2021 FEB 23 11:12:01	2021 FEB 23 11:41:24	2021 FEB 23 12:10:46	3524.93	-50.37	-26.78	115.32	50.97	-34.27	-50.82	120.21	20.33	1	-	-	-		
36	Dayside	2021 FEB 23 12:10:46	2021 FEB 23 12:40:25	2021 FEB 23 13:10:03	3556.91	115.32	139.29	-79.11	-50.82	35.64	50.70	59.90	8.35	1	-		COP row -1: UVIS off		
37	Nightside	2021 FEB 23 13:10:03	2021 FEB 23 13:39:25	2021 FEB 23 14:08:47	3523.86	-79.11	-55.69	86.59	50.70	-34.56	-50.59	119.99	20.31	1	-	-	-		
37	Dayside	2021 FEB 23 14:08:47	2021 FEB 23 14:38:25	2021 FEB 23 15:08:03	3555.50	86.59	110.39	-107.84	-50.59	35.91	50.46	60.12	8.34	1	-		COP row -1: UVIS off		
38	Nightside	2021 FEB 23 15:08:03	2021 FEB 23 15:37:24	2021 FEB 23 16:06:45	3521.98	-107.84	-84.56	57.87	50.46	-34.85	-50.34	119.78	20.30	14	-	-	-		
38	Dayside	2021 FEB 23 16:06:45	2021 FEB 23 16:36:23	2021 FEB 23 17:06:01	3556.47	57.87	81.54	-136.57	-50.34	36.21	50.17	60.32	8.33	14	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
39	Nightside	2021 FEB 23 17:06:01	2021 FEB 23 17:35:22	2021 FEB 23 18:04:43	3522.47	-136.57	-113.36	29.12	50.17	-35.17	-49.97	119.62	20.30	1	-	-	-		
39	Dayside	2021 FEB 23 18:04:43	2021 FEB 23 18:34:23	2021 FEB 23 19:04:02	3558.66	29.12	52.77	-165.33	-49.97	36.60	49.78	60.48	8.33	1	Surface Ice 4SUBD 01	Science: orders #199, #194, #193, #187, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
40	Nightside	2021 FEB 23 19:04:02	2021 FEB 23 19:33:25	2021 FEB 23 20:02:47	3525.00	-165.33	-142.14	0.35	49.78	-35.58	-49.57	119.46	20.29	14	-	-	-		
40	Dayside	2021 FEB 23 20:02:47	2021 FEB 23 20:32:27	2021 FEB 23 21:02:07	3559.63	0.35	23.98	165.89	-49.57	36.96	49.35	60.63	8.33	14	-		COP row -1: UVIS off		
41	Nightside	2021 FEB 23 21:02:07	2021 FEB 23 21:31:29	2021 FEB 23 22:00:52	3525.14	165.89	-170.95	-28.42	49.35	-36.00	-49.19	119.27	20.29	1	-	-	-		
41	Dayside	2021 FEB 23 22:00:52	2021 FEB 23 22:30:32	2021 FEB 23 23:00:12	3559.84	-28.42	-4.86	137.12	-49.19	37.32	48.99	60.82	8.32	1	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
42	Nightside	2021 FEB 23 23:00:12	2021 FEB 23 23:29:33	2021 FEB 23 23:58:55	3523.46	137.12	160.20	-57.18	48.99	-36.37	-48.85	119.07	20.28	7	Night Limb #2	Science: orders #158, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: UVIS off		
42	Dayside	2021 FEB 23 23:58:55	2021 FEB 24 00:28:35	2021 FEB 24 00:58:15	3559.82	-57.18	-33.74	108.37	-48.85	37.67	48.69	61.04	8.31	7	-		COP row -1: UVIS off		
43	Nightside	2021 FEB 24 00:58:15	2021 FEB 24 01:27:36	2021 FEB 24 01:56:56	3521.02	108.37	131.31	-85.92	48.69	-36.68	-48.55	118.86	20.27	14	-	-	-		
43	Dayside	2021 FEB 24 01:56:56	2021 FEB 24 02:26:36	2021 FEB 24 02:56:15	3559.08	-85.92	-62.62	79.64	-48.55	37.99	48.44	61.26	8.30	14	-		COP row -1: UVIS off		
44	Nightside	2021 FEB 24 02:56:15	2021 FEB 24 03:25:35	2021 FEB 24 03:54:55	3519.73	79.64	102.44	-114.65	48.44	-36.97	-48.28	118.66	20.26	3	-	-	-		
44	Dayside	2021 FEB 24 03:54:55	2021 FEB 24 04:24:34	2021 FEB 24 04:54:13	3558.10	-114.65	-91.46	50.90	-48.28	38.29	48.14	61.44	8.29	3	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
45	Nightside	2021 FEB 24 04:54:13	2021 FEB 24 05:23:33	2021 FEB 24 05:52:53	3520.25	50.90	73.64	-143.39	48.14	-37.33	-47.96	118.48	20.25	1	-	-	-		
45	Dayside	2021 FEB 24 05:52:53	2021 FEB 24 06:22:34	2021 FEB 24 06:52:14	3560.78	-143.39	-120.23	22.14	-47.96	38.64	47.72	61.60	8.29	1	-		COP row -1: UVIS off		
46	Nightside	2021 FEB 24 06:52:14	2021 FEB 24 07:21:35	2021 FEB 24 07:50:56	3521.52	22.14	44.89	-172.16	47.72	-37.76	-47.52	118.34	20.25	1	-	-	-		
46	Dayside	2021 FEB 24 07:50:56	2021 FEB 24 08:20:37	2021 FEB 24 08:50:19	3563.17	-172.16	-148.98	-6.63	-47.52	39.07	47.27	61.75	8.28	1	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
47	Nightside	2021 FEB 24 08:50:19	2021 FEB 24 09:19:40	2021 FEB 24 09:49:01	3522.51	-6.63	16.11	159.06	47.27	-38.17	-47.06	118.18	20.25	14	-	-	-		
47	Dayside	2021 FEB 24 09:49:01	2021 FEB 24 10:18:42	2021 FEB 24 10:48:24	3562.56	159.06	-177.77	-35.41	-47.06	39.52	46.88	61.93	8.28	14	-		COP row -1: UVIS off		
48	Nightside	2021 FEB 24 10:48:24	2021 FEB 24 11:17:45	2021 FEB 24 11:47:07	3523.07	-35.41	-12.72	130.28	46.88	-38.54	-46.68	117.99	20.24	1	-	-	-		
48	Dayside	2021 FEB 24 11:47:07	2021 FEB 24 12:16:47	2021 FEB 24 12:46:27	3560.41	130.28	153.40	-64.17	-46.68	39.90	46.53	62.12	8.28	1	Ice CO 2SUBD #2	Science: orders #193, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
49	Nightside	2021 FEB 24 12:46:27	2021 FEB 24 13:15:49	2021 FEB 24 13:45:10	3522.65	-64.17	-41.60	101.53	46.53	-38.89	-46.38	117.78	20.23	14	-	-	-		
49	Dayside	2021 FEB 24 13:45:10	2021 FEB 24 14:14:49	2021 FEB 24 14:44:28	3558.25	101.53	124.53	-92.91	-46.38	40.22	46.23	62.32	8.27	14	-		COP row -1: UVIS off		
50	Nightside	2021 FEB 24 14:44:28	2021 FEB 24 15:13:49	2021 FEB 24 15:43:09	3520.98	-92.91	-70.46	72.80	46.23	-39.23	-46.10	117.57	20.22	1	-	-	-		
50	Dayside	2021 FEB 24 15:43:09	2021 FEB 24 16:12:48	2021 FEB 24 16:42:27	3558.15	72.80	95.68	-121.65	-46.10	40.54	45.92	62.52	8.26	1	-		COP row -1: UVIS off		
51	Nightside	2021 FEB 24 16:42:27	2021 FEB 24 17:11:47	2021 FEB 24 17:41:07	3520.13	-121.65	-99.25	44.06	45.92	-39.58	-45.73	117.41	20.22	14	-	-	-		
51	Dayside	2021 FEB 24 17:41:07	2021 FEB 24 18:10:48	2021 FEB 24 18:40:28	3560.40	44.06	66.93	-150.40	-45.73	40.94	45.52	62.68	8.25	14	-		COP row -1: UVIS off		
52	Nightside	2021 FEB 24 18:40:28	2021 FEB 24 19:09:49	2021 FEB 24 19:39:10	3522.60	-150.40	-127.97	15.29	45.52	-40.01	-45.25	117.27	20.22	5	-	-	-		
52	Dayside	2021 FEB 24 19:39:10	2021 FEB 24 20:08:52	2021 FEB 24 20:38:33	3562.22	15.29	38.22	-179.19	-45.25	41.37	45.02	62.81	8.26	5	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
53	Nightside	2021 FEB 24 20:38:33	2021 FEB 24 21:07:54	2021 FEB 24 21:37:16	3523.64	-179.19	-156.71	-13.50	45.02	-40.49	-44.81	117.12	20.22	5	-	-	-		
53	Dayside	2021 FEB 24 21:37:16	2021 FEB 24 22:06:58	2021 FEB 24 22:36:39	3562.64	-13.50	9.46	152.03	-44.81	41.77	44.56	62.96	8.25	5	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0		
54	Nightside	2021 FEB 24 22:36:39	2021 FEB 24 23:06:00	2021 FEB 24 23:35:22	3522.75	152.03	174.50	-42.27	44.56	-40.95	-44.39	116.94	20.21	3	-	-	-		
