degf,dvaf,sbsf,aotfPointer,steppingPointer,accumulationCount,binningFactor,integrationTime
0,1,1,161,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,164,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,167,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,170,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,173,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,176,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,179,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,182,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,185,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,188,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,191,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,194,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,197,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,200,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,203,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
0,1,1,206,19,78,0,2000 # OCCULTATION_MINISCAN_SLOW_2KHZ_24ROWS_1SECS_1SUBDS -- EXECTIME=849MS
