OBSERVATION NUMBER,TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
499,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 08:56:11,COMMENT_GOES_HERE
500,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 08:56:11,COMMENT_GOES_HERE
501,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 08:56:11,COMMENT_GOES_HERE
502,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 10:51:35,COMMENT_GOES_HERE
503,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 10:51:35,COMMENT_GOES_HERE
504,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 10:51:35,COMMENT_GOES_HERE
505,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
506,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
507,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 12:46:57,COMMENT_GOES_HERE
508,1,1,2364,2364,Dayside_Nadir,2018 APR 14 14:32:25,NONE
509,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 16:37:53,COMMENT_GOES_HERE
510,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 16:37:53,COMMENT_GOES_HERE
511,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 16:37:53,COMMENT_GOES_HERE
512,1,1,1029,1029,Dayside_Nadir,2018 APR 14 18:23:19,NONE
513,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 20:28:45,COMMENT_GOES_HERE
514,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 20:28:45,COMMENT_GOES_HERE
515,-1,-1,-1,-1,Dayside_Nadir,2018 APR 14 20:28:45,COMMENT_GOES_HERE
516,1,1,1837,1837,Dayside_Nadir,2018 APR 14 22:14:07,NONE
517,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 00:19:31,COMMENT_GOES_HERE
518,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 00:19:31,COMMENT_GOES_HERE
519,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 00:19:31,COMMENT_GOES_HERE
520,1,1,124,124,Dayside_Nadir,2018 APR 15 02:04:55,NONE
521,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 04:10:23,COMMENT_GOES_HERE
522,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 04:10:23,COMMENT_GOES_HERE
523,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 04:10:23,COMMENT_GOES_HERE
524,1,1,1934,1934,Dayside_Nadir,2018 APR 15 05:55:49,NONE
525,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 08:01:15,COMMENT_GOES_HERE
526,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 08:01:15,COMMENT_GOES_HERE
527,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 08:01:15,COMMENT_GOES_HERE
528,1,1,1107,1107,Dayside_Nadir,2018 APR 15 09:46:39,NONE
529,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 11:52:01,COMMENT_GOES_HERE
530,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 11:52:01,COMMENT_GOES_HERE
531,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 11:52:01,COMMENT_GOES_HERE
532,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 13:47:25,COMMENT_GOES_HERE
533,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 13:47:25,COMMENT_GOES_HERE
534,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 13:47:25,COMMENT_GOES_HERE
535,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 15:42:53,COMMENT_GOES_HERE
536,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 15:42:53,COMMENT_GOES_HERE
537,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 15:42:53,COMMENT_GOES_HERE
538,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 17:38:21,COMMENT_GOES_HERE
539,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 17:38:21,COMMENT_GOES_HERE
540,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 17:38:21,COMMENT_GOES_HERE
541,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 19:33:47,COMMENT_GOES_HERE
542,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 19:33:47,COMMENT_GOES_HERE
543,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 19:33:47,COMMENT_GOES_HERE
544,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 21:29:11,COMMENT_GOES_HERE
545,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 21:29:11,COMMENT_GOES_HERE
546,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 21:29:11,COMMENT_GOES_HERE
547,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 23:24:33,COMMENT_GOES_HERE
548,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 23:24:33,COMMENT_GOES_HERE
549,-1,-1,-1,-1,Dayside_Nadir,2018 APR 15 23:24:33,COMMENT_GOES_HERE
550,1,1,2318,2318,Dayside_Nadir,2018 APR 16 01:09:55,NONE
551,1,1,144,144,Dayside_Nadir,2018 APR 16 03:05:21,NONE
552,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 05:10:49,COMMENT_GOES_HERE
553,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 05:10:49,COMMENT_GOES_HERE
554,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 05:10:49,COMMENT_GOES_HERE
555,1,1,1090,1090,Dayside_Nadir,2018 APR 16 06:56:17,NONE
556,1,1,2639,2639,Dayside_Nadir,2018 APR 16 08:51:41,NONE
557,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 10:57:05,COMMENT_GOES_HERE
558,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 10:57:05,COMMENT_GOES_HERE
559,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 10:57:05,COMMENT_GOES_HERE
560,1,1,140,140,Dayside_Nadir,2018 APR 16 12:42:27,NONE
561,1,1,104,104,Dayside_Nadir,2018 APR 16 14:37:53,NONE
562,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 16:43:21,COMMENT_GOES_HERE
563,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 16:43:21,COMMENT_GOES_HERE
564,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 16:43:21,COMMENT_GOES_HERE
565,1,1,1033,1033,Dayside_Nadir,2018 APR 16 18:28:49,NONE
566,1,1,1860,1860,Dayside_Nadir,2018 APR 16 20:24:15,NONE
567,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 22:29:37,COMMENT_GOES_HERE
568,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 22:29:37,COMMENT_GOES_HERE
569,-1,-1,-1,-1,Dayside_Nadir,2018 APR 16 22:29:37,COMMENT_GOES_HERE
570,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 00:24:59,COMMENT_GOES_HERE
571,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 00:24:59,COMMENT_GOES_HERE
572,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 00:24:59,COMMENT_GOES_HERE
573,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 02:20:23,COMMENT_GOES_HERE
574,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 02:20:23,COMMENT_GOES_HERE
575,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 02:20:23,COMMENT_GOES_HERE
576,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 04:15:51,COMMENT_GOES_HERE
577,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 04:15:51,COMMENT_GOES_HERE
578,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 04:15:51,COMMENT_GOES_HERE
579,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 06:11:17,COMMENT_GOES_HERE
580,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 06:11:17,COMMENT_GOES_HERE
581,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 06:11:17,COMMENT_GOES_HERE
582,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 08:08:39,COMMENT_GOES_HERE
583,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 08:08:39,COMMENT_GOES_HERE
584,-1,-1,-1,-1,Dayside_Nadir,2018 APR 17 08:08:39,COMMENT_GOES_HERE
585,1,1,2626,2626,Dayside_Nadir,2018 APR 17 09:56:59,NONE
586,1,1,116,116,Dayside_Nadir,2018 APR 17 11:55:17,NONE
587,1,1,1779,1779,Dayside_Nadir,2018 APR 17 13:53:37,NONE
588,1,1,2364,2364,Dayside_Nadir,2018 APR 17 15:51:59,NONE
589,1,1,1029,1029,Dayside_Nadir,2018 APR 17 17:50:23,NONE
590,1,1,1837,1837,Dayside_Nadir,2018 APR 17 19:48:45,NONE
591,1,1,124,124,Dayside_Nadir,2018 APR 17 21:47:05,NONE
592,1,1,1934,1934,Dayside_Nadir,2018 APR 17 23:45:23,NONE
593,1,1,1107,1107,Dayside_Nadir,2018 APR 18 01:43:41,NONE
594,1,1,2318,2318,Dayside_Nadir,2018 APR 18 03:42:01,NONE
595,1,1,144,144,Dayside_Nadir,2018 APR 18 05:40:25,NONE
596,1,1,1090,1090,Dayside_Nadir,2018 APR 18 07:38:47,NONE
597,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 09:47:07,COMMENT_GOES_HERE
598,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 09:47:07,COMMENT_GOES_HERE
599,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 09:47:07,COMMENT_GOES_HERE
600,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 11:45:25,COMMENT_GOES_HERE
601,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 11:45:25,COMMENT_GOES_HERE
602,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 11:45:25,COMMENT_GOES_HERE
603,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 13:43:43,COMMENT_GOES_HERE
604,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 13:43:43,COMMENT_GOES_HERE
605,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 13:43:43,COMMENT_GOES_HERE
606,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 15:42:05,COMMENT_GOES_HERE
607,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 15:42:05,COMMENT_GOES_HERE
608,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 15:42:05,COMMENT_GOES_HERE
609,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 17:40:29,COMMENT_GOES_HERE
610,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 17:40:29,COMMENT_GOES_HERE
611,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 17:40:29,COMMENT_GOES_HERE
612,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 19:38:51,COMMENT_GOES_HERE
613,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 19:38:51,COMMENT_GOES_HERE
614,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 19:38:51,COMMENT_GOES_HERE
615,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 21:37:11,COMMENT_GOES_HERE
616,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 21:37:11,COMMENT_GOES_HERE
617,-1,-1,-1,-1,Dayside_Nadir,2018 APR 18 21:37:11,COMMENT_GOES_HERE
618,1,1,2639,2639,Dayside_Nadir,2018 APR 18 23:25:31,NONE
619,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 01:33:47,COMMENT_GOES_HERE
620,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 01:33:47,COMMENT_GOES_HERE
621,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 01:33:47,COMMENT_GOES_HERE
622,1,1,140,140,Dayside_Nadir,2018 APR 19 03:22:07,NONE
623,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 05:30:31,COMMENT_GOES_HERE
624,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 05:30:31,COMMENT_GOES_HERE
625,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 05:30:31,COMMENT_GOES_HERE
626,1,1,104,104,Dayside_Nadir,2018 APR 19 07:18:53,NONE
627,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 09:27:13,COMMENT_GOES_HERE
628,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 09:27:13,COMMENT_GOES_HERE
629,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 09:27:13,COMMENT_GOES_HERE
630,1,1,1033,1033,Dayside_Nadir,2018 APR 19 11:15:33,NONE
631,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 13:23:49,COMMENT_GOES_HERE
632,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 13:23:49,COMMENT_GOES_HERE
633,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 13:23:49,COMMENT_GOES_HERE
634,1,1,1860,1860,Dayside_Nadir,2018 APR 19 15:12:09,NONE
635,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 17:20:33,COMMENT_GOES_HERE
636,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 17:20:33,COMMENT_GOES_HERE
637,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 17:20:33,COMMENT_GOES_HERE
638,1,1,2626,2626,Dayside_Nadir,2018 APR 19 19:08:55,NONE
639,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 21:17:17,COMMENT_GOES_HERE
640,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 21:17:17,COMMENT_GOES_HERE
641,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 21:17:17,COMMENT_GOES_HERE
642,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 23:15:37,COMMENT_GOES_HERE
643,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 23:15:37,COMMENT_GOES_HERE
644,-1,-1,-1,-1,Dayside_Nadir,2018 APR 19 23:15:37,COMMENT_GOES_HERE
645,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 01:13:53,COMMENT_GOES_HERE
646,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 01:13:53,COMMENT_GOES_HERE
647,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 01:13:53,COMMENT_GOES_HERE
648,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 03:12:13,COMMENT_GOES_HERE
649,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 03:12:13,COMMENT_GOES_HERE
650,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 03:12:13,COMMENT_GOES_HERE
651,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 05:10:35,COMMENT_GOES_HERE
652,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 05:10:35,COMMENT_GOES_HERE
653,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 05:10:35,COMMENT_GOES_HERE
654,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 07:08:57,COMMENT_GOES_HERE
655,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 07:08:57,COMMENT_GOES_HERE
656,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 07:08:57,COMMENT_GOES_HERE
657,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 09:07:19,COMMENT_GOES_HERE
658,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 09:07:19,COMMENT_GOES_HERE
659,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 09:07:19,COMMENT_GOES_HERE
660,1,1,116,116,Dayside_Nadir,2018 APR 20 10:55:39,NONE
661,1,1,1779,1779,Dayside_Nadir,2018 APR 20 12:53:57,NONE
662,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 15:02:15,COMMENT_GOES_HERE
663,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 15:02:15,COMMENT_GOES_HERE
664,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 15:02:15,COMMENT_GOES_HERE
665,1,1,2364,2364,Dayside_Nadir,2018 APR 20 16:50:37,NONE
666,1,1,1029,1029,Dayside_Nadir,2018 APR 20 18:49:01,NONE
667,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 20:57:23,COMMENT_GOES_HERE
668,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 20:57:23,COMMENT_GOES_HERE
669,-1,-1,-1,-1,Dayside_Nadir,2018 APR 20 20:57:23,COMMENT_GOES_HERE
670,1,1,1837,1837,Dayside_Nadir,2018 APR 17 19:48:45,NONE
