Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	6	Ingress	2018 DEC 30 00:07:59	2018 DEC 30 00:10:42	2018 DEC 30 00:11:16	197.0	55.2	55.8	56.0	65.5	64.9	64.8	15.1	1	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
NOMAD	6	Egress	2018 DEC 30 00:52:42	2018 DEC 30 00:53:18	2018 DEC 30 00:56:14	212.0	-143.3	-143.1	-142.0	-68.0	-67.9	-67.3	2.6	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	7	Ingress	2018 DEC 30 02:05:55	2018 DEC 30 02:08:38	2018 DEC 30 02:09:12	197.0	26.5	27.3	27.4	65.5	64.9	64.8	15.2	4	-	-	-		
N/A	7	Egress	2018 DEC 30 02:50:37	2018 DEC 30 02:51:13	2018 DEC 30 02:54:10	213.0	-172.5	-172.2	-171.0	-68.1	-68.0	-67.5	2.5	4	-	-	-		
N/A	8	Ingress	2018 DEC 30 04:03:50	2018 DEC 30 04:06:33	2018 DEC 30 04:07:07	197.0	-2.2	-1.4	-1.2	65.5	64.9	64.8	15.2	4	-	-	-		
N/A	8	Egress	2018 DEC 30 04:48:31	2018 DEC 30 04:49:07	2018 DEC 30 04:52:05	214.0	158.4	158.7	160.0	-68.3	-68.1	-67.6	2.5	4	-	-	-		
NOMAD	9	Ingress	2018 DEC 30 06:01:43	2018 DEC 30 06:04:26	2018 DEC 30 06:05:00	197.0	-30.9	-30.1	-29.9	65.6	64.9	64.8	15.2	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	9	Egress	2018 DEC 30 06:46:23	2018 DEC 30 06:46:59	2018 DEC 30 06:49:57	214.0	129.2	129.6	131.0	-68.4	-68.3	-67.7	2.5	1	-	-	-		
N/A	10	Ingress	2018 DEC 30 07:59:32	2018 DEC 30 08:02:15	2018 DEC 30 08:02:49	197.0	-59.6	-58.7	-58.5	65.6	64.9	64.8	15.2	4	-	-	-		
ACS	10	Egress	2018 DEC 30 08:44:12	2018 DEC 30 08:44:48	2018 DEC 30 08:47:46	214.0	100.1	100.5	102.0	-68.5	-68.4	-67.8	2.5	4	-	-	-		
NOMAD	11	Ingress	2018 DEC 30 09:57:22	2018 DEC 30 10:00:05	2018 DEC 30 10:00:39	197.0	-88.2	-87.2	-86.9	65.6	64.9	64.7	15.2	1	119 with 1xDark	Science: orders #119, #119, #119, #119, #119, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	11	Egress	2018 DEC 30 10:42:02	2018 DEC 30 10:42:38	2018 DEC 30 10:45:36	214.0	71.1	71.5	73.2	-68.6	-68.5	-67.9	2.4	1	-	-	-		
N/A	12	Ingress	2018 DEC 30 11:55:17	2018 DEC 30 11:58:00	2018 DEC 30 11:58:34	197.0	-116.7	-115.6	-115.4	65.5	64.8	64.6	15.2	4	-	-	-		
ACS	12	Egress	2018 DEC 30 12:39:56	2018 DEC 30 12:40:32	2018 DEC 30 12:43:30	214.0	42.0	42.5	44.3	-68.7	-68.6	-67.9	2.4	4	-	-	-		
N/A	13	Ingress	2018 DEC 30 13:53:12	2018 DEC 30 13:55:55	2018 DEC 30 13:56:29	197.0	-145.3	-144.2	-143.9	65.5	64.8	64.6	15.2	4	-	-	-		
N/A	13	Egress	2018 DEC 30 14:37:51	2018 DEC 30 14:38:27	2018 DEC 30 14:41:25	214.0	12.9	13.4	15.3	-68.9	-68.7	-68.0	2.4	4	-	-	-		
N/A	14	Ingress	2018 DEC 30 15:51:06	2018 DEC 30 15:53:49	2018 DEC 30 15:54:23	197.0	-174.0	-172.8	-172.5	65.5	64.8	64.6	15.2	1	-	-	-		
NOMAD	14	Egress	2018 DEC 30 16:35:45	2018 DEC 30 16:36:21	2018 DEC 30 16:39:19	214.0	-16.3	-15.9	-13.8	-69.0	-68.9	-68.2	2.4	1	120 with 1xDark	Science: orders #120, #120, #120, #120, #120, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
ACS	15	Ingress	2018 DEC 30 17:48:57	2018 DEC 30 17:51:41	2018 DEC 30 17:52:15	198.0	157.3	158.6	158.8	65.6	64.8	64.6	15.2	4	-	-	-		
N/A	15	Egress	2018 DEC 30 18:33:36	2018 DEC 30 18:34:12	2018 DEC 30 18:37:10	214.0	-45.6	-45.1	-42.9	-69.2	-69.0	-68.3	2.3	4	-	-	-		
N/A	16	Ingress	2018 DEC 30 19:46:48	2018 DEC 30 19:49:32	2018 DEC 30 19:50:06	198.0	128.5	129.9	130.2	65.6	64.8	64.6	15.2	1	-	-	-	&daysideMatch:NILI FOSSAE; 	
NOMAD	16	Egress	2018 DEC 30 20:31:26	2018 DEC 30 20:32:02	2018 DEC 30 20:35:01	215.0	-74.7	-74.1	-71.8	-69.3	-69.1	-68.4	2.3	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0	&daysideMatch:NILI FOSSAE; 	
NOMAD	17	Ingress	2018 DEC 30 21:44:38	2018 DEC 30 21:47:22	2018 DEC 30 21:47:56	198.0	99.9	101.4	101.7	65.6	64.7	64.5	15.2	1	121 with 1xDark	Science: orders #121, #121, #121, #121, #121, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	17	Egress	2018 DEC 30 22:29:16	2018 DEC 30 22:29:52	2018 DEC 30 22:32:51	215.0	-103.7	-103.1	-100.6	-69.4	-69.2	-68.4	2.3	1	-	-	-		
N/A	18	Ingress	2018 DEC 30 23:42:32	2018 DEC 30 23:45:16	2018 DEC 30 23:45:50	198.0	71.4	73.0	73.3	65.6	64.7	64.4	15.2	4	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
ACS	18	Egress	2018 DEC 31 00:27:08	2018 DEC 31 00:27:44	2018 DEC 31 00:30:42	214.0	-132.8	-132.2	-129.6	-69.5	-69.3	-68.5	2.2	4	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
N/A	19	Ingress	2018 DEC 31 01:40:27	2018 DEC 31 01:43:11	2018 DEC 31 01:43:45	198.0	42.9	44.4	44.8	65.5	64.6	64.4	15.2	7	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	19	Egress	2018 DEC 31 02:25:02	2018 DEC 31 02:25:38	2018 DEC 31 02:28:36	214.0	-162.0	-161.3	-158.6	-69.6	-69.4	-68.6	2.2	7	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	20	Ingress	2018 DEC 31 03:38:22	2018 DEC 31 03:41:06	2018 DEC 31 03:41:40	198.0	14.2	15.8	16.2	65.5	64.6	64.4	15.2	17	-	-	-		
N/A	20	Egress	2018 DEC 31 04:22:57	2018 DEC 31 04:23:33	2018 DEC 31 04:26:32	215.0	168.8	169.5	172.4	-69.7	-69.6	-68.7	2.2	17	-	-	-		
NOMAD	21	Ingress	2018 DEC 31 05:36:16	2018 DEC 31 05:39:00	2018 DEC 31 05:39:34	198.0	-14.5	-12.8	-12.4	65.6	64.6	64.4	15.2	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	21	Egress	2018 DEC 31 06:20:49	2018 DEC 31 06:21:25	2018 DEC 31 06:24:25	216.0	139.6	140.3	143.4	-69.9	-69.7	-68.8	2.1	1	-	-	-		
N/A	22	Ingress	2018 DEC 31 07:34:07	2018 DEC 31 07:36:51	2018 DEC 31 07:37:25	198.0	-43.3	-41.5	-41.1	65.6	64.6	64.4	15.2	4	-	-	-		
ACS	22	Egress	2018 DEC 31 08:18:39	2018 DEC 31 08:19:15	2018 DEC 31 08:22:15	216.0	110.4	111.2	114.3	-70.0	-69.8	-68.9	2.1	4	-	-	-		
NOMAD	23	Ingress	2018 DEC 31 09:31:55	2018 DEC 31 09:34:40	2018 DEC 31 09:35:14	199.0	-71.9	-70.0	-69.6	65.6	64.6	64.3	15.3	1	122 with 1xDark	Science: orders #122, #122, #122, #122, #122, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
N/A	23	Egress	2018 DEC 31 10:16:27	2018 DEC 31 10:17:03	2018 DEC 31 10:20:02	215.0	81.3	82.1	85.4	-70.1	-69.9	-69.0	2.1	1	-	-	-		
N/A	24	Ingress	2018 DEC 31 11:29:48	2018 DEC 31 11:32:33	2018 DEC 31 11:33:07	199.0	-100.4	-98.4	-98.0	65.6	64.5	64.2	15.3	1	-	-	-		
NOMAD	24	Egress	2018 DEC 31 12:14:19	2018 DEC 31 12:14:55	2018 DEC 31 12:17:54	215.0	52.3	53.1	56.5	-70.2	-70.0	-69.1	2.1	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
N/A	25	Ingress	2018 DEC 31 13:27:43	2018 DEC 31 13:30:28	2018 DEC 31 13:31:02	199.0	-128.9	-126.9	-126.5	65.5	64.4	64.2	15.3	4	-	-	-		
N/A	25	Egress	2018 DEC 31 14:12:15	2018 DEC 31 14:12:51	2018 DEC 31 14:15:51	216.0	23.1	23.9	27.6	-70.3	-70.1	-69.2	2.0	4	-	-	-		
N/A	26	Ingress	2018 DEC 31 15:25:39	2018 DEC 31 15:28:24	2018 DEC 31 15:28:58	199.0	-157.6	-155.5	-155.1	65.5	64.4	64.1	15.3	4	-	-	-	&daysideMatch:INSIGHT; 	
ACS	26	Egress	2018 DEC 31 16:10:09	2018 DEC 31 16:10:45	2018 DEC 31 16:13:45	216.0	-6.2	-5.3	-1.5	-70.4	-70.2	-69.3	2.0	4	-	-	-	&daysideMatch:INSIGHT; 	
NOMAD	27	Ingress	2018 DEC 31 17:23:32	2018 DEC 31 17:26:16	2018 DEC 31 17:26:51	199.0	173.7	175.9	176.3	65.6	64.4	64.1	15.3	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
N/A	27	Egress	2018 DEC 31 18:08:02	2018 DEC 31 18:08:38	2018 DEC 31 18:11:38	216.0	-35.5	-34.6	-30.6	-70.5	-70.3	-69.4	2.0	1	-	-	-		
N/A	28	Ingress	2018 DEC 31 19:21:22	2018 DEC 31 19:24:07	2018 DEC 31 19:24:42	200.0	145.0	147.2	147.7	65.6	64.4	64.1	15.3	4	-	-	-	&daysideMatch:NILI FOSSAE; 	
ACS	28	Egress	2018 DEC 31 20:05:52	2018 DEC 31 20:06:28	2018 DEC 31 20:09:29	217.0	-64.7	-63.8	-59.6	-70.6	-70.4	-69.5	1.9	4	-	-	-	&daysideMatch:NILI FOSSAE; 	
NOMAD	29	Ingress	2018 DEC 31 21:19:13	2018 DEC 31 21:21:58	2018 DEC 31 21:22:33	200.0	116.4	118.6	119.1	65.6	64.4	64.1	15.3	1	123 with 1xDark	Science: orders #123, #123, #123, #123, #123, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	29	Egress	2018 DEC 31 22:03:42	2018 DEC 31 22:04:18	2018 DEC 31 22:07:19	217.0	-93.8	-92.8	-88.5	-70.7	-70.5	-69.6	1.9	1	-	-	-		
N/A	30	Ingress	2018 DEC 31 23:17:05	2018 DEC 31 23:19:50	2018 DEC 31 23:20:25	200.0	87.8	90.2	90.7	65.6	64.3	64.0	15.3	4	-	-	-		
ACS	30	Egress	2019 JAN 01 00:01:33	2019 JAN 01 00:02:09	2019 JAN 01 00:05:10	217.0	-123.0	-121.9	-117.5	-70.8	-70.6	-69.6	1.9	4	-	-	-		
N/A	31	Ingress	2019 JAN 01 01:15:00	2019 JAN 01 01:17:45	2019 JAN 01 01:18:20	200.0	59.3	61.7	62.2	65.5	64.2	63.9	15.3	17	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	31	Egress	2019 JAN 01 01:59:26	2019 JAN 01 02:00:02	2019 JAN 01 02:03:02	216.0	-152.2	-151.1	-146.5	-70.9	-70.7	-69.7	1.8	17	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	32	Ingress	2019 JAN 01 03:12:55	2019 JAN 01 03:15:40	2019 JAN 01 03:16:15	200.0	30.7	33.1	33.7	65.5	64.2	63.9	15.3	4	-	-	-		
N/A	32	Egress	2019 JAN 01 03:57:20	2019 JAN 01 03:57:56	2019 JAN 01 04:00:57	217.0	178.6	179.7	-175.5	-71.0	-70.8	-69.8	1.8	4	-	-	-		
NOMAD	33	Ingress	2019 JAN 01 05:10:50	2019 JAN 01 05:13:35	2019 JAN 01 05:14:10	200.0	2.0	4.5	5.1	65.6	64.2	63.8	15.3	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	33	Egress	2019 JAN 01 05:55:14	2019 JAN 01 05:55:50	2019 JAN 01 05:58:52	218.0	149.3	150.4	155.4	-71.1	-70.9	-69.9	1.8	1	-	-	-		
N/A	34	Ingress	2019 JAN 01 07:08:43	2019 JAN 01 07:11:28	2019 JAN 01 07:12:03	200.0	-26.7	-24.1	-23.6	65.6	64.2	63.8	15.3	1	-	-	-		
NOMAD	34	Egress	2019 JAN 01 07:53:05	2019 JAN 01 07:53:42	2019 JAN 01 07:56:43	218.0	120.0	121.2	126.4	-71.2	-71.0	-70.0	1.7	1	119 with 1xDark	Science: orders #119, #119, #119, #119, #119, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
ACS	35	Ingress	2019 JAN 01 09:06:31	2019 JAN 01 09:09:17	2019 JAN 01 09:09:52	201.0	-55.4	-52.7	-52.1	65.6	64.2	63.8	15.4	4	-	-	-		
N/A	35	Egress	2019 JAN 01 09:50:53	2019 JAN 01 09:51:30	2019 JAN 01 09:54:31	218.0	90.8	92.1	97.4	-71.3	-71.1	-70.1	1.7	4	-	-	-		
N/A	36	Ingress	2019 JAN 01 11:04:22	2019 JAN 01 11:07:08	2019 JAN 01 11:07:43	201.0	-83.9	-81.2	-80.6	65.6	64.1	63.7	15.4	1	-	-	-		
NOMAD	36	Egress	2019 JAN 01 11:48:43	2019 JAN 01 11:49:20	2019 JAN 01 11:52:21	218.0	61.7	63.0	68.5	-71.4	-71.2	-70.1	1.7	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	37	Ingress	2019 JAN 01 13:02:16	2019 JAN 01 13:05:02	2019 JAN 01 13:05:37	201.0	-112.4	-109.6	-109.0	65.5	64.0	63.6	15.4	4	-	-	-		
N/A	37	Egress	2019 JAN 01 13:46:37	2019 JAN 01 13:47:14	2019 JAN 01 13:50:16	219.0	32.5	33.9	39.5	-71.5	-71.3	-70.2	1.6	4	-	-	-		
N/A	38	Ingress	2019 JAN 01 15:00:12	2019 JAN 01 15:02:58	2019 JAN 01 15:03:33	201.0	-141.0	-138.2	-137.6	65.5	63.9	63.6	15.4	4	-	-	-	&daysideMatch:CURIOSITY; 	
ACS	38	Egress	2019 JAN 01 15:44:31	2019 JAN 01 15:45:08	2019 JAN 01 15:48:10	219.0	3.2	4.6	10.5	-71.6	-71.4	-70.3	1.6	4	-	-	-	&daysideMatch:CURIOSITY; 	
NOMAD	39	Ingress	2019 JAN 01 16:58:05	2019 JAN 01 17:00:52	2019 JAN 01 17:01:27	202.0	-169.7	-166.8	-166.1	65.5	63.9	63.5	15.4	1	Nominal Science 1xCO2 HA03; Nominal Science 1xCO2 LA03	Science: orders #168, #134, #189, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #189, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	39	Egress	2019 JAN 01 17:42:24	2019 JAN 01 17:43:01	2019 JAN 01 17:46:03	219.0	-26.2	-24.7	-18.7	-71.7	-71.5	-70.4	1.5	1	-	-	-		
N/A	40	Ingress	2019 JAN 01 18:55:57	2019 JAN 01 18:58:44	2019 JAN 01 18:59:19	202.0	161.6	164.6	165.2	65.6	63.9	63.5	15.4	1	-	-	-		
NOMAD	40	Egress	2019 JAN 01 19:40:15	2019 JAN 01 19:40:52	2019 JAN 01 19:43:54	219.0	-55.5	-54.1	-47.8	-71.8	-71.6	-70.5	1.5	1	120 with 1xDark	Science: orders #120, #120, #120, #120, #120, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
ACS	41	Ingress	2019 JAN 01 20:53:46	2019 JAN 01 20:56:34	2019 JAN 01 20:57:09	203.0	132.9	136.0	136.6	65.6	63.9	63.5	15.4	4	-	-	-		
N/A	41	Egress	2019 JAN 01 21:38:04	2019 JAN 01 21:38:41	2019 JAN 01 21:41:44	220.0	-84.7	-83.2	-76.7	-71.8	-71.6	-70.6	1.5	4	-	-	-		
N/A	42	Ingress	2019 JAN 01 22:51:37	2019 JAN 01 22:54:25	2019 JAN 01 22:55:00	203.0	104.4	107.5	108.2	65.6	63.8	63.4	15.4	1	-	-	-		
NOMAD	42	Egress	2019 JAN 01 23:35:54	2019 JAN 01 23:36:31	2019 JAN 01 23:39:34	220.0	-113.8	-112.3	-105.6	-71.9	-71.7	-70.6	1.4	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	43	Ingress	2019 JAN 02 00:49:31	2019 JAN 02 00:52:19	2019 JAN 02 00:52:54	203.0	75.9	79.1	79.7	65.5	63.7	63.3	15.4	17	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
N/A	43	Egress	2019 JAN 02 01:33:46	2019 JAN 02 01:34:23	2019 JAN 02 01:37:26	220.0	-143.1	-141.5	-134.7	-72.0	-71.8	-70.7	1.4	17	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
N/A	44	Ingress	2019 JAN 02 02:47:26	2019 JAN 02 02:50:14	2019 JAN 02 02:50:49	203.0	47.3	50.6	51.2	65.5	63.7	63.3	15.4	4	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
ACS	44	Egress	2019 JAN 02 03:31:39	2019 JAN 02 03:32:16	2019 JAN 02 03:35:19	220.0	-172.4	-170.8	-163.7	-72.0	-71.9	-70.8	1.4	4	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
NOMAD	45	Ingress	2019 JAN 02 04:45:22	2019 JAN 02 04:48:10	2019 JAN 02 04:48:45	203.0	18.7	22.0	22.6	65.5	63.6	63.2	15.5	1	121 with 1xDark	Science: orders #121, #121, #121, #121, #121, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	45	Egress	2019 JAN 02 05:29:33	2019 JAN 02 05:30:10	2019 JAN 02 05:33:14	221.0	158.3	160.0	167.2	-72.1	-71.9	-70.9	1.3	1	-	-	-		
N/A	46	Ingress	2019 JAN 02 06:43:15	2019 JAN 02 06:46:04	2019 JAN 02 06:46:39	204.0	-10.0	-6.7	-6.0	65.5	63.6	63.2	15.5	4	-	-	-		
N/A	46	Egress	2019 JAN 02 07:27:25	2019 JAN 02 07:28:02	2019 JAN 02 07:31:07	222.0	128.9	130.7	138.2	-72.2	-72.0	-70.9	1.3	4	-	-	-		
N/A	47	Ingress	2019 JAN 02 08:41:05	2019 JAN 02 08:43:54	2019 JAN 02 08:44:29	204.0	-38.7	-35.3	-34.6	65.5	63.6	63.2	15.5	3	-	-	-		
N/A	47	Egress	2019 JAN 02 09:25:14	2019 JAN 02 09:25:51	2019 JAN 02 09:28:56	222.0	99.6	101.4	109.1	-72.3	-72.1	-71.0	1.2	3	-	-	-		
N/A	48	Ingress	2019 JAN 02 10:38:54	2019 JAN 02 10:41:43	2019 JAN 02 10:42:18	204.0	-67.3	-63.8	-63.1	65.5	63.6	63.1	15.5	4	-	-	-		
ACS	48	Egress	2019 JAN 02 11:23:02	2019 JAN 02 11:23:39	2019 JAN 02 11:26:44	222.0	70.4	72.2	80.1	-72.3	-72.2	-71.1	1.2	4	-	-	-		
NOMAD	49	Ingress	2019 JAN 02 12:36:47	2019 JAN 02 12:39:37	2019 JAN 02 12:40:12	205.0	-95.8	-92.2	-91.5	65.5	63.5	63.0	15.5	1	122 with 1xDark	Science: orders #122, #122, #122, #122, #122, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
N/A	49	Egress	2019 JAN 02 13:20:54	2019 JAN 02 13:21:31	2019 JAN 02 13:24:36	222.0	41.2	43.1	51.2	-72.4	-72.2	-71.1	1.2	1	-	-	-		
N/A	50	Ingress	2019 JAN 02 14:34:43	2019 JAN 02 14:37:32	2019 JAN 02 14:38:08	205.0	-124.3	-120.7	-120.0	65.4	63.4	62.9	15.5	1	-	-	-		
