Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Nightside nadir observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
17,17,11,207,5454,0,1,0,0,0,2019 FEB 12 11:47:46,2019 FEB 12 12:24:29,N/A,N/A,2019 FEB 12 11:47:56,2019 FEB 12 12:24:29,-54.485,85.8792,0.18222,116.7388,116.7388,2.8448e-14,51.053,122.6812,3.2314,121.5776,121.5776,1.3114e-14,-28.304,339.8901,N/A,222.9979,222.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2193,104,331,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08910068014B
17,17,12,208,5455,0,1,0,0,0,2019 FEB 12 13:45:36,2019 FEB 12 14:22:19,N/A,N/A,2019 FEB 12 13:45:46,2019 FEB 12 14:22:19,-54.44,57.0564,0.17222,116.8056,116.8056,4.1225e-14,51.1376,93.7585,3.2147,121.6562,121.6562,5.4048e-14,-28.0433,339.9337,N/A,222.9979,222.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2193,104,331,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08910068014B
17,17,13,214,5461,0,1,0,0,0,2019 FEB 13 01:32:48,2019 FEB 13 02:09:32,N/A,N/A,2019 FEB 13 01:32:58,2019 FEB 13 02:09:32,-54.0953,-116.4083,0.080278,117.284,117.284,1.1468e-14,51.4574,-79.7524,3.12,122.1626,122.1626,5.9082e-14,-26.4105,340.1954,N/A,223.0996,223.0996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2194,104,332,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08920068014C
17,17,14,215,5462,0,1,0,0,0,2019 FEB 13 03:30:36,2019 FEB 13 04:07:21,N/A,N/A,2019 FEB 13 03:30:46,2019 FEB 13 04:07:21,-54.0947,-145.3067,0.064722,117.305,117.305,4.1225e-14,51.4729,-108.6227,3.1064,122.2456,122.2456,2.8492e-14,-26.1523,340.239,N/A,223.2013,223.2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2195,104,333,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08930068014D
17,17,15,253,5500,0,1,0,0,0,2019 FEB 16 06:09:27,2019 FEB 16 06:46:14,N/A,N/A,2019 FEB 16 06:09:37,2019 FEB 16 06:46:14,-52.2249,-164.1172,23.4681,119.4603,119.4603,2.7727e-14,53.3269,-127.4087,2.5119,124.8548,124.8548,3.381e-14,-15.8543,341.891,N/A,223.4046,223.4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2197,104,335,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08950068014F
17,17,16,310,5557,0,1,0,0,0,2019 FEB 20 22:07:48,2019 FEB 20 22:44:36,N/A,N/A,2019 FEB 20 22:07:58,2019 FEB 20 22:44:36,-49.2429,-12.5121,22.5639,120.7792,120.7792,4.1713e-14,56.2059,24.8089,1.6489,126.4034,126.4034,1.4312e-14,-0.45298,344.3526,N/A,223.5063,223.5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2198,104,336,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089600680150
17,17,17,311,5558,0,1,0,0,0,2019 FEB 21 00:05:42,2019 FEB 21 00:42:31,N/A,N/A,2019 FEB 21 00:05:52,2019 FEB 21 00:42:31,-49.1973,-41.4649,22.5461,120.7645,120.7645,2.809e-14,56.2757,-4.1211,1.6331,126.3936,126.3936,1.3216e-14,-0.16996,344.3956,N/A,223.608,223.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2199,104,337,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089700680151
17,17,18,323,5570,0,1,0,0,0,2019 FEB 21 23:40:07,2019 FEB 22 00:16:56,N/A,N/A,2019 FEB 21 23:40:17,2019 FEB 22 00:16:56,-48.5156,-28.4878,22.3569,120.7276,120.7276,4.3725e-14,56.9205,9.09,1.4594,126.3183,126.3183,1.5581e-14,3.0589,344.9113,N/A,223.608,223.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2199,104,337,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089700680151
17,17,19,329,5576,0,1,0,0,0,2019 FEB 22 11:27:17,2019 FEB 22 12:04:07,N/A,N/A,2019 FEB 22 11:27:27,2019 FEB 22 12:04:07,-48.1561,158.0087,22.2622,120.6758,120.6758,3.4256e-14,57.2681,-164.2985,1.3728,126.2186,126.2186,2.1097e-14,4.6775,345.1687,N/A,223.7097,223.7097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2200,104,338,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089800680152
17,17,20,338,5585,0,1,0,0,0,2019 FEB 23 05:08:09,2019 FEB 23 05:44:57,N/A,N/A,2019 FEB 23 05:08:19,2019 FEB 23 05:44:57,-47.6261,-102.1869,22.1261,120.5597,120.5597,2.7035e-14,57.7779,-64.5378,1.2331,126.0597,126.0597,3.5453e-14,7.1069,345.5546,N/A,223.5063,223.5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2198,104,336,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089600680150
17,17,21,339,5586,0,1,0,0,0,2019 FEB 23 07:05:58,2019 FEB 23 07:42:46,N/A,N/A,2019 FEB 23 07:06:08,2019 FEB 23 07:42:46,-47.6015,-131.0654,22.1122,120.5206,120.5206,2.8625e-14,57.8124,-93.3995,1.2203,126.0501,126.0501,3.7093e-14,7.3668,345.5974,N/A,223.5063,223.5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2198,104,336,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089600680150
