Obs Index	Obs Type Index	Orbit No	Obs Type	IR Status	UVIS Status	TC Start Time	UVIS Start Time	UVIS End Time	IR Precooling Time	IR Start Time	 IR Transition Time	IR End Time	New TC Start Time	New UVIS Start Time	New UVIS End Time	New IR Precooling Time	New IR Start Time	New IR End Time	IR Duration	UVIS Duration	New IR duration	New UVIS Duration	TC20 FIXED	TC20 SCI1	TC20 SCI2	SCI1 description	SCI2 description	
36	14	14	Dayside_Nadir	OFF	UVIS_1	2018 JUL 15 19:24:39	2018 JUL 15 19:24:49	2018 JUL 15 20:27:49	-	-	-	-	Same	Same	2018 JUL 15 20:24:09	-	-	-	-	3780.0	-	3560.0	-	-	-	-	-	
37	14	14	Dayside_Nadir	OFF	UVIS_2	2018 JUL 15 19:24:39	2018 JUL 15 19:24:49	2018 JUL 15 20:27:49	-	-	-	-	Same	Same	2018 JUL 15 20:24:09	-	-	-	-	3780.0	-	3560.0	-	-	-	-	-	
38	14	14	Dayside_Nadir	OFF	UVIS_3	2018 JUL 15 19:24:39	2018 JUL 15 19:24:49	2018 JUL 15 20:27:49	-	-	-	-	Same	Same	2018 JUL 15 20:24:09	-	-	-	-	3780.0	-	3560.0	-	-	-	-	-	
39	30	15	Ingress	SO_O	UVIS_O	2018 JUL 15 20:24:14	2018 JUL 15 20:34:24	2018 JUL 15 20:43:11	2018 JUL 15 20:24:24	2018 JUL 15 20:34:24	2018 JUL 15 20:41:14	2018 JUL 15 20:43:11	Same	Same	Same	Same	Same	Same	527.0	527.0	527.0	527.0	14	3951	3951	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
40	31	15	Egress	SO_O	UVIS_O	2018 JUL 15 20:56:03	2018 JUL 15 21:06:13	2018 JUL 15 21:14:30	2018 JUL 15 20:56:13	2018 JUL 15 21:06:13	2018 JUL 15 21:08:08	2018 JUL 15 21:14:30	Same	Same	Same	Same	Same	Same	497.0	497.0	497.0	497.0	14	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
41	15	15	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 15 21:22:33	2018 JUL 15 21:22:43	2018 JUL 15 22:25:39	2018 JUL 15 21:22:43	2018 JUL 15 21:32:43	-	2018 JUL 15 22:12:43	Same	Same	Same	2018 JUL 15 21:27:43	2018 JUL 15 21:37:43	2018 JUL 15 22:10:39	2400.0	3776.0	1976.0	3776.0	1	1033	1033	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
42	16	16	Dayside_Nadir	OFF	UVIS_NI	2018 JUL 15 23:20:25	2018 JUL 15 23:20:35	2018 JUL 16 00:23:29	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
43	17	17	Dayside_Nadir	LNO_L	UVIS_NI	2018 JUL 16 01:08:15	2018 JUL 16 01:08:25	2018 JUL 16 02:21:21	2018 JUL 16 01:08:25	2018 JUL 16 01:18:25	-	2018 JUL 16 02:21:21	Same	Same	Same	Same	Same	Same	3776.0	4376.0	3776.0	4376.0	1	1090	1090	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
44	18	18	Dayside_Nadir	OFF	UVIS_NI	2018 JUL 16 03:16:07	2018 JUL 16 03:16:17	2018 JUL 16 04:19:15	-	-	-	-	Same	Same	Same	-	-	-	-	3778.0	-	3778.0	-	-	-	-	-	
45	19	19	Dayside_Nadir	LNO_L	UVIS_NI	2018 JUL 16 05:04:03	2018 JUL 16 05:04:13	2018 JUL 16 06:17:11	2018 JUL 16 05:04:13	2018 JUL 16 05:14:13	-	2018 JUL 16 06:17:11	Same	Same	2018 JUL 16 06:13:15	Same	Same	2018 JUL 16 06:13:15	3778.0	4378.0	3542.0	4142.0	1	1029	1029	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
46	40	20	Ingress	SO_O	UVIS_O	2018 JUL 16 06:13:20	2018 JUL 16 06:23:30	2018 JUL 16 06:31:50	2018 JUL 16 06:13:30	2018 JUL 16 06:23:30	2018 JUL 16 06:29:59	2018 JUL 16 06:31:50	Same	Same	Same	Same	Same	Same	500.0	500.0	500.0	500.0	14	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
47	41	20	Egress	SO_O	UVIS_O	2018 JUL 16 06:46:15	2018 JUL 16 06:56:25	2018 JUL 16 07:04:16	2018 JUL 16 06:46:25	2018 JUL 16 06:56:25	2018 JUL 16 06:58:14	2018 JUL 16 07:04:16	Same	Same	Same	Same	Same	Same	471.0	471.0	471.0	471.0	14	293	293	Diffraction order stepping (fullscan): 115 orders from 110 to 800 in steps of 1 (6 order(s) per 1 second(s))	-	
48	20	20	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 16 07:11:59	2018 JUL 16 07:12:09	2018 JUL 16 08:15:05	2018 JUL 16 07:12:09	2018 JUL 16 07:22:09	-	2018 JUL 16 08:02:09	Same	Same	2018 JUL 16 08:11:02	2018 JUL 16 07:16:43	2018 JUL 16 07:26:43	2018 JUL 16 08:00:32	2400.0	3776.0	2029.0	3533.0	1	1090	1090	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
49	42	21	Ingress	SO_O	UVIS_O	2018 JUL 16 08:11:07	2018 JUL 16 08:21:17	2018 JUL 16 08:29:34	2018 JUL 16 08:11:17	2018 JUL 16 08:21:17	2018 JUL 16 08:27:44	2018 JUL 16 08:29:34	Same	Same	Same	Same	Same	Same	497.0	497.0	497.0	497.0	14	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
50	43	21	Egress	SO_O	UVIS_O	2018 JUL 16 08:44:18	2018 JUL 16 08:54:28	2018 JUL 16 09:02:14	2018 JUL 16 08:44:28	2018 JUL 16 08:54:28	2018 JUL 16 08:56:15	2018 JUL 16 09:02:14	Same	Same	Same	Same	Same	Same	466.0	466.0	466.0	466.0	14	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
51	21	21	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 16 09:09:53	2018 JUL 16 09:10:03	2018 JUL 16 10:12:57	2018 JUL 16 09:10:03	2018 JUL 16 09:20:03	-	2018 JUL 16 10:00:03	Same	Same	Same	2018 JUL 16 09:14:32	2018 JUL 16 09:24:32	2018 JUL 16 09:58:29	2400.0	3774.0	2037.0	3774.0	1	1779	1779	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
52	22	22	Dayside_Nadir	OFF	UVIS_1	2018 JUL 16 11:07:45	2018 JUL 16 11:07:55	2018 JUL 16 12:10:47	-	-	-	-	Same	Same	2018 JUL 16 12:06:38	-	-	-	-	3772.0	-	3523.0	-	-	-	-	-	
53	22	22	Dayside_Nadir	OFF	UVIS_2	2018 JUL 16 11:07:45	2018 JUL 16 11:07:55	2018 JUL 16 12:10:47	-	-	-	-	Same	Same	2018 JUL 16 12:06:38	-	-	-	-	3772.0	-	3523.0	-	-	-	-	-	
54	22	22	Dayside_Nadir	OFF	UVIS_3	2018 JUL 16 11:07:45	2018 JUL 16 11:07:55	2018 JUL 16 12:10:47	-	-	-	-	Same	Same	2018 JUL 16 12:06:38	-	-	-	-	3772.0	-	3523.0	-	-	-	-	-	
55	46	23	Ingress	SO_O	UVIS_O	2018 JUL 16 12:06:43	2018 JUL 16 12:16:53	2018 JUL 16 12:25:00	2018 JUL 16 12:06:53	2018 JUL 16 12:16:53	2018 JUL 16 12:23:12	2018 JUL 16 12:25:00	Same	Same	Same	Same	Same	Same	487.0	487.0	487.0	487.0	14	3951	3951	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
56	47	23	Egress	SO_O	UVIS_O	2018 JUL 16 12:40:16	2018 JUL 16 12:50:26	2018 JUL 16 12:58:03	2018 JUL 16 12:40:26	2018 JUL 16 12:50:26	2018 JUL 16 12:52:11	2018 JUL 16 12:58:03	Same	Same	Same	Same	Same	Same	457.0	457.0	457.0	457.0	14	1175	1175	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	-	
57	23	23	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 16 13:05:33	2018 JUL 16 13:05:43	2018 JUL 16 14:08:37	2018 JUL 16 13:05:43	2018 JUL 16 13:15:43	-	2018 JUL 16 13:55:43	Same	Same	Same	2018 JUL 16 13:10:02	2018 JUL 16 13:20:02	2018 JUL 16 13:54:18	2400.0	3774.0	2056.0	3774.0	1	1860	1860	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
58	24	24	Dayside_Nadir	OFF	UVIS_1	2018 JUL 16 15:03:27	2018 JUL 16 15:03:37	2018 JUL 16 16:06:31	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
59	24	24	Dayside_Nadir	OFF	UVIS_2	2018 JUL 16 15:03:27	2018 JUL 16 15:03:37	2018 JUL 16 16:06:31	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
60	24	24	Dayside_Nadir	OFF	UVIS_3	2018 JUL 16 15:03:27	2018 JUL 16 15:03:37	2018 JUL 16 16:06:31	-	-	-	-	Same	Same	Same	-	-	-	-	3774.0	-	3774.0	-	-	-	-	-	
61	25	25	Dayside_Nadir	LNO_L	UVIS_L	2018 JUL 16 16:51:21	2018 JUL 16 16:51:31	2018 JUL 16 18:04:29	2018 JUL 16 16:51:31	2018 JUL 16 17:01:31	-	2018 JUL 16 18:04:29	Same	Same	2018 JUL 16 18:00:07	Same	Same	2018 JUL 16 18:00:07	3778.0	4378.0	3516.0	4116.0	1	1107	1107	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	-	
62	52	26	Ingress	SO_O	UVIS_O	2018 JUL 16 18:00:12	2018 JUL 16 18:10:22	2018 JUL 16 18:18:15	2018 JUL 16 18:00:22	2018 JUL 16 18:10:22	2018 JUL 16 18:16:31	2018 JUL 16 18:18:15	Same	Same	Same	Same	Same	Same	473.0	473.0	473.0	473.0	14	1453	1452	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
63	53	26	Egress	SO_O	UVIS_O	2018 JUL 16 18:34:23	2018 JUL 16 18:44:33	2018 JUL 16 18:51:56	2018 JUL 16 18:34:33	2018 JUL 16 18:44:33	2018 JUL 16 18:46:14	2018 JUL 16 18:51:56	Same	Same	Same	Same	Same	Same	443.0	443.0	443.0	443.0	14	1452	1453	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 123 to 139)	
64	26	26	Dayside_Nadir	LNO_M	UVIS_L	2018 JUL 16 18:59:15	2018 JUL 16 18:59:25	2018 JUL 16 20:02:25	2018 JUL 16 18:59:25	2018 JUL 16 19:09:25	-	2018 JUL 16 19:49:25	Same	Same	Same	2018 JUL 16 19:03:33	2018 JUL 16 19:13:33	2018 JUL 16 19:48:17	2400.0	3780.0	2084.0	3780.0	1	1837	1837	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	-	
65	27	27	Dayside_Nadir	OFF	UVIS_1	2018 JUL 16 20:57:09	2018 JUL 16 20:57:19	2018 JUL 16 22:00:17	-	-	-	-	Same	Same	2018 JUL 16 21:55:48	-	-	-	-	3778.0	-	3509.0	-	-	-	-	-	
66	27	27	Dayside_Nadir	OFF	UVIS_2	2018 JUL 16 20:57:09	2018 JUL 16 20:57:19	2018 JUL 16 22:00:17	-	-	-	-	Same	Same	2018 JUL 16 21:55:48	-	-	-	-	3778.0	-	3509.0	-	-	-	-	-	
