Instrument	Occultation Index	Occultation Type	UTC Start Time	UTC End Time	UTC Transition Time	Duration (s)	Tangent Centre Longitude	Tangent Centre Latitude	Tangent Centre Local Time (hrs)	
NOMAD	20	Ingress	2018 JUL 15 10:45:15	2018 JUL 15 10:54:38	2018 JUL 15 10:52:31	563.0	-129.4	-74.2	2.3	
NOMAD	21	Egress	2018 JUL 15 11:15:43	2018 JUL 15 11:24:33	2018 JUL 15 11:17:47	530.0	-76.0	26.4	6.4	
ACS	22	Ingress	2018 JUL 15 12:43:04	2018 JUL 15 12:52:19	2018 JUL 15 12:50:14	555.0	-158.2	-74.2	2.3	
ACS	23	Egress	2018 JUL 15 13:13:45	2018 JUL 15 13:22:28	2018 JUL 15 13:15:46	523.0	-104.5	27.0	6.5	
N/A	24	Ingress	2018 JUL 15 14:40:52	2018 JUL 15 14:50:00	2018 JUL 15 14:47:57	548.0	172.4	-74.3	2.3	
N/A	25	Egress	2018 JUL 15 15:11:49	2018 JUL 15 15:20:25	2018 JUL 15 15:13:49	516.0	-133.0	27.6	6.5	
NOMAD	26	Ingress	2018 JUL 15 16:38:41	2018 JUL 15 16:47:42	2018 JUL 15 16:45:41	541.0	142.7	-74.4	2.2	
NOMAD	27	Egress	2018 JUL 15 17:09:57	2018 JUL 15 17:18:25	2018 JUL 15 17:11:55	508.0	-161.5	28.4	6.5	
N/A	28	Ingress	2018 JUL 15 18:36:33	2018 JUL 15 18:45:27	2018 JUL 15 18:43:28	534.0	114.4	-74.3	2.2	
N/A	29	Egress	2018 JUL 15 19:08:07	2018 JUL 15 19:16:29	2018 JUL 15 19:10:03	502.0	170.0	29.3	6.5	
NOMAD	30	Ingress	2018 JUL 15 20:34:24	2018 JUL 15 20:43:11	2018 JUL 15 20:41:14	527.0	85.2	-74.4	2.2	
NOMAD	31	Egress	2018 JUL 15 21:06:13	2018 JUL 15 21:14:30	2018 JUL 15 21:08:08	497.0	141.5	30.0	6.5	
N/A	32	Ingress	2018 JUL 15 22:32:10	2018 JUL 15 22:40:53	2018 JUL 15 22:38:56	523.0	55.0	-74.6	2.1	
N/A	33	Egress	2018 JUL 15 23:04:14	2018 JUL 15 23:12:25	2018 JUL 15 23:06:07	491.0	113.1	30.7	6.5	
N/A	34	Ingress	2018 JUL 16 00:29:54	2018 JUL 16 00:38:32	2018 JUL 16 00:36:37	518.0	26.2	-74.6	2.1	
N/A	35	Egress	2018 JUL 16 01:02:12	2018 JUL 16 01:10:17	2018 JUL 16 01:04:04	485.0	84.5	31.2	6.5	
N/A	36	Ingress	2018 JUL 16 02:27:47	2018 JUL 16 02:36:18	2018 JUL 16 02:34:24	511.0	-3.2	-74.7	2.0	
N/A	37	Egress	2018 JUL 16 03:00:15	2018 JUL 16 03:08:15	2018 JUL 16 03:02:05	480.0	56.0	31.7	6.6	
ACS	38	Ingress	2018 JUL 16 04:25:40	2018 JUL 16 04:34:05	2018 JUL 16 04:32:13	505.0	-31.4	-74.6	2.1	
ACS	39	Egress	2018 JUL 16 04:58:21	2018 JUL 16 05:06:16	2018 JUL 16 05:00:10	475.0	27.5	32.3	6.6	
NOMAD	40	Ingress	2018 JUL 16 06:23:30	2018 JUL 16 06:31:50	2018 JUL 16 06:29:59	500.0	-60.8	-74.7	2.0	
NOMAD	41	Egress	2018 JUL 16 06:56:25	2018 JUL 16 07:04:16	2018 JUL 16 06:58:14	471.0	-1.0	32.9	6.6	
NOMAD	42	Ingress	2018 JUL 16 08:21:17	2018 JUL 16 08:29:34	2018 JUL 16 08:27:44	497.0	-90.0	-74.8	2.0	
NOMAD	43	Egress	2018 JUL 16 08:54:28	2018 JUL 16 09:02:14	2018 JUL 16 08:56:15	466.0	-29.5	33.5	6.6	
ACS	44	Ingress	2018 JUL 16 10:19:04	2018 JUL 16 10:27:17	2018 JUL 16 10:25:28	493.0	-120.4	-75.0	1.9	
ACS	45	Egress	2018 JUL 16 10:52:28	2018 JUL 16 11:00:10	2018 JUL 16 10:54:14	462.0	-58.0	34.1	6.6	
NOMAD	46	Ingress	2018 JUL 16 12:16:53	2018 JUL 16 12:25:00	2018 JUL 16 12:23:12	487.0	-149.1	-75.0	1.9	
NOMAD	47	Egress	2018 JUL 16 12:50:26	2018 JUL 16 12:58:03	2018 JUL 16 12:52:11	457.0	-86.5	34.6	6.6	
N/A	48	Ingress	2018 JUL 16 14:14:41	2018 JUL 16 14:22:44	2018 JUL 16 14:20:57	483.0	-178.3	-75.0	1.8	
N/A	49	Egress	2018 JUL 16 14:48:25	2018 JUL 16 14:55:58	2018 JUL 16 14:50:09	453.0	-115.1	35.0	6.6	
ACS	50	Ingress	2018 JUL 16 16:12:30	2018 JUL 16 16:20:28	2018 JUL 16 16:18:43	478.0	152.1	-75.1	1.8	
ACS	51	Egress	2018 JUL 16 16:46:28	2018 JUL 16 16:53:55	2018 JUL 16 16:48:10	447.0	-143.6	35.5	6.7	
NOMAD	52	Ingress	2018 JUL 16 18:10:22	2018 JUL 16 18:18:15	2018 JUL 16 18:16:31	473.0	122.3	-75.3	1.7	
NOMAD	53	Egress	2018 JUL 16 18:44:33	2018 JUL 16 18:51:56	2018 JUL 16 18:46:14	443.0	-172.1	36.1	6.7	
ACS	54	Ingress	2018 JUL 16 20:08:14	2018 JUL 16 20:16:03	2018 JUL 16 20:14:19	469.0	94.3	-75.2	1.8	
ACS	55	Egress	2018 JUL 16 20:42:37	2018 JUL 16 20:49:57	2018 JUL 16 20:44:18	440.0	159.4	36.7	6.7	
NOMAD	56	Ingress	2018 JUL 16 22:06:03	2018 JUL 16 22:13:48	2018 JUL 16 22:12:05	465.0	65.4	-75.2	1.7	
NOMAD	57	Egress	2018 JUL 16 22:40:37	2018 JUL 16 22:47:54	2018 JUL 16 22:42:17	437.0	131.0	37.3	6.7	
NOMAD	58	Ingress	2018 JUL 17 00:03:47	2018 JUL 17 00:11:30	2018 JUL 17 00:09:48	463.0	35.2	-75.3	1.6	
NOMAD	59	Egress	2018 JUL 17 00:38:32	2018 JUL 17 00:45:45	2018 JUL 17 00:40:11	433.0	102.4	37.7	6.7	
N/A	60	Ingress	2018 JUL 17 02:01:37	2018 JUL 17 02:09:15	2018 JUL 17 02:07:34	458.0	6.0	-75.4	1.6	
N/A	61	Egress	2018 JUL 17 02:36:30	2018 JUL 17 02:43:39	2018 JUL 17 02:38:08	429.0	73.9	38.0	6.7	
ACS	62	Ingress	2018 JUL 17 03:59:31	2018 JUL 17 04:07:04	2018 JUL 17 04:05:24	453.0	-22.1	-75.3	1.6	
ACS	63	Egress	2018 JUL 17 04:34:32	2018 JUL 17 04:41:38	2018 JUL 17 04:36:10	426.0	45.3	38.4	6.7	
NOMAD	64	Ingress	2018 JUL 17 05:57:23	2018 JUL 17 06:04:52	2018 JUL 17 06:03:13	449.0	-51.7	-75.4	1.6	
NOMAD	65	Egress	2018 JUL 17 06:32:35	2018 JUL 17 06:39:37	2018 JUL 17 06:34:12	422.0	16.8	38.9	6.7	
ACS	66	Ingress	2018 JUL 17 07:55:12	2018 JUL 17 08:02:39	2018 JUL 17 08:01:00	447.0	-81.1	-75.4	1.5	
ACS	67	Egress	2018 JUL 17 08:30:37	2018 JUL 17 08:37:35	2018 JUL 17 08:32:12	418.0	-11.6	39.4	6.8	
NOMAD	68	Ingress	2018 JUL 17 09:53:00	2018 JUL 17 10:00:24	2018 JUL 17 09:58:46	444.0	-110.1	-75.4	1.5	
NOMAD	69	Egress	2018 JUL 17 10:28:35	2018 JUL 17 10:35:31	2018 JUL 17 10:30:11	416.0	-40.1	39.9	6.8	
NOMAD	70	Ingress	2018 JUL 17 11:50:48	2018 JUL 17 11:58:09	2018 JUL 17 11:56:31	441.0	-138.9	-75.4	1.5	
NOMAD	71	Egress	2018 JUL 17 12:26:32	2018 JUL 17 12:33:25	2018 JUL 17 12:28:06	413.0	-68.6	40.3	6.8	
N/A	72	Ingress	2018 JUL 17 13:48:38	2018 JUL 17 13:55:54	2018 JUL 17 13:54:18	436.0	-167.9	-75.4	1.5	
N/A	73	Egress	2018 JUL 17 14:24:28	2018 JUL 17 14:31:18	2018 JUL 17 14:26:02	410.0	-97.2	40.6	6.8	
ACS	74	Ingress	2018 JUL 17 15:46:27	2018 JUL 17 15:53:40	2018 JUL 17 15:52:05	433.0	162.6	-75.5	1.4	
ACS	75	Egress	2018 JUL 17 16:22:27	2018 JUL 17 16:29:13	2018 JUL 17 16:24:00	406.0	-125.7	40.9	6.8	
NOMAD	76	Ingress	2018 JUL 17 17:44:18	2018 JUL 17 17:51:29	2018 JUL 17 17:49:53	431.0	132.7	-75.6	1.3	
NOMAD	77	Egress	2018 JUL 17 18:20:29	2018 JUL 17 18:27:12	2018 JUL 17 18:22:02	403.0	-154.2	41.4	6.8	
ACS	78	Ingress	2018 JUL 17 19:42:12	2018 JUL 17 19:49:19	2018 JUL 17 19:47:44	427.0	102.9	-75.7	1.3	
ACS	79	Egress	2018 JUL 17 20:18:32	2018 JUL 17 20:25:13	2018 JUL 17 20:20:04	401.0	177.3	41.9	6.8	
NOMAD	80	Ingress	2018 JUL 17 21:40:03	2018 JUL 17 21:47:07	2018 JUL 17 21:45:33	424.0	75.2	-75.6	1.3	
NOMAD	81	Egress	2018 JUL 17 22:16:33	2018 JUL 17 22:23:11	2018 JUL 17 22:18:04	398.0	148.8	42.4	6.9	
ACS	82	Ingress	2018 JUL 17 23:37:49	2018 JUL 17 23:44:51	2018 JUL 17 23:43:17	422.0	45.0	-75.7	1.2	
ACS	83	Egress	2018 JUL 18 00:14:28	2018 JUL 18 00:21:03	2018 JUL 18 00:15:58	395.0	120.3	42.7	6.9	
N/A	84	Ingress	2018 JUL 18 01:35:35	2018 JUL 18 01:42:34	2018 JUL 18 01:41:02	419.0	16.0	-75.7	1.2	
N/A	85	Egress	2018 JUL 18 02:12:21	2018 JUL 18 02:18:53	2018 JUL 18 02:13:51	392.0	91.8	42.9	6.9	
NOMAD	86	Ingress	2018 JUL 18 03:33:28	2018 JUL 18 03:40:24	2018 JUL 18 03:38:52	416.0	-13.5	-75.7	1.1	
NOMAD	87	Egress	2018 JUL 18 04:10:21	2018 JUL 18 04:16:50	2018 JUL 18 04:11:50	389.0	63.2	43.3	6.9	
NOMAD	88	Ingress	2018 JUL 18 05:31:22	2018 JUL 18 05:38:14	2018 JUL 18 05:36:43	412.0	-41.7	-75.7	1.2	
NOMAD	89	Egress	2018 JUL 18 06:08:22	2018 JUL 18 06:14:49	2018 JUL 18 06:09:51	387.0	34.7	43.6	6.9	
ACS	90	Ingress	2018 JUL 18 07:29:12	2018 JUL 18 07:36:02	2018 JUL 18 07:34:31	410.0	-71.2	-75.7	1.1	
ACS	91	Egress	2018 JUL 18 08:06:23	2018 JUL 18 08:12:47	2018 JUL 18 08:07:51	384.0	6.2	44.1	6.9	
NOMAD	92	Ingress	2018 JUL 18 09:27:01	2018 JUL 18 09:33:49	2018 JUL 18 09:32:19	408.0	-100.3	-75.7	1.1	
NOMAD	93	Egress	2018 JUL 18 10:04:21	2018 JUL 18 10:10:42	2018 JUL 18 10:05:48	381.0	-22.3	44.5	6.9	
ACS	94	Ingress	2018 JUL 18 11:24:48	2018 JUL 18 11:31:35	2018 JUL 18 11:30:05	407.0	-130.8	-75.8	1.0	
ACS	95	Egress	2018 JUL 18 12:02:16	2018 JUL 18 12:08:36	2018 JUL 18 12:03:44	380.0	-50.7	44.8	6.9	
N/A	96	Ingress	2018 JUL 18 13:22:38	2018 JUL 18 13:29:21	2018 JUL 18 13:27:52	403.0	-158.0	-75.7	1.1	
N/A	97	Egress	2018 JUL 18 14:00:11	2018 JUL 18 14:06:28	2018 JUL 18 14:01:38	377.0	-79.3	45.1	6.9	
NOMAD	98	Ingress	2018 JUL 18 15:20:27	2018 JUL 18 15:27:08	2018 JUL 18 15:25:39	401.0	172.7	-75.7	1.0	
NOMAD	99	Egress	2018 JUL 18 15:58:07	2018 JUL 18 16:04:22	2018 JUL 18 15:59:33	375.0	-107.8	45.3	7.0	
NOMAD	100	Ingress	2018 JUL 18 17:18:18	2018 JUL 18 17:24:56	2018 JUL 18 17:23:28	398.0	142.9	-75.8	0.9	
NOMAD	101	Egress	2018 JUL 18 17:56:06	2018 JUL 18 18:02:18	2018 JUL 18 17:57:32	372.0	-136.3	45.6	7.0	
ACS	102	Ingress	2018 JUL 18 19:16:11	2018 JUL 18 19:22:46	2018 JUL 18 19:21:18	395.0	113.1	-75.8	0.9	
ACS	103	Egress	2018 JUL 18 19:54:07	2018 JUL 18 20:00:17	2018 JUL 18 19:55:32	370.0	-164.8	46.0	7.0	
NOMAD	104	Ingress	2018 JUL 18 21:14:03	2018 JUL 18 21:20:36	2018 JUL 18 21:19:09	393.0	83.7	-75.9	0.8	
NOMAD	105	Egress	2018 JUL 18 21:52:07	2018 JUL 18 21:58:15	2018 JUL 18 21:53:32	368.0	166.7	46.4	7.0	
ACS	106	Ingress	2018 JUL 18 23:11:52	2018 JUL 18 23:18:23	2018 JUL 18 23:16:56	391.0	54.8	-75.8	0.8	
ACS	107	Egress	2018 JUL 18 23:50:03	2018 JUL 18 23:56:09	2018 JUL 18 23:51:27	366.0	138.2	46.8	7.0	
N/A	108	Ingress	2018 JUL 19 01:09:37	2018 JUL 19 01:16:07	2018 JUL 19 01:14:41	390.0	26.0	-75.8	0.8	
N/A	109	Egress	2018 JUL 19 01:47:55	2018 JUL 19 01:53:59	2018 JUL 19 01:49:19	364.0	109.7	47.0	7.0	
NOMAD	110	Ingress	2018 JUL 19 03:07:29	2018 JUL 19 03:13:56	2018 JUL 19 03:12:30	387.0	-3.3	-75.8	0.8	
NOMAD	111	Egress	2018 JUL 19 03:45:51	2018 JUL 19 03:51:53	2018 JUL 19 03:47:15	362.0	81.1	47.2	7.0	
ACS	112	Ingress	2018 JUL 19 05:05:23	2018 JUL 19 05:11:47	2018 JUL 19 05:10:21	384.0	-31.5	-75.8	0.8	
ACS	113	Egress	2018 JUL 19 05:43:51	2018 JUL 19 05:49:51	2018 JUL 19 05:45:14	360.0	52.6	47.5	7.0	
NOMAD	114	Ingress	2018 JUL 19 07:03:15	2018 JUL 19 07:09:37	2018 JUL 19 07:08:12	382.0	-61.1	-75.8	0.7	
NOMAD	115	Egress	2018 JUL 19 07:41:51	2018 JUL 19 07:47:49	2018 JUL 19 07:43:14	358.0	24.1	47.8	7.1	
NOMAD	116	Ingress	2018 JUL 19 09:01:05	2018 JUL 19 09:07:26	2018 JUL 19 09:06:01	381.0	-90.4	-75.8	0.7	
NOMAD	117	Egress	2018 JUL 19 09:39:48	2018 JUL 19 09:45:45	2018 JUL 19 09:41:11	357.0	-4.4	48.1	7.1	
ACS	118	Ingress	2018 JUL 19 10:58:53	2018 JUL 19 11:05:13	2018 JUL 19 11:03:48	380.0	-119.5	-75.8	0.7	
ACS	119	Egress	2018 JUL 19 11:37:44	2018 JUL 19 11:43:39	2018 JUL 19 11:39:06	355.0	-32.8	48.5	7.1	
N/A	120	Ingress	2018 JUL 19 12:56:42	2018 JUL 19 13:02:59	2018 JUL 19 13:01:35	377.0	-148.2	-75.8	0.7	
N/A	121	Egress	2018 JUL 19 13:35:38	2018 JUL 19 13:41:31	2018 JUL 19 13:36:59	353.0	-61.3	48.7	7.1	
NOMAD	122	Ingress	2018 JUL 19 14:54:32	2018 JUL 19 15:00:47	2018 JUL 19 14:59:23	375.0	-177.3	-75.8	0.6	
NOMAD	123	Egress	2018 JUL 19 15:33:32	2018 JUL 19 15:39:23	2018 JUL 19 15:34:53	351.0	-89.9	48.9	7.1	
ACS	124	Ingress	2018 JUL 19 16:52:23	2018 JUL 19 16:58:35	2018 JUL 19 16:57:12	372.0	153.0	-75.8	0.6	
ACS	125	Egress	2018 JUL 19 17:31:29	2018 JUL 19 17:37:18	2018 JUL 19 17:32:50	349.0	-118.4	49.1	7.1	
NOMAD	126	Ingress	2018 JUL 19 18:50:15	2018 JUL 19 18:56:26	2018 JUL 19 18:55:03	371.0	123.1	-75.9	0.5	
NOMAD	127	Egress	2018 JUL 19 19:29:28	2018 JUL 19 19:35:15	2018 JUL 19 19:30:49	347.0	-147.0	49.4	7.1	
NOMAD	128	Ingress	2018 JUL 19 20:48:09	2018 JUL 19 20:54:18	2018 JUL 19 20:52:55	369.0	93.5	-75.9	0.4	
NOMAD	129	Egress	2018 JUL 19 21:27:28	2018 JUL 19 21:33:14	2018 JUL 19 21:28:49	346.0	-175.4	49.7	7.1	
ACS	130	Ingress	2018 JUL 19 22:46:00	2018 JUL 19 22:52:07	2018 JUL 19 22:50:45	367.0	65.8	-75.8	0.5	
ACS	131	Egress	2018 JUL 19 23:25:25	2018 JUL 19 23:31:09	2018 JUL 19 23:26:45	344.0	156.1	50.1	7.2	
N/A	132	Ingress	2018 JUL 20 00:43:45	2018 JUL 20 00:49:52	2018 JUL 20 00:48:30	367.0	35.6	-75.8	0.4	
N/A	133	Egress	2018 JUL 20 01:23:17	2018 JUL 20 01:28:59	2018 JUL 20 01:24:37	342.0	127.6	50.3	7.2	
NOMAD	134	Ingress	2018 JUL 20 02:41:33	2018 JUL 20 02:47:38	2018 JUL 20 02:46:16	365.0	6.6	-75.8	0.3	
NOMAD	135	Egress	2018 JUL 20 03:21:10	2018 JUL 20 03:26:50	2018 JUL 20 03:22:29	340.0	99.1	50.4	7.2	
ACS	136	Ingress	2018 JUL 20 04:39:27	2018 JUL 20 04:45:29	2018 JUL 20 04:44:08	362.0	-23.0	-75.8	0.3	
ACS	137	Egress	2018 JUL 20 05:19:08	2018 JUL 20 05:24:47	2018 JUL 20 05:20:27	339.0	70.5	50.6	7.2	
NOMAD	138	Ingress	2018 JUL 20 06:37:21	2018 JUL 20 06:43:21	2018 JUL 20 06:42:00	360.0	-51.2	-75.8	0.3	
NOMAD	139	Egress	2018 JUL 20 07:17:07	2018 JUL 20 07:22:44	2018 JUL 20 07:18:25	337.0	42.0	50.9	7.2	
ACS	140	Ingress	2018 JUL 20 08:35:12	2018 JUL 20 08:41:11	2018 JUL 20 08:39:50	359.0	-80.7	-75.8	0.3	
ACS	141	Egress	2018 JUL 20 09:15:05	2018 JUL 20 09:20:40	2018 JUL 20 09:16:23	335.0	13.5	51.2	7.2	
NOMAD	142	Ingress	2018 JUL 20 10:33:01	2018 JUL 20 10:38:59	2018 JUL 20 10:37:38	358.0	-109.8	-75.8	0.2	
NOMAD	143	Egress	2018 JUL 20 11:13:00	2018 JUL 20 11:18:35	2018 JUL 20 11:14:18	335.0	-14.9	51.4	7.2	
N/A	144	Ingress	2018 JUL 20 12:30:49	2018 JUL 20 12:36:46	2018 JUL 20 12:35:26	357.0	-138.7	-75.8	0.2	
N/A	145	Egress	2018 JUL 20 13:10:54	2018 JUL 20 13:16:27	2018 JUL 20 13:12:12	333.0	-43.4	51.7	7.2	
NOMAD	146	Ingress	2018 JUL 20 14:28:39	2018 JUL 20 14:34:34	2018 JUL 20 14:33:14	355.0	-167.6	-75.8	0.2	
NOMAD	147	Egress	2018 JUL 20 15:08:47	2018 JUL 20 15:14:19	2018 JUL 20 15:10:04	332.0	-72.0	51.9	7.3	
N/A	148	Ingress	2018 JUL 20 16:26:30	2018 JUL 20 16:32:22	2018 JUL 20 16:31:03	352.0	163.0	-75.7	0.2	
N/A	149	Egress	2018 JUL 20 17:06:42	2018 JUL 20 17:12:12	2018 JUL 20 17:07:59	330.0	-100.5	52.0	7.3	
NOMAD	150	Ingress	2018 JUL 20 18:24:22	2018 JUL 20 18:30:13	2018 JUL 20 18:28:53	351.0	133.2	-75.7	0.1	
NOMAD	151	Egress	2018 JUL 20 19:04:39	2018 JUL 20 19:10:07	2018 JUL 20 19:05:56	328.0	-129.0	52.2	7.3	
ACS	152	Ingress	2018 JUL 20 20:22:15	2018 JUL 20 20:28:05	2018 JUL 20 20:26:46	350.0	104.8	-75.7	0.1	
ACS	153	Egress	2018 JUL 20 21:02:38	2018 JUL 20 21:08:05	2018 JUL 20 21:03:55	327.0	-157.5	52.5	7.3	
NOMAD	154	Ingress	2018 JUL 20 22:20:08	2018 JUL 20 22:25:56	2018 JUL 20 22:24:37	348.0	75.5	-75.7	0.1	
NOMAD	155	Egress	2018 JUL 20 23:00:36	2018 JUL 20 23:06:02	2018 JUL 20 23:01:52	326.0	174.1	52.8	7.3	
N/A	156	Ingress	2018 JUL 21 00:17:56	2018 JUL 21 00:23:43	2018 JUL 21 00:22:25	347.0	46.6	-75.7	0.0	
N/A	157	Egress	2018 JUL 21 00:58:29	2018 JUL 21 01:03:54	2018 JUL 21 00:59:45	325.0	145.6	53.0	7.3	
NOMAD	158	Ingress	2018 JUL 21 02:15:43	2018 JUL 21 02:21:29	2018 JUL 21 02:20:11	346.0	16.4	-75.7	23.9	
NOMAD	159	Egress	2018 JUL 21 02:56:21	2018 JUL 21 03:01:44	2018 JUL 21 02:57:36	323.0	117.0	53.2	7.3	
ACS	160	Ingress	2018 JUL 21 04:13:36	2018 JUL 21 04:19:20	2018 JUL 21 04:18:02	344.0	-11.7	-75.6	24.0	
ACS	161	Egress	2018 JUL 21 04:54:16	2018 JUL 21 04:59:38	2018 JUL 21 04:55:32	322.0	88.5	53.3	7.3	
NOMAD	162	Ingress	2018 JUL 21 06:11:30	2018 JUL 21 06:17:12	2018 JUL 21 06:15:55	342.0	-41.3	-75.6	23.9	
NOMAD	163	Egress	2018 JUL 21 06:52:15	2018 JUL 21 06:57:36	2018 JUL 21 06:53:30	321.0	59.9	53.5	7.4	
ACS	164	Ingress	2018 JUL 21 08:09:23	2018 JUL 21 08:15:03	2018 JUL 21 08:13:46	340.0	-69.6	-75.6	23.9	
ACS	165	Egress	2018 JUL 21 08:50:13	2018 JUL 21 08:55:32	2018 JUL 21 08:51:28	319.0	31.5	53.7	7.4	
NOMAD	166	Ingress	2018 JUL 21 10:07:12	2018 JUL 21 10:12:53	2018 JUL 21 10:11:36	341.0	-98.8	-75.6	23.9	
NOMAD	167	Egress	2018 JUL 21 10:48:08	2018 JUL 21 10:53:27	2018 JUL 21 10:49:23	319.0	3.0	53.9	7.4	
N/A	168	Ingress	2018 JUL 21 12:05:01	2018 JUL 21 12:10:41	2018 JUL 21 12:09:24	340.0	-129.1	-75.6	23.8	
N/A	169	Egress	2018 JUL 21 12:46:02	2018 JUL 21 12:51:20	2018 JUL 21 12:47:17	318.0	-25.5	54.2	7.4	
N/A	170	Ingress	2018 JUL 21 14:02:50	2018 JUL 21 14:08:28	2018 JUL 21 14:07:12	338.0	-157.9	-75.5	23.8	
N/A	171	Egress	2018 JUL 21 14:43:54	2018 JUL 21 14:49:11	2018 JUL 21 14:45:09	317.0	-54.0	54.3	7.4	
N/A	172	Ingress	2018 JUL 21 16:00:41	2018 JUL 21 16:06:17	2018 JUL 21 16:05:01	336.0	172.9	-75.5	23.8	
N/A	173	Egress	2018 JUL 21 16:41:48	2018 JUL 21 16:47:02	2018 JUL 21 16:43:02	314.0	-82.6	54.5	7.4	
ACS	174	Ingress	2018 JUL 21 17:58:32	2018 JUL 21 18:04:07	2018 JUL 21 18:02:51	335.0	144.5	-75.5	23.8	
ACS	175	Egress	2018 JUL 21 18:39:44	2018 JUL 21 18:44:57	2018 JUL 21 18:40:58	313.0	-111.1	54.6	7.4	
NOMAD	176	Ingress	2018 JUL 21 19:56:25	2018 JUL 21 20:01:59	2018 JUL 21 20:00:43	334.0	114.8	-75.5	23.7	
NOMAD	177	Egress	2018 JUL 21 20:37:42	2018 JUL 21 20:42:54	2018 JUL 21 20:38:55	312.0	-139.6	54.8	7.4	
NOMAD	178	Ingress	2018 JUL 21 21:54:19	2018 JUL 21 21:59:52	2018 JUL 21 21:58:36	333.0	85.3	-75.4	23.6	
NOMAD	179	Egress	2018 JUL 21 22:35:40	2018 JUL 21 22:40:51	2018 JUL 21 22:36:53	311.0	-168.0	55.1	7.5	
N/A	180	Ingress	2018 JUL 21 23:52:10	2018 JUL 21 23:57:42	2018 JUL 21 23:56:26	332.0	57.5	-75.4	23.7	
N/A	181	Egress	2018 JUL 22 00:33:34	2018 JUL 22 00:38:45	2018 JUL 22 00:34:48	311.0	163.5	55.3	7.5	
ACS	182	Ingress	2018 JUL 22 01:49:56	2018 JUL 22 01:55:27	2018 JUL 22 01:54:12	331.0	27.5	-75.4	23.6	
ACS	183	Egress	2018 JUL 22 02:31:25	2018 JUL 22 02:36:34	2018 JUL 22 02:32:38	309.0	135.0	55.5	7.5	
NOMAD	184	Ingress	2018 JUL 22 03:47:45	2018 JUL 22 03:53:15	2018 JUL 22 03:52:00	330.0	-1.6	-75.3	23.6	
