THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
152, CO 2SUBD 02, 167
154, HDO H2O 2SUBD 01, 169
156, H2O 2SUBD 01, 167
158, HDO H2O 2SUBD 01, 169
162, HDO CO 3SUBD 01, 167
164, AER H2Oi 3SUBD 01, 169
167, CH4 3SUBD 01, 168
168, CO 2SUBD 02, 167
170, Nominal 6SUBD 01, 168
173, CO 2SUBD 02, 167
175, HDO H2O 2SUBD 01, 169
176, H2O 2SUBD 01, 167
178, HDO H2O 2SUBD 01, 169
179, HDO CO 3SUBD 01, 167
181, AER H2Oi 3SUBD 01, 169
184, CH4 3SUBD 01, 168
185, CO 2SUBD 02, 167
187, Nominal 6SUBD 01, 168
191, CO 2SUBD 02, 167
192, HDO H2O 2SUBD 01, 169
194, H2O 2SUBD 01, 167
196, HDO H2O 2SUBD 01, 169
197, HDO CO 3SUBD 01, 167
198, AER H2Oi 3SUBD 01, 169
201, CH4 3SUBD 01, 168
203, CO 2SUBD 02, 167
204, Nominal 6SUBD 01, 168
207, CO 2SUBD 02, 167
209, HDO H2O 2SUBD 01, 169
210, H2O 2SUBD 01, 167
212, HDO H2O 2SUBD 01, 169
213, HDO CO 3SUBD 01, 167
215, AER H2Oi 3SUBD 01, 169
218, CH4 3SUBD 01, 168
220, CO 2SUBD 02, 167
221, Nominal 6SUBD 01, 168
226, CO 2SUBD 02, 167
228, HDO H2O 2SUBD 01, 169
229, H2O 2SUBD 01, 167
231, HDO H2O 2SUBD 01, 169
232, HDO CO 3SUBD 01, 167
234, AER H2Oi 3SUBD 01, 169
237, CH4 3SUBD 01, 168
239, CO 2SUBD 02, 167
241, Nominal 6SUBD 01, 168
244, CO 2SUBD 02, 167
245, HDO H2O 2SUBD 01, 169
247, H2O 2SUBD 01, 167
249, Surface 3SUBD 01, 168
251, HDO CO 3SUBD 01, 167
252, AER H2Oi 3SUBD 01, 169
256, CH4 3SUBD 01, 168
258, CO 2SUBD 02, 167
262, Nominal 6SUBD 01, 168
265, CO 2SUBD 02, 167
267, HDO H2O 2SUBD 01, 169
269, H2O 2SUBD 01, 167
270, HDO H2O 2SUBD 01, 169
271, HDO CO 3SUBD 01, 167
273, Surface 3SUBD 01, 168
276, CH4 3SUBD 01, 168
278, CO 2SUBD 02, 167
279, Nominal 6SUBD 01, 168
282, CO 2SUBD 02, 167
284, HDO H2O 2SUBD 01, 169
287, H2O 2SUBD 01, 167
289, HDO H2O 2SUBD 01, 169
290, HDO CO 3SUBD 01, 167
292, AER H2Oi 3SUBD 01, 169
296, CH4 3SUBD 01, 168
298, Surface 3SUBD 01, 168
300, Nominal 6SUBD 01, 168
303, CO 2SUBD 02, 167
305, HDO H2O 2SUBD 01, 169
307, H2O 2SUBD 01, 167
308, HDO H2O 2SUBD 01, 169
310, HDO CO 3SUBD 01, 167
311, Surface 3SUBD 01, 168
315, CH4 3SUBD 01, 168
317, CO 2SUBD 02, 167
321, CO 2SUBD 02, 167
323, HDO H2O 2SUBD 01, 169
325, H2O 2SUBD 01, 167
326, HDO H2O 2SUBD 01, 169
327, HDO CO 3SUBD 01, 167
329, AER H2Oi 3SUBD 01, 169
332, CH4 3SUBD 01, 168
333, Surface 3SUBD 01, 168
337, Nominal 6SUBD 01, 168
340, CO 2SUBD 02, 167
341, HDO H2O 2SUBD 01, 169
