Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
CH4_ROI_VERNAL CRATER                                ,2,1,150,2023 MAY 25 20:36:09,2023 MAY 25 20:36:45,4.7881,-5.2232,6.5413,-4.9458,60.5337,59.2435,61.258,60.1619,1.0847,1.3024,7.9525,7.9808
LANDER_Phoenix                                       ,1,1,6,2023 MAY 14 01:59:43,2023 MAY 14 02:00:29,67.3499,-127.6713,69.0807,-123.75,45.649,47.7138,45.6095,47.6734,0.46724,0.42546,12.6981,12.9719
LANDER_Phoenix                                       ,2,1,22,2023 MAY 15 09:38:13,2023 MAY 15 09:38:35,67.2045,-127.6724,66.3399,-126.0376,77.6147,78.6348,77.3485,78.359,0.26766,0.27703,19.4983,19.6133
LANDER_Phoenix                                       ,3,3,31,2023 MAY 16 03:07:58,2023 MAY 16 03:08:39,68.4649,-127.6628,69.9735,-123.75,47.7622,49.3359,46.319,48.0894,2.7905,2.4871,12.5294,12.8017
LANDER_Phoenix                                       ,4,1,59,2023 MAY 18 10:19:26,2023 MAY 18 10:19:42,70.1503,-125.3997,69.5609,-123.75,70.7682,71.4887,70.5679,71.2806,0.2024,0.20965,18.4039,18.5183
LANDER_Phoenix                                       ,5,3,84,2023 MAY 20 11:27:18,2023 MAY 20 11:28:01,69.7463,-127.6517,68.1699,-123.75,69.0536,70.8028,68.8683,70.5984,0.18657,0.20476,18.0783,18.3503
LANDER_Phoenix                                       ,6,3,93,2023 MAY 21 04:57:11,2023 MAY 21 04:57:54,66.3394,-127.1401,68.0342,-123.75,44.2026,45.4951,44.2896,45.5739,0.32336,0.29795,11.145,11.3828
LANDER_Phoenix                                       ,7,1,109,2023 MAY 22 12:35:37,2023 MAY 22 12:36:26,68.4036,-127.6635,66.4941,-123.75,68.2083,70.0907,68.028,69.8897,0.1805,0.20106,17.9092,18.1836
LANDER_Phoenix                                       ,8,1,118,2023 MAY 23 06:05:42,2023 MAY 23 06:06:24,68.5591,-127.6635,70.0962,-123.75,43.0603,44.3878,46.58,47.6056,4.0964,3.8143,10.9453,11.2175
LANDER_Phoenix                                       ,9,3,134,2023 MAY 24 13:43:59,2023 MAY 24 13:44:11,66.7937,-127.6751,66.3399,-126.837,67.3055,67.7073,67.1301,67.5273,0.17546,0.18016,17.7411,17.8
LANDER_Phoenix                                       ,10,1,143,2023 MAY 25 07:13:49,2023 MAY 25 07:14:15,69.2399,-127.6564,70.1506,-125.1449,47.4593,47.9695,47.3934,47.9054,0.19011,0.1856,10.7739,10.9483
LANDER_Phoenix                                       ,11,1,180,2023 MAY 28 07:55:03,2023 MAY 28 07:55:20,66.3392,-125.039,67.0154,-123.75,46.8328,47.0576,48.14,48.265,1.308,1.2084,9.7017,9.7922
LANDER_Phoenix                                       ,12,3,196,2023 MAY 29 15:33:02,2023 MAY 29 15:33:47,69.4533,-127.6545,67.8048,-123.75,59.2931,60.3828,59.2016,60.2753,0.094744,0.10766,16.3189,16.5911
LANDER_Phoenix                                       ,13,3,205,2023 MAY 30 09:03:03,2023 MAY 30 09:03:50,67.237,-127.6725,69.0085,-123.75,46.3201,46.81,50.1089,50.205,3.7894,3.399,9.3522,9.6264
LANDER_Phoenix                                       ,14,1,221,2023 MAY 31 16:41:35,2023 MAY 31 16:41:57,67.1802,-127.671,66.3379,-126.0205,62.1177,62.6432,57.5845,58.0199,4.9894,5.1069,16.1528,16.2686
LANDER_Phoenix                                       ,15,1,230,2023 JUN 01 10:11:25,2023 JUN 01 10:12:03,68.7713,-127.6611,70.1499,-124.0346,48.3901,48.5681,51.6669,51.5698,3.2882,3.0073,9.185,9.4369
LANDER_Phoenix                                       ,16,1,255,2023 JUN 03 11:19:35,2023 JUN 03 11:19:48,69.6833,-127.6524,70.1503,-126.3293,52.143,52.0674,52.81,52.7147,0.73175,0.70985,9.0139,9.1058
LANDER_Phoenix                                       ,17,1,258,2023 JUN 03 17:22:52,2023 JUN 03 17:23:01,70.1503,-124.583,69.8597,-123.75,55.6579,55.794,53.5861,53.6698,2.1537,2.2094,15.1122,15.17
LANDER_Phoenix                                       ,18,1,283,2023 JUN 05 18:30:40,2023 JUN 05 18:31:22,69.7078,-127.6509,68.1566,-123.75,55.8589,56.4573,51.6576,51.8691,4.2431,4.6485,14.73,15.0014
LANDER_Phoenix                                       ,19,1,292,2023 JUN 06 12:00:49,2023 JUN 06 12:00:50,66.3375,-123.8412,66.3855,-123.75,60.3112,60.2881,56.0492,56.0279,4.4318,4.4292,8.0206,8.0269
LANDER_Phoenix                                       ,20,3,308,2023 JUN 07 19:38:55,2023 JUN 07 19:39:41,68.6206,-127.659,66.8872,-123.75,53.3314,53.2195,50.1585,50.2452,3.1766,2.9823,14.5589,14.8319
LANDER_Phoenix                                       ,21,1,317,2023 JUN 08 13:08:34,2023 JUN 08 13:09:21,66.6927,-127.6738,68.4868,-123.75,59.9108,59.069,58.5182,57.462,1.3991,1.6222,7.5864,7.8608
LANDER_Phoenix                                       ,22,1,333,2023 JUN 09 20:47:07,2023 JUN 09 20:47:42,67.7011,-127.669,66.34,-125.0266,48.7225,48.5998,48.7393,48.6115,0.072381,0.051753,14.3869,14.5725
LANDER_Spirit                                        ,1,3,69,2023 MAY 19 05:19:52,2023 MAY 19 05:20:17,-13.9494,173.4877,-12.6743,173.7947,34.0256,33.7896,59.4385,58.3378,25.4166,24.5499,8.8317,8.8586
LANDER_Spirit                                        ,2,3,181,2023 MAY 28 09:24:04,2023 MAY 28 09:25:20,-16.4217,174.1515,-12.6689,174.8541,82.4029,79.8091,82.3404,79.7282,0.095248,0.13348,7.0919,7.1594
LANDER_Opportunity                                   ,1,3,38,2023 MAY 16 16:27:39,2023 MAY 16 16:28:55,-3.8018,-5.7646,-0.048736,-5.1254,43.8644,40.8231,43.6888,40.6152,0.23368,0.27772,9.63,9.6931
LANDER_Opportunity                                   ,2,1,150,2023 MAY 25 20:33:15,2023 MAY 25 20:34:31,-3.8017,-6.576,-0.048878,-5.981,67.019,64.1729,66.9028,64.383,0.23391,0.50546,7.8156,7.8756
LANDER_Opportunity                                   ,3,3,237,2023 JUN 01 23:31:11,2023 JUN 01 23:32:06,-3.8018,-3.9867,-1.0912,-3.526,86.1598,84.4251,86.0306,84.2826,0.23364,0.26542,6.4044,6.45
LANDER_Opportunity                                   ,4,3,305,2023 JUN 07 14:09:38,2023 JUN 07 14:10:54,-0.048746,-5.5983,-3.8018,-4.9605,81.34,83.769,81.1925,83.6402,0.27859,0.30502,17.3542,17.4172
Gale Creater Extended SOC                            ,1,3,33,2023 MAY 16 06:37:14,2023 MAY 16 06:38:30,-6.4412,138,-2.6883,138.6443,43.075,39.8122,45.3258,42.1578,4.0707,4.0637,9.6356,9.6989
Gale Creater Extended SOC                            ,2,1,145,2023 MAY 25 10:42:51,2023 MAY 25 10:44:07,-6.4411,137.6164,-2.6884,138.2587,67.8049,65.2074,67.6934,65.0743,0.20237,0.24638,7.85,7.9133
Gale Creater Extended SOC                            ,3,3,325,2023 JUN 09 05:28:43,2023 JUN 09 05:29:59,-2.6883,136.0991,-6.4412,136.7402,78.6316,81.1124,78.4976,80.9979,0.29648,0.32466,17.0722,17.1356
LANDER_Insight                                       ,1,3,58,2023 MAY 18 07:47:58,2023 MAY 18 07:49:14,2.6505,136.2742,6.4038,136.9131,40.907,38.1204,42.9122,40.2093,2.9457,2.9454,9.3917,9.455
LANDER_Insight                                       ,2,1,83,2023 MAY 20 08:56:25,2023 MAY 20 08:56:57,4.8401,133.632,6.404,133.9069,47.0074,45.9903,46.3497,45.2784,0.71124,0.7672,9.0494,9.0764
LANDER_Insight                                       ,3,3,170,2023 MAY 27 11:53:35,2023 MAY 27 11:54:51,2.6505,135.7729,6.4038,136.4145,67.1667,64.7869,67.0057,64.6094,0.30951,0.35315,7.5975,7.6611
LANDER_Insight                                       ,4,1,282,2023 JUN 05 16:00:16,2023 JUN 05 16:00:27,5.8474,135.5093,6.4038,135.605,90.0263,89.6698,89.8502,89.491,0.34689,0.35332,5.8342,5.8433
LANDER_Insight                                       ,5,3,325,2023 JUN 09 05:25:39,2023 JUN 09 05:26:55,6.4038,134.5549,2.6504,135.1956,72.7681,75.1594,72.5901,74.9985,0.24389,0.26231,16.9194,16.9828
Lander_Mars2020 Jezero Crater                        ,1,3,110,2023 MAY 22 14:05:16,2023 MAY 22 14:05:19,20.6222,75.5301,20.7522,75.5569,45.6587,45.599,42.8598,42.7983,2.9488,2.9482,8.91,8.9125
Lander_Mars2020 Jezero Crater                        ,2,1,197,2023 MAY 29 17:01:54,2023 MAY 29 17:03:10,16.9974,76.4946,20.7519,77.2207,60.4839,58.3565,64.7973,62.7159,5.089,5.0812,7.3703,7.4394
Lander_Mars2020 Jezero Crater                        ,3,3,215,2023 MAY 31 05:12:05,2023 MAY 31 05:12:07,17.5153,75.5295,17.3978,75.5522,89.8946,89.9721,89.6643,89.7423,0.23779,0.23762,18.5133,18.5156
Lander_Mars2020 Jezero Crater                        ,4,1,302,2023 JUN 07 08:08:51,2023 JUN 07 08:10:08,20.7522,77.1318,16.9971,77.8827,71.3897,73.5698,68.6795,70.8935,3.1806,3.2006,17.0169,17.0878
Lander_Mars2020 Jezero Crater                        ,5,1,309,2023 JUN 07 21:07:31,2023 JUN 07 21:08:48,16.9973,76.2491,20.7521,76.9902,88.6255,86.1533,88.3974,85.9121,0.46802,0.50307,5.5903,5.6603
Lander_Tianwen1_Utopia_Planitia                      ,1,3,84,2023 MAY 20 11:00:36,2023 MAY 20 11:01:54,23.2119,108.5399,26.9691,109.4537,39.7773,38.8508,35.8501,34.4525,4.0694,4.4736,9.3914,9.4733
Lander_Tianwen1_Utopia_Planitia                      ,2,3,251,2023 JUN 03 03:53:33,2023 JUN 03 03:53:45,26.9687,111.7832,26.3617,111.925,76.2881,76.6591,76.0454,76.417,0.24354,0.24266,17.7403,17.7531
Lander_Tianwen1_Utopia_Planitia                      ,3,1,276,2023 JUN 05 05:01:12,2023 JUN 05 05:02:29,26.9689,108.388,23.2125,109.2452,71.1767,73.3178,70.873,73.0874,0.30718,0.23047,17.3339,17.4119
Lander_Tianwen1_Utopia_Planitia                      ,4,1,283,2023 JUN 05 18:04:05,2023 JUN 05 18:05:22,23.2126,109.8331,26.9686,110.6768,79.2117,76.8805,78.9725,76.636,0.52308,0.55094,6.1308,6.2081
Nili Fossae IAPS                                     ,1,3,23,2023 MAY 15 11:07:50,2023 MAY 15 11:08:26,22.1468,72.6257,23.9022,72.9962,21.1321,20.4921,23.4621,22.888,2.5501,2.5515,10.3053,10.3397
Nili Fossae IAPS                                     ,2,1,135,2023 MAY 24 15:13:27,2023 MAY 24 15:14:03,22.1467,72.1782,23.9023,72.5542,48.5105,47.7029,47.9018,47.0946,0.61002,0.61241,8.5158,8.5506
Nili Fossae IAPS                                     ,3,3,327,2023 JUN 09 09:15:30,2023 JUN 09 09:16:06,23.9023,73.4164,22.1467,73.7917,62.0493,63.0051,61.8322,62.7879,0.21713,0.21733,16.5725,16.6072
Nili Fossae IAPS                                     ,4,3,334,2023 JUN 09 22:17:07,2023 JUN 09 22:17:09,22.5916,73.975,22.7096,74,89.9879,89.9066,89.7325,89.6508,0.51945,0.52043,5.29,5.2922
Mawrth Vallis-Aram Chaos IAPS                        ,1,3,51,2023 MAY 17 18:06:12,2023 MAY 17 18:06:12,13.1473,-19.005,13.1745,-19,34.2056,34.1892,33.9473,33.9309,0.41988,0.42014,9.7078,9.7083
Mawrth Vallis-Aram Chaos IAPS                        ,2,3,163,2023 MAY 26 22:11:48,2023 MAY 26 22:12:24,13.1472,-19.8531,14.9019,-19.5303,58.7679,57.74,58.9644,57.9559,0.37063,0.38885,7.8906,7.9217
Mawrth Vallis-Aram Chaos IAPS                        ,3,1,275,2023 JUN 05 02:17:23,2023 JUN 05 02:17:59,13.1474,-20.6286,14.9018,-20.3038,83.8184,82.7092,83.6107,82.4951,0.4283,0.44656,6.0753,6.1067
Mawrth Vallis-Aram Chaos IAPS                        ,4,1,293,2023 JUN 06 14:29:43,2023 JUN 06 14:30:18,14.8669,-20.9908,13.1473,-20.6722,74.6394,75.6908,74.4296,75.4864,0.2243,0.22603,17.2928,17.3236
Meridiani IAPS                                       ,1,1,212,2023 MAY 30 22:24:29,2023 MAY 30 22:25:05,-0.85189,-0.10241,0.90129,0.18317,78.5697,77.3534,78.5848,77.4629,0.29622,0.37458,6.8589,6.8875
Olympus Mons Caldera IAPS                            ,1,3,272,2023 JUN 04 21:12:22,2023 JUN 04 21:12:45,18.5676,-133.9904,17.4471,-133.7722,77.013,77.6981,76.7903,77.4784,0.22723,0.22666,17.5694,17.59
Mawrth Vallis ExoMars2020 Candidate Landing Site IAPS,1,3,51,2023 MAY 17 18:09:05,2023 MAY 17 18:09:38,21.6465,-17.343,23.2514,-17,29.8001,29.1676,29.5763,28.9585,0.48908,0.49935,9.8656,9.8972
Mawrth Vallis ExoMars2020 Candidate Landing Site IAPS,2,3,163,2023 MAY 26 22:14:41,2023 MAY 26 22:15:17,21.6466,-18.1998,23.4024,-17.8256,54.1019,53.2259,54.3258,53.454,0.43278,0.44382,8.0478,8.0822
Mawrth Vallis ExoMars2020 Candidate Landing Site IAPS,3,3,268,2023 JUN 04 13:19:38,2023 JUN 04 13:19:43,21.9078,-18.9897,21.6465,-18.9347,75.7935,75.9519,75.5628,75.7217,0.23123,0.23093,17.5669,17.5719
Mawrth Vallis ExoMars2020 Candidate Landing Site IAPS,4,1,275,2023 JUN 05 02:20:17,2023 JUN 05 02:20:53,21.6466,-18.971,23.4024,-18.5962,78.4889,77.4047,78.2553,77.1678,0.50999,0.52443,6.2328,6.2675
