Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
NOMAD	14	Egress	2020 JUL 12 17:52:38	2020 JUL 12 17:53:28	2020 JUL 12 17:57:31	293.00	-140.71	-137.86	-121.45	-59.98	-61.34	-66.38	21.02	1	6SUBD Nom CO #3	Science: orders #136, #169, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	15	Ingress	2020 JUL 12 19:10:40	2020 JUL 12 19:14:23	2020 JUL 12 19:15:11	271.00	110.62	121.51	123.51	62.17	56.29	54.79	15.62	1	126 only #2	Science: orders #126, #126, #126, #126, #126, #126, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	15	Egress	2020 JUL 12 19:50:29	2020 JUL 12 19:51:20	2020 JUL 12 19:55:23	294.00	-169.84	-166.96	-150.65	-59.73	-61.14	-66.26	20.99	1	Nominal Science 1xCO2 LA04	Science: orders #168, #136, #189, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	16	Ingress	2020 JUL 12 21:08:37	2020 JUL 12 21:12:21	2020 JUL 12 21:13:10	273.00	82.04	92.98	95.03	62.11	56.16	54.62	15.64	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
ACS	16	Egress	2020 JUL 12 21:48:21	2020 JUL 12 21:49:12	2020 JUL 12 21:53:16	295.00	160.98	163.83	-179.91	-59.47	-60.89	-66.13	20.96	3	-	-	-	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	17	Ingress	2020 JUL 12 23:06:36	2020 JUL 12 23:10:22	2020 JUL 12 23:11:11	275.00	53.37	64.43	66.48	62.09	56.04	54.50	15.65	14	-	-	-		
N/A	17	Egress	2020 JUL 12 23:46:15	2020 JUL 12 23:47:06	2020 JUL 12 23:51:12	297.00	131.84	134.67	150.97	-59.22	-60.66	-66.03	20.92	14	-	-	-		
NOMAD	18	Ingress	2020 JUL 13 01:04:34	2020 JUL 13 01:08:21	2020 JUL 13 01:09:10	276.00	24.68	35.83	37.88	62.07	55.96	54.41	15.65	1	132 only #2	Science: orders #132, #132, #132, #132, #132, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	18	Egress	2020 JUL 13 01:44:08	2020 JUL 13 01:44:59	2020 JUL 13 01:49:07	299.00	102.74	105.54	121.89	-58.98	-60.44	-65.93	20.89	1	6SUBD Nom CO #3	Science: orders #136, #169, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	19	Ingress	2020 JUL 13 03:02:28	2020 JUL 13 03:06:16	2020 JUL 13 03:07:05	277.00	-4.05	7.20	9.26	62.08	55.91	54.35	15.66	3	-	-	-	&daysideMatch:ASCRAEUS MONS; 	
N/A	19	Egress	2020 JUL 13 03:41:58	2020 JUL 13 03:42:50	2020 JUL 13 03:46:59	301.00	73.63	76.46	92.78	-58.72	-60.23	-65.83	20.87	3	-	-	-	&daysideMatch:ASCRAEUS MONS; 	
ACS	20	Ingress	2020 JUL 13 05:00:19	2020 JUL 13 05:04:08	2020 JUL 13 05:04:58	279.00	-32.78	-21.42	-19.32	62.08	55.87	54.26	15.66	14	-	-	-	&daysideMatch:OLYMPUS MONS; 	
ACS	20	Egress	2020 JUL 13 05:39:45	2020 JUL 13 05:40:37	2020 JUL 13 05:44:47	302.00	44.53	47.33	63.59	-58.46	-59.99	-65.70	20.83	14	-	-	-	&daysideMatch:OLYMPUS MONS; 	
NOMAD	21	Ingress	2020 JUL 13 06:58:15	2020 JUL 13 07:02:05	2020 JUL 13 07:02:55	280.00	-61.24	-49.85	-47.76	61.98	55.68	54.06	15.68	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	21	Egress	2020 JUL 13 07:37:34	2020 JUL 13 07:38:26	2020 JUL 13 07:42:37	303.00	15.45	18.22	34.45	-58.21	-59.76	-65.58	20.80	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	22	Ingress	2020 JUL 13 08:56:14	2020 JUL 13 09:00:06	2020 JUL 13 09:00:56	282.00	-89.69	-78.25	-76.17	61.87	55.45	53.82	15.70	14	-	-	-		
ACS	22	Egress	2020 JUL 13 09:35:27	2020 JUL 13 09:36:20	2020 JUL 13 09:40:32	305.00	-13.67	-10.86	5.34	-57.95	-59.54	-65.47	20.78	14	-	-	-		
NOMAD	23	Ingress	2020 JUL 13 10:54:14	2020 JUL 13 10:58:06	2020 JUL 13 10:58:57	283.00	-118.22	-106.79	-104.67	61.79	55.32	53.65	15.71	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
NOMAD	23	Egress	2020 JUL 13 11:33:21	2020 JUL 13 11:34:14	2020 JUL 13 11:38:27	306.00	-42.85	-40.08	-23.96	-57.65	-59.26	-65.31	20.74	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
N/A	24	Ingress	2020 JUL 13 12:52:11	2020 JUL 13 12:56:05	2020 JUL 13 12:56:56	285.00	-146.95	-135.37	-133.25	61.79	55.23	53.55	15.71	28	-	-	-	&trueDayLimb; 	
N/A	24	Egress	2020 JUL 13 13:31:12	2020 JUL 13 13:32:05	2020 JUL 13 13:36:20	308.00	-72.05	-69.32	-53.25	-57.32	-58.95	-65.15	20.70	28	-	-	-	&trueDayLimb; 	
N/A	25	Ingress	2020 JUL 13 14:50:04	2020 JUL 13 14:54:00	2020 JUL 13 14:54:51	287.00	-175.76	-164.02	-161.89	61.83	55.19	53.49	15.72	14	-	-	-	&mroOverlap; 	
N/A	25	Egress	2020 JUL 13 15:29:01	2020 JUL 13 15:29:55	2020 JUL 13 15:34:11	310.00	-101.17	-98.41	-82.41	-57.02	-58.70	-65.01	20.67	14	-	-	-	&mroOverlap; 	
NOMAD	26	Ingress	2020 JUL 13 16:47:57	2020 JUL 13 16:51:54	2020 JUL 13 16:52:46	289.00	155.53	167.36	169.54	61.83	55.13	53.40	15.72	1	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	26	Egress	2020 JUL 13 17:26:50	2020 JUL 13 17:27:44	2020 JUL 13 17:32:02	312.00	-130.18	-127.45	-111.39	-56.79	-58.48	-64.92	20.65	1	127 only #2	Science: orders #127, #127, #127, #127, #127, #127, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	27	Ingress	2020 JUL 13 18:45:53	2020 JUL 13 18:49:51	2020 JUL 13 18:50:43	290.00	127.09	138.94	141.10	61.72	54.94	53.18	15.74	14	-	-	-		
ACS	27	Egress	2020 JUL 13 19:24:39	2020 JUL 13 19:25:33	2020 JUL 13 19:29:52	313.00	-159.25	-156.54	-140.54	-56.52	-58.23	-64.78	20.62	14	-	-	-		
NOMAD	28	Ingress	2020 JUL 13 20:43:51	2020 JUL 13 20:47:51	2020 JUL 13 20:48:43	292.00	98.60	110.51	112.66	61.63	54.73	52.96	15.76	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	28	Egress	2020 JUL 13 21:22:30	2020 JUL 13 21:23:25	2020 JUL 13 21:27:44	314.00	171.62	174.35	-169.80	-56.20	-57.97	-64.61	20.59	1	6SUBD Nominal #3	Science: orders #167, #136, #169, #121, #190, #192, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	29	Ingress	2020 JUL 13 22:41:50	2020 JUL 13 22:45:51	2020 JUL 13 22:46:44	294.00	69.99	81.96	84.15	61.57	54.60	52.79	15.77	14	-	-	-		
ACS	29	Egress	2020 JUL 13 23:20:23	2020 JUL 13 23:21:18	2020 JUL 13 23:25:39	316.00	142.50	145.19	161.04	-55.89	-57.68	-64.46	20.56	14	-	-	-		
N/A	30	Ingress	2020 JUL 14 00:39:50	2020 JUL 14 00:43:52	2020 JUL 14 00:44:45	295.00	41.37	53.40	55.59	61.53	54.48	52.66	15.78	14	-	-	-	&daysideMatch:EAST THAUMASIA; 	
N/A	30	Egress	2020 JUL 14 01:18:16	2020 JUL 14 01:19:11	2020 JUL 14 01:23:35	319.00	113.42	116.09	132.01	-55.61	-57.41	-64.36	20.53	14	-	-	-	&daysideMatch:EAST THAUMASIA; 	
N/A	31	Ingress	2020 JUL 14 02:37:45	2020 JUL 14 02:41:49	2020 JUL 14 02:42:42	297.00	12.62	24.80	26.99	61.54	54.40	52.57	15.78	14	-	-	-	&daysideMatch:CLARITAS RISE; 	
N/A	31	Egress	2020 JUL 14 03:16:06	2020 JUL 14 03:17:02	2020 JUL 14 03:21:27	321.00	84.35	87.04	102.91	-55.32	-57.17	-64.22	20.50	14	-	-	-	&daysideMatch:CLARITAS RISE; 	
NOMAD	32	Ingress	2020 JUL 14 04:35:37	2020 JUL 14 04:39:42	2020 JUL 14 04:40:36	299.00	-16.14	-3.85	-1.61	61.56	54.37	52.49	15.78	1	6SUBD Nom CO2 #2	Science: orders #121, #149, #164, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	32	Egress	2020 JUL 14 05:13:54	2020 JUL 14 05:14:50	2020 JUL 14 05:19:17	323.00	55.29	57.95	73.79	-55.01	-56.88	-64.08	20.47	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	33	Ingress	2020 JUL 14 06:33:31	2020 JUL 14 06:37:38	2020 JUL 14 06:38:32	301.00	-44.68	-32.31	-30.08	61.49	54.19	52.30	15.80	1	6SUBD CO2 #10	Science: orders #156, #116, #118, #169, #154, #158, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	33	Egress	2020 JUL 14 07:11:41	2020 JUL 14 07:12:37	2020 JUL 14 07:17:05	324.00	26.23	28.86	44.63	-54.71	-56.60	-63.92	20.44	1	132 only #2	Science: orders #132, #132, #132, #132, #132, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	34	Ingress	2020 JUL 14 08:31:31	2020 JUL 14 08:35:38	2020 JUL 14 08:36:33	302.00	-73.00	-60.71	-58.46	61.32	53.95	52.01	15.82	14	-	-	-		
ACS	34	Egress	2020 JUL 14 09:09:32	2020 JUL 14 09:10:29	2020 JUL 14 09:14:58	326.00	-2.84	-0.19	15.53	-54.41	-56.35	-63.78	20.42	14	-	-	-		
NOMAD	35	Ingress	2020 JUL 14 10:29:32	2020 JUL 14 10:33:41	2020 JUL 14 10:34:36	304.00	-101.47	-89.13	-86.89	61.21	53.72	51.76	15.84	1	Nominal Science 1xCO2 LA03	Science: orders #168, #134, #189, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	35	Egress	2020 JUL 14 11:07:25	2020 JUL 14 11:08:22	2020 JUL 14 11:12:54	329.00	-31.96	-29.34	-13.60	-54.06	-56.02	-63.63	20.39	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:AEOLIS MENSAE MFF; 	
ACS	36	Ingress	2020 JUL 14 12:27:30	2020 JUL 14 12:31:41	2020 JUL 14 12:32:36	306.00	-130.11	-117.66	-115.43	61.18	53.57	51.61	15.85	14	-	-	-		
ACS	36	Egress	2020 JUL 14 13:05:16	2020 JUL 14 13:06:14	2020 JUL 14 13:10:47	331.00	-61.13	-58.50	-42.90	-53.67	-55.69	-63.42	20.35	14	-	-	-		
N/A	37	Ingress	2020 JUL 14 14:25:24	2020 JUL 14 14:29:37	2020 JUL 14 14:30:33	309.00	-158.94	-146.32	-144.04	61.22	53.54	51.53	15.85	14	-	-	-		
N/A	37	Egress	2020 JUL 14 15:03:05	2020 JUL 14 15:04:03	2020 JUL 14 15:08:38	333.00	-90.25	-87.66	-72.14	-53.30	-55.33	-63.22	20.32	14	-	-	-		
NOMAD	38	Ingress	2020 JUL 14 16:23:17	2020 JUL 14 16:27:32	2020 JUL 14 16:28:28	311.00	172.31	-174.93	-172.65	61.24	53.46	51.44	15.85	1	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	38	Egress	2020 JUL 14 17:00:54	2020 JUL 14 17:01:53	2020 JUL 14 17:06:29	335.00	-119.26	-116.65	-101.18	-53.00	-55.09	-63.09	20.30	1	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	39	Ingress	2020 JUL 14 18:21:12	2020 JUL 14 18:25:28	2020 JUL 14 18:26:25	313.00	143.78	156.57	158.88	61.17	53.31	51.24	15.87	1	6SUBD Nom CO2 #2	Science: orders #121, #149, #164, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	39	Egress	2020 JUL 14 18:58:42	2020 JUL 14 18:59:41	2020 JUL 14 19:04:20	338.00	-148.25	-145.66	-130.10	-52.72	-54.83	-62.99	20.27	1	133 only #2	Science: orders #133, #133, #133, #133, #133, #133, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	40	Ingress	2020 JUL 14 20:19:11	2020 JUL 14 20:23:28	2020 JUL 14 20:24:25	314.00	115.45	128.21	130.50	61.00	53.03	50.94	15.89	14	-	-	-		
ACS	40	Egress	2020 JUL 14 20:56:31	2020 JUL 14 20:57:31	2020 JUL 14 21:02:10	339.00	-177.33	-174.73	-159.34	-52.36	-54.52	-62.78	20.25	14	-	-	-		
NOMAD	41	Ingress	2020 JUL 14 22:17:10	2020 JUL 14 22:21:29	2020 JUL 14 22:22:27	317.00	86.88	99.71	102.04	60.93	52.85	50.71	15.90	1	CO2 Fullscan Fast #3	Diffraction order stepping (fullscan): 10 orders from 125 to 135 in steps of 1 (6 order(s) per 1 second(s))	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
NOMAD	41	Egress	2020 JUL 14 22:54:22	2020 JUL 14 22:55:22	2020 JUL 14 23:00:03	341.00	153.56	156.13	171.45	-51.98	-54.16	-62.58	20.21	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; 	
N/A	42	Ingress	2020 JUL 15 00:15:09	2020 JUL 15 00:19:30	2020 JUL 15 00:20:28	319.00	58.27	71.20	73.52	60.88	52.68	50.53	15.92	14	-	-	-		
N/A	42	Egress	2020 JUL 15 00:52:14	2020 JUL 15 00:53:15	2020 JUL 15 00:57:58	344.00	124.50	127.08	142.38	-51.63	-53.86	-62.43	20.19	14	-	-	-		
